Time,Cum. Inj Water ,Cum. Prod Water ,Cum Oil prod.  ,Cum. Inj CO2,Cum. Prod CO2,Pressure
0.451,9.450,0.000,9.510,0.000,0,255.5186051
0.460,9.627,0.000,9.750,0.000,0,255.5186051
0.468,9.799,0.000,9.730,0.000,0,255.2735883
0.476,9.976,0.000,9.770,0.000,0,255.654724
0.485,10.147,0.000,9.770,0.000,0,255.3960972
0.493,10.324,0.000,9.810,0.000,0,255.2327518
0.501,10.501,0.000,10.150,0.000,0,255.2327518
0.510,10.672,0.000,10.150,0.000,0,255.4777692
0.518,10.849,0.000,10.520,0.000,0,255.2327518
0.526,11.021,0.000,10.710,0.000,0,255.4777692
0.535,11.197,0.000,10.710,0.000,0,255.3960972
0.543,11.369,0.000,10.830,0.000,0,255.2735883
0.551,11.546,0.000,11.180,0.000,0,255.5186051
0.560,11.723,0.000,11.180,0.000,0,255.2327518
0.568,11.893,0.000,11.420,0.000,0,254.9877307
0.576,12.071,0.000,11.710,0.000,0,255.1510785
0.585,12.243,0.000,11.710,0.000,0,255.0694048
0.593,12.420,0.000,11.950,0.000,0,254.9877307
0.601,12.591,0.000,12.120,0.000,0,255.1102417
0.610,12.768,0.000,12.420,0.000,0,255.1919152
0.618,12.945,0.000,12.420,0.000,0,255.0694048
0.627,13.115,0.000,12.760,0.000,0,255.0694048
0.635,13.292,0.000,12.990,0.000,0,254.9468935
0.643,13.464,0.000,12.990,0.000,0,255.0285678
0.652,13.641,0.000,13.090,0.000,0,255.3960972
0.660,13.818,0.000,13.390,0.000,0,255.355261
0.668,13.989,0.000,13.390,0.000,0,255.4369333
0.677,14.166,0.000,13.680,0.000,0,255.355261
0.685,14.338,0.000,13.990,0.000,0,255.2327518
0.693,14.515,0.000,14.140,0.000,0,255.3144247
0.702,14.692,0.000,14.140,0.000,0,255.1919152
0.710,14.862,0.000,14.380,0.000,0,255.355261
0.718,15.039,0.000,14.650,0.000,0,255.1102417
0.727,15.210,0.000,14.650,0.000,0,255.1919152
0.735,15.387,0.000,14.900,0.000,0,255.3144247
0.743,15.564,0.000,15.120,0.000,0,255.2327518
0.752,15.736,0.000,15.410,0.000,0,254.3207104
0.760,15.913,0.000,15.410,0.000,0,254.6882555
0.768,16.083,0.000,15.680,0.000,0,254.9468935
0.777,16.260,0.000,15.830,0.000,0,255.1510785
0.785,16.437,0.000,15.830,0.000,0,254.7290934
0.793,16.608,0.000,16.210,0.000,0,254.7699311
0.802,16.785,0.000,16.330,0.000,0,255.2735883
0.810,16.957,0.000,16.330,0.000,0,254.4023878
0.818,17.134,0.000,16.720,0.000,0,254.4432264
0.827,17.305,0.000,16.980,0.000,0,254.7699311
0.835,17.482,0.000,16.980,0.000,0,255.1919152
0.843,17.659,0.000,17.440,0.000,0,255.4369333
0.852,17.831,0.000,17.620,0.000,0,254.9468935
0.860,18.008,0.000,18.100,0.000,0,255.355261
0.868,18.179,0.000,18.100,0.000,0,254.1981936
0.877,18.357,0.000,18.030,0.000,0,254.7290934
0.885,18.527,0.000,18.440,0.000,0,255.0285678
0.893,18.704,0.000,18.440,0.000,0,255.1919152
0.902,18.881,0.000,18.820,0.000,0,255.0285678
0.910,19.052,0.000,19.360,0.000,0,254.1573544
0.918,19.229,0.000,19.360,0.000,0,254.4432264
0.927,19.401,0.000,19.630,0.000,0,254.9877307
0.935,19.578,0.000,19.780,0.000,0,255.1919152
0.943,19.755,0.000,20.200,0.000,0,255.3960972
0.952,19.926,0.000,20.200,0.000,0,255.6002766
0.960,20.103,0.000,20.410,0.000,0,255.4777692
0.968,20.275,0.000,20.710,0.000,0,255.3960972
0.977,20.452,0.000,20.710,0.000,0,255.3144247
0.985,20.623,0.000,20.950,0.000,0,255.4369333
0.993,20.800,0.000,21.240,0.000,0,255.4777692
1.002,20.977,0.000,21.240,0.000,0,255.5186051
1.010,21.149,0.000,21.480,0.000,0,255.5594409
1.018,21.325,0.000,21.680,0.000,0,255.1919152
1.027,21.497,0.000,21.840,0.000,0,255.355261
1.035,21.674,0.000,21.840,0.000,0,255.4777692
1.043,21.845,0.000,22.210,0.000,0,255.3144247
1.052,22.022,0.000,22.420,0.000,0,255.3960972
1.060,22.199,0.000,22.420,0.000,0,255.3960972
1.068,22.370,0.000,22.760,0.000,0,255.2327518
1.077,22.547,0.000,22.910,0.000,0,255.2735883
1.085,22.718,0.000,22.910,0.000,0,255.2327518
1.093,22.895,0.000,23.140,0.000,0,255.2735883
1.102,23.072,0.000,23.410,0.000,0,255.2735883
1.110,23.244,0.000,23.680,0.000,0,255.2735883
1.118,23.421,0.000,23.680,0.000,0,255.3960972
1.127,23.593,0.000,23.960,0.000,0,255.4777692
1.135,23.769,0.000,24.280,0.000,0,255.4369333
1.143,23.940,0.000,24.280,0.000,0,255.3144247
1.152,24.117,0.000,24.400,0.000,0,255.355261
1.160,24.294,0.000,24.660,0.000,0,255.1510785
1.168,24.465,0.000,24.660,0.000,0,255.355261
1.177,24.642,0.000,24.860,0.000,0,255.355261
1.185,24.814,0.000,25.100,0.000,0,255.1919152
1.194,24.991,0.000,25.350,0.000,0,255.3144247
1.202,25.167,0.000,25.350,0.000,0,255.1102417
1.210,25.338,0.000,25.560,0.000,0,255.1919152
1.219,25.515,0.000,25.770,0.000,0,255.355261
1.227,25.687,0.000,25.770,0.000,0,255.2327518
1.235,25.864,0.000,26.010,0.000,0,255.1919152
1.244,26.036,0.000,26.320,0.000,0,255.1510785
1.252,26.213,0.000,26.320,0.000,0,255.3144247
1.260,26.390,0.000,26.570,0.000,0,255.3144247
1.269,26.560,0.000,26.800,0.000,0,255.355261
1.277,26.737,0.000,27.040,0.000,0,255.2735883
1.285,26.908,0.000,27.040,0.000,0,255.1919152
1.294,27.085,0.000,27.210,0.000,0,255.2735883
1.302,27.262,0.000,27.490,0.000,0,255.355261
1.310,27.434,0.000,27.490,0.000,0,255.3960972
1.319,27.611,0.000,27.760,0.000,0,255.2735883
1.327,27.782,0.000,28.030,0.000,0,255.3960972
1.335,27.959,0.000,28.030,0.000,0,255.2735883
1.344,28.136,0.000,28.170,0.000,0,255.355261
1.352,28.307,0.000,28.490,0.000,0,255.2735883
1.360,28.485,0.000,28.700,0.000,0,255.2735883
1.369,28.656,0.000,28.700,0.000,0,255.355261
1.377,28.833,0.000,28.920,0.000,0,255.3144247
1.385,29.003,0.000,29.140,0.000,0,255.355261
1.394,29.180,0.000,29.140,0.000,0,255.355261
1.402,29.357,0.000,29.390,0.000,0,255.4369333
1.410,29.529,0.000,29.630,0.000,0,255.4369333
1.419,29.706,0.000,29.850,0.000,0,255.4777692
1.427,29.878,0.000,29.850,0.000,0,255.3960972
1.435,30.055,0.000,30.060,0.000,0,255.4777692
1.444,30.232,0.000,30.330,0.000,0,255.4777692
1.452,30.403,0.000,30.330,0.000,0,255.3144247
1.460,30.580,0.000,30.540,0.000,0,255.2327518
1.469,30.751,0.000,30.930,0.000,0,255.5186051
1.477,30.928,0.000,30.930,0.000,0,255.355261
1.485,31.100,0.000,31.050,0.000,0,255.355261
1.494,31.277,0.000,31.380,0.000,0,255.3960972
1.502,31.454,0.000,31.380,0.000,0,255.355261
1.510,31.624,0.000,31.550,0.000,0,255.2735883
1.519,31.801,0.000,31.790,0.000,0,255.3144247
1.527,31.973,0.000,31.790,0.000,0,255.3960972
1.535,32.150,0.000,32.070,0.000,0,255.2735883
1.544,32.327,0.000,32.340,0.000,0,255.3144247
1.552,32.498,0.000,32.590,0.000,0,255.3144247
1.560,32.675,0.000,32.590,0.000,0,255.3960972
1.569,32.846,0.000,32.690,0.000,0,255.2735883
1.577,33.023,0.000,32.990,0.000,0,255.355261
1.585,33.195,0.000,32.990,0.000,0,255.2735883
1.594,33.372,0.000,33.220,0.000,0,255.2327518
1.602,33.549,0.000,33.440,0.000,0,255.3144247
1.610,33.720,0.000,33.440,0.000,0,255.2327518
1.619,33.897,0.000,33.660,0.000,0,255.2327518
1.627,34.067,0.000,33.950,0.000,0,255.1919152
1.635,34.244,0.000,34.190,0.000,0,255.2735883
1.644,34.421,0.000,34.190,0.000,0,255.3144247
1.652,34.593,0.000,34.410,0.000,0,255.1919152
1.660,34.770,0.000,34.690,0.000,0,255.2735883
1.669,34.941,0.000,34.690,0.000,0,255.3144247
1.677,35.119,0.000,34.950,0.000,0,255.3144247
1.685,35.290,0.000,35.120,0.000,0,255.3144247
1.694,35.468,0.000,35.120,0.000,0,255.3960972
1.702,35.645,0.000,35.420,0.000,0,255.355261
1.710,35.815,0.000,35.740,0.000,0,255.2735883
1.719,35.992,0.000,35.900,0.000,0,255.1919152
1.727,36.164,0.000,35.900,0.000,0,255.2735883
1.735,36.341,0.000,36.200,0.000,0,255.355261
1.744,36.513,0.000,36.400,0.000,0,255.3144247
1.752,36.690,0.000,36.400,0.000,0,255.3960972
1.761,36.867,0.000,36.640,0.000,0,255.3144247
1.769,37.037,0.000,36.880,0.000,0,255.355261
1.777,37.214,0.000,36.880,0.000,0,255.2327518
1.786,37.385,0.000,37.080,0.000,0,255.5186051
1.794,37.562,0.000,37.450,0.000,0,255.3144247
1.802,37.739,0.000,37.590,0.000,0,255.3960972
1.811,37.911,0.000,37.590,0.000,0,255.355261
1.819,38.088,0.000,37.830,0.000,0,255.3144247
1.827,38.258,0.000,38.090,0.000,0,255.2327518
1.836,38.435,0.000,38.090,0.000,0,255.355261
1.844,38.612,0.000,38.350,0.000,0,255.0694048
1.852,38.784,0.000,38.610,0.000,0,255.3960972
1.861,38.961,0.000,38.610,0.000,0,255.2735883
1.869,39.133,0.000,38.850,0.000,0,255.4369333
1.877,39.310,0.000,39.110,0.000,0,255.355261
1.886,39.480,0.000,39.110,0.000,0,255.5186051
1.894,39.657,0.000,39.360,0.000,0,255.4369333
1.902,39.829,0.000,39.550,0.000,0,255.355261
1.911,40.007,0.000,39.840,0.000,0,255.5186051
1.919,40.184,0.000,39.840,0.000,0,255.5186051
1.927,40.356,0.000,40.040,0.000,0,255.4777692
1.936,40.533,0.000,40.310,0.000,0,255.4369333
1.944,40.703,0.000,40.310,0.000,0,255.355261
1.952,40.881,0.000,40.540,0.000,0,255.2327518
1.961,41.052,0.000,40.700,0.000,0,255.2327518
1.969,41.229,0.000,40.700,0.000,0,255.2735883
1.977,41.406,0.000,41.010,0.000,0,255.3960972
1.986,41.578,0.000,41.290,0.000,0,255.4777692
1.994,41.755,0.000,41.440,0.000,0,255.3960972
2.002,41.925,0.000,41.440,0.000,0,255.355261
2.011,42.102,0.000,41.630,0.000,0,255.355261
2.019,42.279,0.000,42.010,0.000,0,255.3960972
2.027,42.451,0.000,42.010,0.000,0,255.3960972
2.036,42.628,0.000,42.190,0.000,0,255.355261
2.044,42.799,0.000,42.430,0.000,0,255.4777692
2.052,42.976,0.000,42.430,0.000,0,255.3960972
2.061,43.153,0.000,42.650,0.000,0,255.3144247
2.069,43.325,0.000,43.000,0.000,0,255.2735883
2.077,43.501,0.000,43.140,0.000,0,255.355261
2.086,43.672,0.000,43.140,0.000,0,255.5186051
2.094,43.849,0.000,43.300,0.000,0,255.4369333
2.102,44.021,0.000,43.700,0.000,0,255.355261
2.111,44.198,0.000,43.700,0.000,0,255.355261
2.119,44.375,0.000,43.920,0.000,0,255.2735883
2.127,44.546,0.000,44.090,0.000,0,255.2327518
2.136,44.723,0.000,44.090,0.000,0,255.2327518
2.144,44.894,0.000,44.420,0.000,0,255.2327518
2.152,45.071,0.000,44.640,0.000,0,255.355261
2.161,45.243,0.000,44.640,0.000,0,255.2735883
2.169,45.420,0.000,44.890,0.000,0,255.2327518
2.177,45.597,0.000,45.120,0.000,0,255.4369333
2.186,45.768,0.000,45.310,0.000,0,255.2735883
2.194,45.945,0.000,45.310,0.000,0,255.3144247
2.202,46.117,0.000,45.550,0.000,0,255.1919152
2.211,46.294,0.000,45.850,0.000,0,255.355261
2.219,46.465,0.000,45.850,0.000,0,255.355261
2.227,46.642,0.000,46.140,0.000,0,255.3144247
2.236,46.819,0.000,46.330,0.000,0,255.2735883
2.244,46.990,0.000,46.330,0.000,0,255.3144247
2.252,47.167,0.000,46.560,0.000,0,255.5186051
2.261,47.338,0.000,46.800,0.000,0,255.3144247
2.269,47.514,0.000,46.800,0.000,0,255.2735883
2.277,47.692,0.000,47.000,0.000,0,255.1919152
2.286,47.863,0.000,47.300,0.000,0,255.3144247
2.294,48.040,0.000,47.550,0.000,0,255.2327518
2.302,48.212,0.000,47.550,0.000,0,255.3144247
2.311,48.389,0.000,47.770,0.000,0,255.1919152
2.319,48.560,0.000,48.060,0.000,0,255.3144247
2.328,48.737,0.000,48.060,0.000,0,255.355261
2.336,48.914,0.000,48.330,0.000,0,255.3960972
2.344,49.085,0.000,48.420,0.000,0,255.2327518
2.353,49.262,0.000,48.420,0.000,0,255.1510785
2.361,49.433,0.000,48.710,0.000,0,255.2735883
2.369,49.610,0.000,49.030,0.000,0,255.2327518
2.378,49.787,0.000,49.310,0.000,0,255.1919152
2.386,49.958,0.000,49.310,0.000,0,255.2735883
2.394,50.135,0.000,49.370,0.000,0,255.3144247
2.403,50.307,0.000,49.700,0.000,0,255.2735883
2.411,50.484,0.000,49.700,0.000,0,255.2735883
2.419,50.661,0.000,49.910,0.000,0,255.3144247
2.428,50.833,0.000,50.080,0.000,0,255.3144247
2.436,51.010,0.000,50.080,0.000,0,255.3960972
2.444,51.182,0.000,50.390,0.000,0,255.2735883
2.453,51.358,0.000,50.610,0.000,0,255.355261
2.461,51.530,0.000,50.610,0.000,0,255.2735883
2.469,51.707,0.000,50.810,0.000,0,255.3960972
2.478,51.878,0.000,51.100,0.000,0,255.1510785
2.486,52.055,0.000,51.330,0.000,0,255.355261
2.494,52.233,0.000,51.330,0.000,0,255.2735883
2.503,52.404,0.000,51.610,0.000,0,255.3144247
2.511,52.581,0.000,51.840,0.000,0,255.4369333
2.519,52.751,0.000,51.840,0.000,0,255.2735883
2.528,52.928,0.000,52.110,0.000,0,255.0694048
2.536,53.100,0.000,52.290,0.000,0,255.1919152
2.544,53.277,0.000,52.290,0.000,0,255.3144247
2.553,53.454,0.000,52.550,0.000,0,255.3144247
2.561,53.626,0.000,52.830,0.000,0,255.2327518
2.569,53.803,0.000,53.020,0.000,0,255.2327518
2.578,53.973,0.000,53.020,0.000,0,255.3144247
2.586,54.151,0.000,53.210,0.000,0,255.2735883
2.594,54.328,0.000,53.560,0.000,0,255.2327518
2.603,54.499,0.000,53.560,0.000,0,255.2327518
2.611,54.676,0.000,53.760,0.000,0,255.2327518
2.619,54.847,0.000,54.050,0.000,0,255.2327518
2.628,55.024,0.000,54.050,0.000,0,255.3144247
2.636,55.201,0.000,54.230,0.000,0,255.1919152
2.644,55.372,0.000,54.490,0.000,0,255.2735883
2.653,55.549,0.000,54.490,0.000,0,255.355261
2.661,55.720,0.000,54.680,0.000,0,255.3144247
2.669,55.897,0.000,54.940,0.000,0,255.2327518
2.678,56.069,0.000,55.140,0.000,0,255.1919152
2.686,56.246,0.000,55.140,0.000,0,255.2327518
2.694,56.423,0.000,55.380,0.000,0,255.2735883
2.703,56.593,0.000,55.600,0.000,0,255.2327518
2.711,56.770,0.000,55.600,0.000,0,255.2327518
2.719,56.942,0.000,55.840,0.000,0,255.1919152
2.728,57.120,0.000,56.120,0.000,0,255.355261
2.736,57.291,0.000,56.120,0.000,0,255.2327518
2.744,57.468,0.000,56.350,0.000,0,255.2735883
2.753,57.645,0.000,56.640,0.000,0,255.1919152
2.761,57.815,0.000,56.790,0.000,0,255.1919152
2.769,57.993,0.000,56.790,0.000,0,255.2327518
2.778,58.164,0.000,57.030,0.000,0,255.2735883
2.786,58.341,0.000,57.370,0.000,0,255.355261
2.794,58.513,0.000,57.370,0.000,0,255.2327518
2.803,58.690,0.000,57.490,0.000,0,255.2327518
2.811,58.867,0.000,57.770,0.000,0,255.2327518
2.819,59.037,0.000,57.770,0.000,0,255.2735883
2.828,59.214,0.000,58.000,0.000,0,255.1102417
2.836,59.391,0.000,58.220,0.000,0,255.1919152
2.844,59.563,0.000,58.500,0.000,0,255.2735883
2.853,59.740,0.000,58.500,0.000,0,255.1510785
2.861,59.911,0.000,58.740,0.000,0,255.355261
2.869,60.088,0.000,58.910,0.000,0,255.2327518
2.878,60.258,0.000,58.910,0.000,0,255.2327518
2.886,60.436,0.000,59.180,0.000,0,255.1510785
2.894,60.613,0.000,59.380,0.000,0,255.2327518
2.903,60.785,0.000,59.380,0.000,0,255.1510785
2.911,60.962,0.000,59.680,0.000,0,255.2327518
2.919,61.133,0.000,59.890,0.000,0,255.3144247
2.928,61.310,0.000,60.150,0.000,0,255.2735883
2.936,61.487,0.000,60.150,0.000,0,255.355261
2.944,61.657,0.000,60.270,0.000,0,255.1510785
2.953,61.834,0.000,60.550,0.000,0,255.1102417
2.961,62.006,0.000,60.550,0.000,0,255.1102417
2.969,62.183,0.000,60.790,0.000,0,255.2735883
2.978,62.354,0.000,61.000,0.000,0,255.3144247
2.986,62.531,0.000,61.000,0.000,0,255.2735883
2.994,62.708,0.000,61.230,0.000,0,255.1510785
3.003,62.880,0.000,61.530,0.000,0,255.1102417
3.011,63.057,0.000,61.780,0.000,0,255.3144247
3.019,63.227,0.000,61.780,0.000,0,255.3144247
3.028,63.404,0.000,61.920,0.000,0,255.1919152
3.036,63.581,0.000,62.190,0.000,0,255.2327518
3.044,63.753,0.000,62.190,0.000,0,255.1919152
3.053,63.930,0.000,62.460,0.000,0,255.0694048
3.061,64.101,0.000,62.610,0.000,0,255.2735883
3.069,64.278,0.000,62.610,0.000,0,255.2327518
3.078,64.449,0.000,62.930,0.000,0,255.2735883
3.086,64.626,0.000,63.180,0.000,0,255.1919152
3.094,64.803,0.000,63.260,0.000,0,255.1510785
3.103,64.975,0.000,63.260,0.000,0,255.2327518
3.111,65.152,0.000,63.620,0.000,0,255.0694048
3.119,65.323,0.000,63.900,0.000,0,255.2327518
3.128,65.500,0.000,63.900,0.000,0,255.2735883
3.136,65.677,0.000,64.120,0.000,0,255.1919152
3.144,65.847,0.000,64.140,0.000,0,255.2735883
3.153,66.025,0.000,64.400,0.000,0,255.3960972
3.161,66.196,0.000,64.400,0.000,0,255.2735883
3.169,66.374,0.000,64.650,0.000,0,255.2735883
3.178,66.545,0.000,64.780,0.000,0,255.2327518
3.186,66.722,0.000,64.780,0.000,0,255.1919152
3.194,66.899,0.000,65.030,0.000,0,255.4369333
3.203,67.070,0.000,65.340,0.000,0,255.1919152
3.211,67.247,0.000,65.340,0.000,0,255.1919152
3.219,67.419,0.000,65.580,0.000,0,255.1102417
3.228,67.596,0.000,65.480,0.000,0,255.355261
3.236,67.767,0.000,65.480,0.000,0,255.2735883
3.244,67.944,0.000,66.020,0.000,0,255.1510785
3.253,68.121,0.000,65.980,0.000,0,255.1102417
3.261,68.292,0.000,66.690,0.000,0,255.2735883
3.269,68.470,0.000,66.690,0.000,0,255.3960972
3.278,68.641,0.000,66.650,0.000,0,255.1919152
3.286,68.818,0.000,66.900,0.000,0,255.1510785
3.294,68.989,0.000,66.900,0.000,0,255.4369333
3.303,69.166,0.000,67.290,0.000,0,255.3144247
3.311,69.339,0.000,67.530,0.000,0,255.1510785
3.319,69.516,0.000,67.530,0.000,0,255.1102417
3.328,69.692,0.000,67.790,0.000,0,255.2327518
3.336,69.863,0.000,67.890,0.000,0,255.2327518
3.344,70.040,0.000,68.220,0.000,0,255.2735883
3.353,70.212,0.000,68.220,0.000,0,255.1919152
3.361,70.389,0.000,68.310,0.000,0,255.2327518
3.369,70.566,0.000,68.580,0.000,0,255.0694048
3.378,70.737,0.000,68.580,0.000,0,255.1919152
3.386,70.913,0.000,68.970,0.000,0,255.1510785
3.394,71.085,0.000,69.040,0.000,0,255.2327518
3.403,71.262,0.000,69.040,0.000,0,255.1510785
3.411,71.439,0.000,69.200,0.000,0,255.3144247
3.419,71.611,0.000,69.180,0.000,0,255.1510785
3.428,71.787,0.000,69.180,0.000,0,255.3960972
3.436,71.959,0.000,69.400,0.000,0,255.3144247
3.444,72.136,0.000,69.640,0.000,0,255.2327518
3.453,72.313,0.000,70.250,0.000,0,255.355261
3.461,72.483,0.000,70.250,0.000,0,255.2735883
3.470,72.661,0.000,70.410,0.000,0,255.2735883
3.478,72.832,0.000,70.430,0.000,0,255.1919152
3.486,73.009,0.000,70.430,0.000,0,255.3144247
3.495,73.180,0.000,70.370,0.000,0,255.2327518
3.503,73.357,0.000,70.680,0.000,0,255.4777692
3.511,73.535,0.000,70.680,0.000,0,255.2327518
3.520,73.705,0.000,70.490,0.000,0,255.1510785
3.528,73.882,0.000,71.000,0.000,0,255.3144247
3.536,74.053,0.000,71.250,0.000,0,255.1510785
3.545,74.231,0.000,71.250,0.000,0,255.1919152
3.553,74.402,0.000,71.300,0.000,0,255.2735883
3.561,74.579,0.000,71.860,0.000,0,255.1102417
3.570,74.756,0.000,71.860,0.000,0,255.2327518
3.578,74.926,0.000,71.770,0.000,0,255.1510785
3.586,75.103,0.000,71.960,0.000,0,255.2735883
3.595,75.275,0.000,71.960,0.000,0,255.2735883
3.603,75.452,0.000,72.250,0.000,0,255.3144247
3.611,75.629,0.000,72.490,0.000,0,255.2327518
3.620,75.801,0.000,72.670,0.000,0,255.355261
3.628,75.977,0.000,72.670,0.000,0,255.3144247
3.636,76.149,0.000,72.890,0.000,0,255.3144247
3.645,76.326,0.000,73.070,0.000,0,255.2735883
3.653,76.497,0.000,73.070,0.000,0,255.1919152
3.661,76.674,0.000,73.380,0.000,0,255.0694048
3.670,76.851,0.000,73.590,0.000,0,255.1919152
3.678,77.023,0.000,73.590,0.000,0,255.1510785
3.686,77.201,0.000,73.850,0.000,0,255.1919152
3.695,77.371,0.000,74.100,0.000,0,255.1919152
3.703,77.548,0.000,74.330,0.000,0,255.1919152
3.711,77.719,0.000,74.330,0.000,0,255.1919152
3.720,77.896,0.000,74.490,0.000,0,255.3144247
3.728,78.073,0.000,74.770,0.000,0,255.1102417
3.736,78.244,0.000,74.770,0.000,0,255.4369333
3.745,78.421,0.000,75.060,0.000,0,255.2327518
3.753,78.592,0.000,75.340,0.000,0,255.355261
3.761,78.769,0.000,75.340,0.000,0,255.2327518
3.770,78.946,0.000,75.440,0.000,0,255.1510785
3.778,79.117,0.000,75.730,0.000,0,255.1919152
3.786,79.294,0.000,75.970,0.000,0,255.2327518
3.795,79.466,0.000,75.970,0.000,0,255.3144247
3.803,79.643,0.000,76.180,0.000,0,255.3144247
3.811,79.815,0.000,76.530,0.000,0,255.4369333
3.820,79.991,0.000,76.530,0.000,0,255.3960972
3.828,80.168,0.000,76.760,0.000,0,255.4369333
3.836,80.339,0.000,76.940,0.000,0,255.4777692
3.845,80.516,0.000,76.940,0.000,0,255.2735883
3.853,80.687,0.000,77.190,0.000,0,255.3144247
3.861,80.864,0.000,77.440,0.000,0,255.355261
3.870,81.041,0.000,77.680,0.000,0,255.2735883
3.878,81.213,0.000,77.680,0.000,0,255.4777692
3.886,81.389,0.000,77.910,0.000,0,255.2735883
3.895,81.561,0.000,78.170,0.000,0,255.3144247
3.903,81.738,0.000,78.170,0.000,0,255.3144247
3.911,81.915,0.000,78.360,0.000,0,255.4369333
3.920,82.086,0.000,78.610,0.000,0,255.3960972
3.928,82.263,0.000,78.610,0.000,0,255.4369333
3.936,82.435,0.000,78.810,0.000,0,255.3144247
3.945,82.610,0.000,79.080,0.000,0,255.4777692
3.953,82.787,0.000,79.080,0.000,0,255.355261
3.961,82.959,0.000,79.370,0.000,0,255.3144247
3.970,83.136,0.000,79.530,0.000,0,255.1510785
3.978,83.307,0.000,79.820,0.000,0,255.4777692
3.986,83.484,0.000,79.820,0.000,0,255.2735883
3.995,83.661,0.000,80.100,0.000,0,255.2735883
4.003,83.833,0.000,80.330,0.000,0,255.3144247
4.011,84.010,0.000,80.330,0.000,0,255.4369333
4.020,84.181,0.000,80.560,0.000,0,255.4369333
4.028,84.358,0.000,80.870,0.000,0,255.3960972
4.036,84.529,0.000,80.870,0.000,0,255.1510785
4.045,84.706,0.000,81.170,0.000,0,255.3144247
4.053,84.883,0.000,81.360,0.000,0,255.3960972
4.062,85.055,0.000,81.430,0.000,0,255.4777692
4.070,85.232,0.000,81.430,0.000,0,255.3144247
4.078,85.402,0.000,81.830,0.000,0,255.3960972
4.087,85.580,0.000,82.040,0.000,0,255.2735883
4.095,85.751,0.000,82.040,0.000,0,255.3144247
4.103,85.928,0.000,82.340,0.000,0,255.3960972
4.112,86.105,0.000,82.440,0.000,0,255.3960972
4.120,86.277,0.000,82.440,0.000,0,255.4369333
