CO2 Time,Total Time,Cum. Inj Water at inlet,Cum. Prod Water ,Cum Oil prod. ,Cum. Inj CO2,Cum. Prod Gas,Pressure
2.0006,985.0478,1645.6800,1499.8283,112.6941,4.1909,62.8930,253.3135
2.0172,985.0644,1645.6800,1499.8983,112.6641,4.2255,44.2582,253.3135
2.0339,985.0811,1645.6800,1499.9383,112.6241,4.2601,36.1864,253.3037
2.0506,985.0978,1645.6800,1499.9383,112.6841,4.2957,19.7988,253.3135
2.0672,985.1144,1645.6800,1500.0483,112.5541,4.3303,54.4947,253.3135
2.0839,985.1311,1645.6800,1500.0783,112.5541,4.3648,33.5744,253.3037
2.1006,985.1478,1645.6800,1500.1083,112.6041,4.4004,52.8826,253.3135
2.1172,985.1644,1645.6800,1500.1683,112.5641,4.4350,34.3318,253.3037
2.1339,985.1811,1645.6800,1500.1383,112.5641,4.4696,5.6561,253.2938
2.1506,985.1978,1645.6800,1500.1183,112.5941,4.5052,35.5761,253.3234
2.1672,985.2144,1645.6800,1500.1483,112.6141,4.5397,0.7602,253.3234
2.1839,985.2311,1645.6800,1500.2183,112.5941,4.5743,44.4033,253.3234
2.2006,985.2478,1645.6800,1500.1283,112.7141,4.6099,29.2998,253.3135
2.2172,985.2644,1645.6800,1500.3483,112.5341,4.6445,36.0463,253.3234
2.2339,985.2811,1645.6800,1500.2883,112.6841,4.6801,40.2671,253.3135
2.2506,985.2978,1645.6800,1500.3983,112.5541,4.7147,23.1021,253.3135
2.2672,985.3144,1645.6800,1500.2783,112.6941,4.7492,46.0740,253.3135
2.2839,985.3311,1645.6800,1500.3083,112.6741,4.7838,18.3340,253.3135
2.3006,985.3478,1645.6800,1500.3983,112.6641,4.8194,51.4562,253.2938
2.3172,985.3644,1645.6800,1500.4683,112.6041,4.8540,7.5746,253.2938
2.3339,985.3811,1645.6800,1500.5083,112.5541,4.8896,49.1346,253.2839
2.3506,985.3978,1645.6800,1500.4483,112.7241,4.9242,52.1680,253.2839
2.3672,985.4144,1645.6800,1500.5583,112.5741,4.9587,63.8334,253.2642
2.3839,985.4311,1645.6800,1500.6083,112.5341,4.9933,25.7547,253.2346
2.4006,985.4478,1645.6800,1500.6283,112.6241,5.0289,6.8445,253.2444
2.4172,985.4644,1645.6800,1500.7383,112.5641,5.0635,80.4466,253.2444
2.4339,985.4811,1645.6800,1500.6583,112.6041,5.0991,69.1037,253.2247
2.4506,985.4978,1645.6800,1500.7383,112.5241,5.1337,9.1229,253.2148
2.4672,985.5144,1645.6800,1500.7683,112.5341,5.1682,18.1912,253.2050
2.4839,985.5311,1645.6800,1500.6083,112.7541,5.2028,8.7161,253.2148
2.5006,985.5478,1645.6800,1500.7083,112.6641,5.2384,35.2082,253.2050
2.5172,985.5644,1645.6800,1500.6883,112.7041,5.2730,43.1983,253.1951
2.5339,985.5811,1645.6800,1500.7483,112.6441,5.3086,62.7788,253.1951
2.5506,985.5978,1645.6800,1500.8883,112.5441,5.3432,32.6464,253.1852
2.5672,985.6144,1645.6800,1500.7783,112.7341,5.3777,33.4788,253.1754
2.5839,985.6311,1645.6800,1500.9083,112.4841,5.4133,47.7940,253.1655
2.6006,985.6478,1645.6800,1500.8783,112.6141,5.4479,55.4595,253.1556
2.6172,985.6644,1645.6800,1500.7983,112.7041,5.4825,31.2037,253.1457
2.6339,985.6811,1645.6800,1500.9683,112.5441,5.5170,39.2348,253.1260
2.6506,985.6978,1645.6800,1500.8983,112.7141,5.5527,48.0575,253.1161
2.6672,985.7144,1645.6800,1500.9583,112.6641,5.5872,49.1740,253.0767
2.6839,985.7311,1645.6800,1501.0583,112.6241,5.6228,63.9162,253.0174
2.7006,985.7478,1645.6800,1501.0083,112.6541,5.6574,24.7958,253.0076
2.7172,985.7644,1645.6800,1501.0083,112.7341,5.6920,53.2875,252.9582
2.7339,985.7811,1645.6800,1501.0183,112.7741,5.7276,16.1942,252.9188
2.7506,985.7978,1645.6800,1501.1983,112.6741,5.7621,61.9875,252.9089
2.7672,985.8144,1645.6800,1501.1783,112.6141,5.7967,20.8186,252.8497
2.7839,985.8311,1645.6800,1501.2183,112.6841,5.8323,41.1165,252.8694
2.8006,985.8478,1645.6800,1501.2583,112.6441,5.8669,50.3278,252.8299
2.8172,985.8644,1645.6800,1501.3183,112.6141,5.9015,46.7555,252.8201
2.8339,985.8811,1645.6800,1501.3583,112.5941,5.9360,36.2922,252.8102
2.8506,985.8978,1645.6800,1501.3483,112.6241,5.9716,53.5095,252.7806
2.8672,985.9144,1645.6800,1501.4383,112.6241,6.0062,12.7852,252.7608
2.8839,985.9311,1645.6800,1501.4583,112.6041,6.0418,86.5852,252.7608
2.9006,985.9478,1645.6800,1501.4083,112.6841,6.0764,87.6173,252.7608
2.9172,985.9644,1645.6800,1501.5183,112.5741,6.1110,46.1044,252.7411
2.9339,985.9811,1645.6800,1501.3983,112.6941,6.1466,34.5702,252.7510
2.9506,985.9978,1645.6800,1501.5883,112.5141,6.1811,33.3757,252.7312
2.9675,986.0147,1645.6800,1501.5483,112.6441,6.2168,44.5440,252.7214
2.9842,986.0314,1645.6800,1501.5483,112.6541,6.2513,51.4217,252.7312
3.0008,986.0481,1645.6800,1501.5483,112.6541,6.2859,60.6469,252.7411
3.0175,986.0647,1645.6800,1501.4883,112.6441,6.3205,40.1722,252.7411
3.0342,986.0814,1645.6800,1501.4883,112.7841,6.3561,56.9035,252.7411
3.0508,986.0981,1645.6800,1501.5283,112.7241,6.3906,10.8602,252.7510
3.0675,986.1147,1645.6800,1501.6583,112.5941,6.4262,55.8313,252.7411
3.0842,986.1314,1645.6800,1501.6183,112.6541,6.4608,39.6071,252.7214
3.1008,986.1481,1645.6800,1501.6383,112.6341,6.4954,60.3625,252.7510
3.1175,986.1647,1645.6800,1501.6083,112.6641,6.5299,25.7696,252.7608
3.1342,986.1814,1645.6800,1501.5483,112.7341,6.5656,49.9443,252.7608
3.1508,986.1981,1645.6800,1501.6083,112.6641,6.6001,56.9035,252.7510
3.1675,986.2147,1645.6800,1501.6383,112.6041,6.6357,39.7282,252.7608
3.1842,986.2314,1645.6800,1501.5483,112.8141,6.6703,23.1003,252.7608
3.2008,986.2481,1645.6800,1501.6483,112.6741,6.7049,31.3335,252.7510
3.2175,986.2647,1645.6800,1501.6683,112.6741,6.7394,17.4183,252.7510
3.2342,986.2814,1645.6800,1501.6883,112.6141,6.7751,64.8540,252.7510
3.2508,986.2981,1645.6800,1501.6483,112.6841,6.8096,65.8853,252.7510
3.2675,986.3147,1645.6800,1503.4983,110.8641,6.8452,80.7549,252.7510
3.2842,986.3314,1645.6800,1501.6483,112.7141,6.8798,57.6921,252.7411
3.3008,986.3481,1645.6800,1501.9999,112.3424,6.9144,50.8539,252.7312
3.3175,986.3647,1645.6800,1501.7283,112.6641,6.9500,21.8270,252.7312
3.3342,986.3814,1645.6800,1501.6883,112.7641,6.9845,52.7203,252.7411
3.3508,986.3981,1645.6800,1501.7883,112.6841,7.0191,51.4881,252.7312
3.3675,986.4147,1645.6800,1501.7883,112.7241,7.0547,38.6383,252.7214
3.3842,986.4314,1645.6800,1501.7783,112.7041,7.0893,39.9110,252.7115
3.4008,986.4481,1645.6800,1501.7283,112.7541,7.1239,46.8311,252.7115
3.4175,986.4647,1645.6800,1501.7383,112.7441,7.1595,79.1181,252.7214
3.4342,986.4814,1645.6800,1501.7483,112.7641,7.1940,65.1564,252.7016
3.4508,986.4981,1645.6800,1501.6783,112.7541,7.2286,65.4803,252.7016
3.4675,986.5147,1645.6800,1501.6883,112.7741,7.2632,48.0636,252.7115
3.4842,986.5314,1645.6800,1501.7683,112.6241,7.2988,49.4989,252.7115
3.5008,986.5481,1645.6800,1501.8083,112.7041,7.3334,61.7021,252.7115
3.5175,986.5647,1645.6800,1501.7883,112.7241,7.3690,0.5825,252.7016
3.5342,986.5814,1645.6800,1501.8333,112.6891,7.4035,43.2155,252.7214
3.5508,986.5981,1645.6800,1501.8483,112.6941,7.4381,18.9200,252.7214
3.5675,986.6147,1645.6800,1501.8883,112.6641,7.4727,68.4614,252.7411
3.5842,986.6314,1645.6800,1501.8983,112.6441,7.5083,63.8836,252.7312
3.6008,986.6481,1645.6800,1501.7983,112.7041,7.5429,24.8382,252.7411
3.6175,986.6647,1645.6800,1501.8883,112.7141,7.5785,37.1241,252.7411
3.6342,986.6814,1645.6800,1501.7983,112.7541,7.6130,66.1456,252.7510
3.6508,986.6981,1645.6800,1501.8083,112.8041,7.6476,69.3708,252.7707
3.6675,986.7147,1645.6800,1501.8283,112.7841,7.6832,62.4498,252.7608
3.6842,986.7314,1645.6800,1501.7883,112.8241,7.7178,52.0765,252.7608
3.7008,986.7481,1645.6800,1501.8983,112.7141,7.7534,53.2273,252.7806
3.7175,986.7647,1645.6800,1501.8583,112.7841,7.7880,62.3287,252.7806
3.7342,986.7814,1645.6800,1501.8683,112.8041,7.8225,74.8999,252.7806
3.7508,986.7981,1645.6800,1501.9383,112.7641,7.8571,52.8646,252.8003
3.7675,986.8147,1645.6800,1501.8583,112.8141,7.8927,29.9207,252.8003
3.7842,986.8314,1645.6800,1501.9083,112.7441,7.9273,28.8509,252.8201
3.8008,986.8481,1645.6800,1501.9583,112.6941,7.9618,55.3672,252.8299
3.8008,986.8481,1645.6800,1501.9583,112.6941,7.9975,38.0732,252.8299
3.8175,986.8647,1645.6800,1501.8683,112.7841,8.0320,68.0590,252.8299
3.8342,986.8814,1645.6800,1501.8583,112.7541,8.0676,38.2346,252.8398
3.8508,986.8981,1645.6800,1501.8383,112.8641,8.1022,45.9431,252.8398
3.8675,986.9147,1645.6800,1501.8983,112.7941,8.1368,55.2054,252.8497
3.8842,986.9314,1645.6800,1501.9383,112.7241,8.1713,47.2550,252.8694
3.9008,986.9481,1645.6800,1501.9583,112.7541,8.2070,63.1963,252.8694
3.9175,986.9647,1645.6800,1502.0183,112.6941,8.2415,36.6808,252.8891
3.9342,986.9814,1645.6800,1501.9883,112.7641,8.2771,53.8130,252.8891
3.9508,986.9981,1645.6800,1502.0583,112.5741,8.3117,63.5198,252.8990
3.9675,987.0147,1645.6800,1502.0383,112.7141,8.3463,44.5913,252.8990
3.9842,987.0314,1645.6800,1501.9583,112.7941,8.3808,79.1781,252.8990
4.0008,987.0481,1645.6800,1502.0383,112.7341,8.4164,30.6668,252.9089
4.0175,987.0647,1645.6800,1502.0983,112.6641,8.4510,37.6291,252.8990
4.0342,987.0814,1645.6800,1502.0083,112.7641,8.4866,0.7027,252.9089
4.0508,987.0981,1645.6800,1502.1183,112.6741,8.5212,67.4957,252.9089
4.0675,987.1147,1645.6800,1502.0783,112.8241,8.5558,43.9868,252.8990
4.0842,987.1314,1645.6800,1502.0783,112.8541,8.5914,65.7837,252.9188
4.1008,987.1481,1645.6800,1502.1383,112.7441,8.6259,52.1391,252.9089
4.1175,987.1647,1645.6800,1502.1883,112.6641,8.6605,4.9789,252.8990
4.1342,987.1814,1645.6800,1502.1183,112.7441,8.6951,53.3689,252.8891
4.1508,987.1981,1645.6800,1502.0783,112.7941,8.7307,45.2568,252.8990
4.1675,987.2147,1645.6800,1502.0683,112.8141,8.7653,35.9957,252.9089
4.1842,987.2314,1645.6800,1502.1283,112.7341,8.8009,85.6559,252.8990
4.2008,987.2481,1645.6800,1502.0383,112.7641,8.8354,61.6829,252.8891
4.2175,987.2647,1645.6800,1502.1883,112.6941,8.8700,18.7031,252.8891
4.2342,987.2814,1645.6800,1502.1683,112.7341,8.9046,48.6118,252.8891
4.2508,987.2981,1645.6800,1502.1883,112.7841,8.9402,78.2886,252.8891
4.2675,987.3147,1645.6800,1502.2983,112.6541,8.9747,19.5701,252.8793
4.2842,987.3314,1645.6800,1502.1683,112.8041,9.0104,48.3310,252.8891
4.3008,987.3481,1645.6800,1502.2483,112.7641,9.0449,60.8352,252.8891
4.3175,987.3647,1645.6800,1502.2083,112.7741,9.0795,45.9612,252.8990
4.3342,987.3814,1645.6800,1502.2583,112.6841,9.1141,10.3900,252.9089
4.3508,987.3981,1645.6800,1502.3283,112.6941,9.1497,50.4268,252.9188
4.3675,987.4147,1645.6800,1502.2983,112.7541,9.1853,53.7499,252.9385
4.3842,987.4314,1645.6800,1502.3183,112.6541,9.2199,52.9249,252.9286
4.4008,987.4481,1645.6800,1502.2383,112.7341,9.2544,44.8532,252.9385
4.4175,987.4647,1645.6800,1502.1783,112.8041,9.2890,49.4393,252.9484
4.4342,987.4814,1645.6800,1502.2783,112.7441,9.3246,61.9430,252.9582
4.4508,987.4981,1645.6800,1502.2983,112.7441,9.3592,66.4898,252.9681
4.4675,987.5147,1645.6800,1502.2783,112.8141,9.3948,69.7317,252.9878
4.4842,987.5314,1645.6800,1502.3983,112.7541,9.4294,49.9037,252.9878
4.5008,987.5481,1645.6800,1502.4683,112.6241,9.4639,25.9299,253.0076
4.5175,987.5647,1645.6800,1502.4083,112.6841,9.4985,7.4910,253.0174
4.5342,987.5814,1645.6800,1502.3983,112.7141,9.5341,82.3516,253.0174
4.5508,987.5981,1645.6800,1502.3483,112.7441,9.5687,27.0776,253.0174
4.5678,987.6150,1645.6800,1502.4283,112.6641,9.6032,42.0734,253.0273
4.5844,987.6317,1645.6800,1502.3583,112.7741,9.6388,23.4741,253.0372
4.6011,987.6483,1645.6800,1502.3683,112.7941,9.6734,59.0824,253.0471
4.6178,987.6650,1645.6800,1502.4483,112.7841,9.7090,54.1690,253.0471
4.6344,987.6817,1645.6800,1502.4383,112.7841,9.7436,58.8406,253.0372
4.6511,987.6983,1645.6800,1502.5983,112.6441,9.7782,65.6850,253.0372
4.6678,987.7150,1645.6800,1502.5483,112.7141,9.8127,79.4093,253.0471
4.6844,987.7317,1645.6800,1502.5583,112.7441,9.8483,65.4436,253.0372
4.7011,987.7483,1645.6800,1502.5583,112.6841,9.8829,69.1252,253.0471
4.7178,987.7650,1645.6800,1502.4983,112.7341,9.9185,49.5818,253.0273
4.7344,987.7817,1645.6800,1502.6083,112.6441,9.9531,57.5731,253.0273
4.7511,987.7983,1645.6800,1502.5883,112.7141,9.9877,19.3059,253.0273
4.7678,987.8150,1645.6800,1502.5983,112.7041,10.0222,26.2313,253.0273
4.7844,987.8317,1645.6800,1502.5983,112.7941,10.0578,47.7922,253.0273
4.8011,987.8483,1645.6800,1502.7983,112.5741,10.0924,72.0878,253.0174
4.8178,987.8650,1645.6800,1502.6683,112.7541,10.1280,52.2540,253.0076
4.8344,987.8817,1645.6800,1502.6383,112.7241,10.1626,37.4990,253.0076
4.8511,987.8983,1645.6800,1502.6183,112.8541,10.1971,56.6878,253.0076
4.8678,987.9150,1645.6800,1502.7083,112.7541,10.2317,53.2376,252.9977
4.8844,987.9317,1645.6800,1502.7383,112.6941,10.2673,63.7750,253.0076
4.9011,987.9483,1645.6800,1502.7383,112.6541,10.3019,43.1578,253.0076
4.9178,987.9650,1645.6800,1502.7683,112.6441,10.3375,40.7858,253.0076
4.9344,987.9817,1645.6800,1502.8683,112.5941,10.3721,41.7299,253.0174
4.9511,987.9983,1645.6800,1502.7683,112.7441,10.4066,36.9484,253.0174
4.9678,988.0150,1645.6800,1502.7983,112.7541,10.4412,24.0790,253.0174
4.9844,988.0317,1645.6800,1502.9783,112.6041,10.4768,80.4604,253.0273
5.0011,988.0483,1645.6800,1502.8883,112.7041,10.5114,43.4949,253.0372
5.0178,988.0650,1645.6800,1502.8583,112.7741,10.5470,44.4774,253.0372
5.0344,988.0817,1645.6800,1502.9283,112.6741,10.5816,58.4536,253.0372
5.0511,988.0983,1645.6800,1502.8583,112.6741,10.6161,26.4492,253.0471
5.0678,988.1150,1645.6800,1502.8683,112.7041,10.6507,52.7921,253.0471
5.0844,988.1317,1645.6800,1502.8783,112.7641,10.6863,35.2210,253.0569
5.1011,988.1483,1645.6800,1502.8183,112.8341,10.7219,49.0359,253.0471
5.1178,988.1650,1645.6800,1502.9083,112.7941,10.7565,58.0499,253.0668
5.1344,988.1817,1645.6800,1503.0683,112.6441,10.7911,54.5784,253.0767
5.1511,988.1983,1645.6800,1502.9783,112.7741,10.8256,50.9198,253.0767
5.1678,988.2150,1645.6800,1502.6683,113.1141,10.8612,76.1569,253.0865
5.1844,988.2317,1645.6800,1503.1483,112.5841,10.8958,71.7851,253.0865
5.2011,988.2483,1645.6800,1503.0583,112.6941,10.9314,37.0631,253.0964
5.2178,988.2650,1645.6800,1503.0783,112.7141,10.9660,23.1133,253.0964
5.2344,988.2817,1645.6800,1503.1083,112.6741,11.0006,48.5120,253.1063
5.2511,988.2983,1645.6800,1503.1483,112.6741,11.0351,41.4220,253.1063
5.2678,988.3150,1645.6800,1503.2083,112.6041,11.0707,24.1759,253.1063
5.2844,988.3317,1645.6800,1503.1983,112.6641,11.1053,66.6185,253.1260
5.3011,988.3483,1645.6800,1503.2383,112.6841,11.1399,32.9466,253.1063
5.3178,988.3650,1645.6800,1503.2383,112.7641,11.1755,56.8389,253.1063
5.3344,988.3817,1645.6800,1503.2483,112.6641,11.2101,69.9185,253.1161
5.3511,988.3983,1645.6800,1503.2583,112.6641,11.2446,47.9478,253.0964
5.3678,988.4150,1645.6800,1503.3283,112.6341,11.2792,28.1396,253.0865
5.3844,988.4317,1645.6800,1503.2783,112.6941,11.3138,30.4608,253.0964
5.4011,988.4483,1645.6800,1503.3583,112.6941,11.3494,71.6391,253.0964
5.4178,988.4650,1645.6800,1503.3583,112.7241,11.3839,68.0116,253.0964
