Time,Cum. Inj Water,Cum. Prod Water ,Cum Oil prod,Cum. Inj CO2,Cum. Prod Gas,Pressure
hrs,rml,Sml,Sml,rml,SCC,atm
1.470670563,18.48694703,-0.583362503,15.18670639,0,1264.356548,255.2685002
1.479003896,18.59166493,-0.483742203,15.35635331,0,1253.239733,255.2275753
1.48733723,18.69638283,-0.483742203,15.35635331,0,1277.185782,255.3912744
1.495670563,18.80110073,-0.653096713,15.21654916,0,1279.266224,255.3503498
1.504003896,18.90581863,-0.653096713,15.21654916,0,1274.989988,255.3503498
1.51233723,19.01053653,-0.673020773,16.34346068,0,1281.194322,255.3503498
1.520670563,19.11525443,-0.673020773,16.34346068,0,1280.817952,255.1047998
1.529003896,19.22101951,-0.593324533,15.96457864,0,1289.95455,255.1866502
1.53733723,19.32573741,-0.593324533,15.96457864,0,1263.207166,255.309425
1.545670563,19.43045531,-0.583362503,16.12581737,0,1315.662928,255.2685002
1.554003896,19.53517321,-0.583362503,16.12581737,0,1331.249144,255.2685002
1.56233723,19.63989111,-0.533552353,16.43336804,0,1335.027195,255.3912744
1.570670563,19.74460901,-0.533552353,16.43336804,0,1347.680008,255.3912744
1.579003896,19.84932691,-0.692944833,16.66257054,0,1328.469149,255.3912744
1.58733723,19.95404481,-0.692944833,16.66257054,0,1394.928712,255.3503498
1.595670563,20.05876271,-0.692944833,16.66257054,0,1391.998995,255.5140476
1.604003897,20.16348061,-0.752717013,16.53285838,0,1379.848993,255.2685002
1.61233723,20.26505697,-0.752717013,16.53285838,0,1416.815787,255.1866502
1.620670563,20.36977487,-0.702906863,16.94179979,0,1395.726957,255.1866502
1.629003896,20.47553995,-0.702906863,16.94179979,0,1415.367921,255.1866502
1.63733723,20.58025785,-0.742754983,17.54012807,0,1467.877869,255.2275753
1.645670563,20.68497575,-0.742754983,17.54012807,0,1443.275389,255.1047998
1.654003897,20.78969365,-0.583362503,16.98182119,0,1403.304832,255.2275753
1.66233723,20.89441155,-0.583362503,16.98182119,0,1468.839507,255.2685002
1.670670563,20.99912945,-0.732792953,17.35065456,0,1496.390277,255.1866502
1.679003896,21.10489453,-0.732792953,17.35065456,0,1377.474928,255.2685002
1.68733723,21.20961243,-0.762679043,18.24817947,0,1425.98997,255.3503498
1.695670563,21.31433033,-0.762679043,18.24817947,0,1484.025785,255.4321989
1.704003897,21.41904823,-0.732792953,18.01883618,0,1472.976564,255.309425
1.71233723,21.52376613,-0.732792953,18.01883618,0,1502.657692,255.309425
1.720670563,21.62848403,-0.802527163,17.72954743,0,1461.99861,255.309425
1.729003896,21.73320193,-0.802527163,17.72954743,0,1526.457759,255.1866502
1.73733723,21.83896701,-0.782603103,18.47753359,0,1515.679596,255.3912744
1.745670563,21.94368491,-0.782603103,18.47753359,0,1488.034159,255.1047998
1.754003896,22.04840281,-0.752717013,18.65707756,0,1512.372298,255.3912744
1.76233723,22.15312071,-0.752717013,18.65707756,0,1565.747898,255.309425
1.770670563,22.25783861,-0.752717013,18.65707756,0,1518.063926,255.1457251
1.779003896,22.36255651,-0.712868893,18.35793508,0,1535.697987,255.1866502
1.78733723,22.46727441,-0.712868893,18.35793508,0,1556.350668,255.3912744
1.795670563,22.57199231,-0.822451223,18.88637753,0,1539.031102,255.309425
1.804003896,22.67775739,-0.822451223,18.88637753,0,1572.288244,255.3503498
1.81233723,22.78247529,-0.852337313,18.83648074,0,1500.442702,255.2275753
1.820670563,22.88719319,-0.852337313,18.83648074,0,1557.203579,255.309425
1.829003896,22.99191109,-0.842375283,19.19551453,0,1552.120389,255.309425
1.83733723,23.09662899,-0.842375283,19.19551453,0,1611.39535,255.5140476
1.845670563,23.20134689,-0.762679043,19.56459699,0,1643.405137,255.1866502
1.854003896,23.30711197,-0.762679043,19.56459699,0,1564.479223,255.2275753
1.86233723,23.40764115,-0.782603103,19.20555237,0,1591.300691,255.309425
1.870670563,23.51235905,-0.782603103,19.20555237,0,1588.854588,255.2685002
1.879003896,23.61812413,-0.742754983,19.90369589,0,1593.619989,255.3912744
1.88733723,23.72284203,-0.742754983,19.90369589,0,1638.161392,255.2685002
1.895670563,23.82755993,-0.822451223,19.86371781,0,1650.678361,255.3912744
1.904003896,23.93227783,-0.822451223,19.86371781,0,1661.267631,255.1866502
1.91233723,24.03699573,-0.822451223,19.86371781,0,1652.266245,255.1866502
1.920670563,24.14171363,-0.832413253,20.25431066,0,1680.469097,255.2685002
1.929003896,24.24643153,-0.832413253,20.25431066,0,1678.247835,255.2685002
1.93733723,24.35114943,-0.802527163,20.54189395,0,1671.743329,255.309425
1.945670563,24.45691451,-0.802527163,20.54189395,0,1676.569545,255.1047998
1.954003896,24.56163241,-0.882223403,21.18007035,0,1635.79729,255.2275753
1.96233723,24.66635031,-0.882223403,21.18007035,0,1726.054825,255.4321989
1.970670563,24.77106821,-0.872261373,20.74127534,0,1668.302151,255.2685002
1.979003897,24.87578611,-0.872261373,20.74127534,0,1690.429764,255.2275753
1.98733723,24.98050401,-0.862299343,20.30248033,0,1726.019136,255.2275753
1.995670563,25.08522191,-0.862299343,20.30248033,0,1722.630972,255.5140476
2.004003896,25.18993981,-0.812489193,21.05049898,0,1745.623764,255.1866502
2.01233723,25.29465771,-0.812489193,21.05049898,0,1672.924781,255.1866502
2.020670563,25.39937561,-0.872261373,21.51915842,0,1746.708364,255.1866502
2.029003897,25.50409351,-0.872261373,21.51915842,0,1707.565767,255.309425
2.03733723,25.60985859,-0.782603103,20.91091143,0,1747.513275,255.309425
2.045670563,25.71457649,-0.782603103,20.91091143,0,1724.454813,255.4321989
2.054003896,25.81929439,-0.782603103,20.91091143,0,1721.690805,255.1866502
2.06233723,25.92401229,-0.892185433,21.6587568,0,1787.430191,255.309425
2.070670563,26.02873019,-0.892185433,21.6587568,0,1779.761596,255.2685002
2.079003897,26.13449527,-0.872261373,21.32967408,0,1779.460932,255.2685002
2.08733723,26.23921317,-0.872261373,21.32967408,0,1779.625553,255.2275753
2.095670563,26.34393107,-0.872261373,21.93801854,0,1766.025238,255.2685002
2.104003896,26.44864897,-0.872261373,21.93801854,0,1825.5196,255.4321989
2.11233723,26.55336687,-0.951957613,21.9379319,0,1792.137355,255.3503498
2.120670563,26.65808477,-0.951957613,21.9379319,0,1821.039116,255.3912744
2.129003896,26.76280267,-0.981843703,22.01768229,0,1874.684686,255.3503498
2.13733723,26.86856775,-0.981843703,22.01768229,0,1825.381448,255.2685002
2.145670563,26.97328565,-0.872261373,22.38679724,0,1875.245029,255.2275753
2.154003896,27.07486201,-0.872261373,22.38679724,0,1861.084802,255.2275753
2.16233723,27.17957991,-0.941995583,22.32688427,0,1885.400234,255.3503498
2.170670563,27.28429781,-0.941995583,22.32688427,0,1854.885561,255.1866502
2.179003896,27.38901571,-0.932033553,22.69589092,0,1871.478147,255.0638745
2.18733723,27.49373361,-0.932033553,22.69589092,0,1857.723934,255.2275753
2.195670563,27.59845151,-0.932033553,22.69589092,0,1877.265723,255.3503498
2.204003896,27.70316941,-1.021691823,23.06811356,0,1897.087409,255.309425
2.21233723,27.80893449,-1.021691823,23.06811356,0,1879.939984,255.5140476
2.220670563,27.91365239,-0.932033553,22.83551096,0,1873.824148,255.309425
2.229003896,28.01837029,-0.932033553,22.83551096,0,1904.518683,255.2685002
2.23733723,28.12308819,-0.951957613,23.67320954,0,1948.578961,255.1457251
2.245670563,28.22780609,-0.951957613,23.67320954,0,1890.211993,255.2685002
2.254003896,28.33357117,-1.021691823,24.01221097,0,1932.595481,255.4321989
2.26233723,28.43724189,-1.021691823,24.01221097,0,1923.452076,255.3912744
2.270670563,28.54195979,-1.001767763,23.92081475,0,1931.540706,255.2275753
2.279003896,28.64667769,-1.001767763,23.92081475,0,1935.343082,255.3503498
2.28733723,28.75244277,-0.991805733,24.47099502,0,1926.611729,255.3912744
2.295670563,28.85716067,-0.991805733,24.47099502,0,1949.0953,255.3912744
2.304003896,28.96187857,-1.071501973,24.41107122,0,1963.267376,255.309425
2.31233723,29.06659647,-1.071501973,24.41107122,0,1948.371186,255.3912744
2.320670563,29.17131437,-1.071501973,24.41107122,0,2008.714941,255.309425
2.329003896,29.27603227,-1.041615883,24.12189077,0,1998.561705,255.2275753
2.33733723,29.38075017,-1.041615883,24.12189077,0,2035.618159,255.3912744
2.345670563,29.48546807,-0.961919643,24.6472147,0,1991.836438,255.2275753
2.354003897,29.59123315,-0.961919643,24.6472147,0,2080.805499,255.3503498
2.36233723,29.69595105,-0.892185433,24.36140186,0,2043.400031,255.1866502
2.370670563,29.79752741,-0.892185433,24.36140186,0,2039.219997,255.2685002
2.379003896,29.90224531,-1.051577913,25.30865028,0,2033.077627,255.3503498
2.38733723,30.00696321,-1.051577913,25.30865028,0,2035.655686,255.4321989
2.395670563,30.11168111,-1.001767763,25.48821591,0,2011.510319,255.3503498
2.404003897,30.21639901,-1.001767763,25.48821591,0,2011.31967,255.4321989
2.41233723,30.32111691,-0.902147463,24.75033257,0,2101.235108,255.2685002
2.420670563,30.42688199,-0.902147463,24.75033257,0,2110.768107,255.3912744
2.429003896,30.53159989,-0.902147463,25.48832421,0,2063.235395,255.2685002
2.43733723,30.63631779,-0.902147463,25.48832421,0,2067.004073,255.2685002
2.445670563,30.74103569,-0.951957613,25.16913854,0,2082.249632,255.1866502
2.454003897,30.84575359,-0.951957613,25.16913854,0,2117.090066,255.5140476
2.46233723,30.95047149,-0.951957613,25.16913854,0,2090.049077,255.3503498
2.470670563,31.05518939,-1.001767763,25.82729315,0,2150.65803,255.2275753
2.479003896,31.15990729,-1.001767763,25.82729315,0,2110.984,255.2275753
2.48733723,31.26462519,-0.971881673,25.97691854,0,2097.613907,255.3503498
2.495670563,31.36934309,-0.971881673,25.97691854,0,2129.26943,255.1866502
2.504003896,31.47510817,-1.001767763,26.03672321,0,2153.980316,255.309425
2.51233723,31.57982607,-1.001767763,26.03672321,0,2195.1424,255.2685002
2.520670563,31.68454397,-0.991805733,26.35586556,0,2196.441417,255.1866502
