Time,Cum_GASINJ,Cum_GASPROD,Cum_OILPROD,Inlet_Pres
(hrs),(Scc),(Scc),(sep-cc),(atma)
75.90,41044.40,25277.43,32.28,330.40
76.00,41240.08,25368.53,32.56,330.35
76.10,41174.21,25368.56,32.41,330.24
76.20,41218.93,25433.44,32.36,330.24
76.30,41122.30,25408.34,32.18,330.22
76.40,41302.06,25483.94,32.44,330.28
76.50,41181.44,25517.55,32.05,330.24
76.60,41484.36,25541.02,32.77,330.24
76.70,41515.55,25648.98,32.58,330.21
76.80,41406.37,25641.67,32.32,330.21
76.90,41554.61,25706.22,32.54,330.18
77.00,41466.83,25697.15,32.32,330.29
77.10,41541.53,25780.55,32.30,330.28
77.20,41671.77,25787.32,32.62,330.25
77.30,41728.68,25884.52,32.53,330.18
77.40,41810.26,25886.45,32.74,330.17
77.50,41705.27,25937.22,32.34,330.17
77.60,41848.23,25928.77,32.72,330.22
77.70,41882.63,26001.43,32.62,330.24
77.80,41865.19,26017.60,32.54,330.20
77.90,41915.14,26074.42,32.53,330.16
78.00,42088.40,26123.59,32.87,330.05
78.10,42051.75,26204.38,32.58,329.98
78.20,42237.93,26264.43,32.90,330.02
78.30,42231.26,26361.96,32.64,329.98
78.40,42235.28,26337.12,32.71,329.99
78.50,42222.30,26394.58,32.56,329.84
78.60,42223.45,26462.28,32.40,329.79
78.70,42440.03,26486.71,32.90,329.76
78.80,42675.45,26585.16,33.25,329.79
78.90,42501.22,26585.27,32.80,329.80
79.00,42784.66,26674.98,33.30,329.80
79.10,42681.40,26715.40,32.95,329.69
79.20,42611.59,26749.05,32.70,329.58
79.30,42900.95,26854.22,33.19,329.53
79.40,42901.59,26898.33,33.08,329.53
79.50,43040.37,26938.33,33.34,329.50
79.60,43020.06,26979.34,33.18,329.53
79.70,43035.13,27027.79,33.10,329.50
79.80,42940.38,27094.52,32.70,329.42
79.90,43109.77,27110.57,33.11,329.34
80.00,43115.34,27116.69,33.12,329.29
80.10,43075.29,27210.82,32.78,329.27
80.20,43110.09,27259.56,32.75,329.24
80.30,43282.85,27346.03,32.98,329.20
80.40,43238.92,27364.91,32.81,329.27
80.50,43440.80,27398.03,33.27,329.12
80.60,43495.60,27515.40,33.13,329.01
80.70,43542.00,27530.27,33.22,328.99
80.80,43693.35,27601.55,33.43,328.97
80.90,43549.35,27641.38,32.96,328.97
81.00,43742.28,27775.17,33.11,329.00
81.10,43823.56,27766.31,33.35,328.96
81.20,44046.18,27850.36,33.73,328.84
81.30,43770.63,27907.02,32.89,328.76
81.40,43943.96,27931.78,33.28,328.73
81.50,44034.27,27978.87,33.40,328.72
81.60,44116.22,28004.15,33.55,328.69
81.70,44061.09,28052.96,33.28,328.72
81.80,44091.04,28127.92,33.17,328.69
81.90,44190.83,28143.71,33.38,328.74
82.00,44211.15,28177.96,33.35,328.72
82.10,44303.99,28258.36,33.39,328.67
82.20,44384.82,28317.85,33.46,328.62
82.30,44523.77,28366.97,33.68,328.67
82.40,44540.19,28398.83,33.64,328.69
82.50,44657.52,28423.00,33.89,328.63
82.60,44615.89,28522.63,33.53,328.62
82.70,44451.54,28455.09,33.29,328.59
82.80,44513.28,28539.26,33.23,328.61
82.90,44602.40,28580.20,33.36,328.58
83.00,44918.26,28678.59,33.92,328.59
83.10,44776.55,28703.94,33.49,328.59
83.20,44834.72,28752.06,33.53,328.51
83.30,44954.48,28826.62,33.66,328.44
83.40,45040.56,28836.94,33.86,328.44
83.50,45005.11,28891.23,33.63,328.46
83.60,45212.26,28875.35,34.21,328.44
83.70,45129.74,28950.38,33.81,328.42
83.80,45048.23,28990.78,33.51,328.33
83.90,45007.11,29006.65,33.35,328.44
84.00,45067.80,29087.68,33.30,328.43
84.10,45279.96,29194.96,33.57,328.44
84.20,45222.73,29139.49,33.57,328.40
84.30,45404.25,29172.62,33.95,328.44
84.40,45249.95,29203.03,33.48,328.42
84.50,45504.29,29210.37,34.11,328.47
84.60,45568.62,29279.29,34.10,328.47
84.70,45584.95,29353.18,33.95,328.48
84.80,45467.56,29385.57,33.57,328.46
84.90,45405.88,29420.26,33.32,328.47
85.00,45688.58,29451.51,33.98,328.40
85.10,45616.91,29474.45,33.73,328.46
85.20,45718.61,29548.71,33.78,328.50
85.30,45669.07,29530.96,33.63,328.48
85.40,45848.11,29612.77,33.86,328.52
85.50,45802.85,29615.37,33.72,328.58
85.60,46045.74,29671.06,34.20,328.54
85.70,45944.88,29694.44,33.86,328.63
85.80,45902.73,29792.19,33.49,328.66
85.90,46046.54,29784.04,33.88,328.63
86.00,46243.50,29856.01,34.20,328.62
86.10,46344.18,29913.66,34.30,328.67
86.20,46168.00,29913.00,33.85,328.63
86.30,46388.34,29952.05,34.32,328.61
86.40,46368.86,30016.05,34.09,328.69
86.50,46334.98,30040.20,33.94,328.67
86.60,46366.38,30095.37,33.89,328.59
86.70,46299.28,30069.63,33.77,328.67
86.80,46560.36,30149.37,34.24,328.67
86.90,46521.51,30201.13,34.00,328.67
87.00,46601.03,30211.02,34.17,328.73
87.10,46627.84,30268.57,34.10,328.66
87.20,46620.11,30283.70,34.04,328.66
87.30,46613.30,30325.10,33.91,328.70
87.40,46723.41,30329.95,34.18,328.70
87.50,46664.83,30366.51,33.94,328.66
87.60,46680.41,30478.60,33.68,328.73
87.70,46784.97,30445.36,34.04,328.69
87.80,47085.07,30511.94,34.63,328.76
87.90,46907.43,30534.98,34.11,328.77
88.00,47066.42,30615.98,34.30,328.82
88.10,46998.02,30599.23,34.17,328.80
88.20,46962.22,30656.08,33.92,328.86
88.30,47237.67,30698.76,34.51,328.92
88.40,47163.68,30754.68,34.18,328.89
88.50,47249.12,30785.31,34.32,328.89
88.60,47148.31,30778.18,34.08,328.92
88.70,47220.08,30870.07,34.04,328.81
88.80,47269.64,30867.81,34.16,328.89
88.90,47326.39,30932.69,34.14,328.88
89.00,47450.25,30957.19,34.39,328.92
89.10,47596.85,31022.60,34.60,328.91
89.20,47562.36,31080.65,34.36,328.92
89.30,47583.82,31046.51,34.50,328.93
89.40,47628.68,31097.09,34.48,328.96
89.50,47515.13,31128.19,34.11,328.95
89.60,47572.24,31135.93,34.23,328.97
89.70,47871.26,31219.92,34.79,328.95
89.80,47770.60,31212.47,34.54,329.01
89.90,47766.87,31268.07,34.40,328.93
90.00,47766.05,31359.57,34.18,328.84
90.10,47892.78,31368.23,34.49,328.81
90.20,47960.20,31376.60,34.64,328.88
90.30,47728.41,31393.72,34.00,328.85
90.40,48059.66,31449.86,34.72,328.80
90.50,47897.53,31443.76,34.32,328.80
90.60,47984.13,31544.55,34.29,328.76
90.70,47799.30,31529.67,33.85,328.78
90.80,48047.81,31563.14,34.40,328.81
90.90,48165.49,31618.70,34.55,328.88
91.00,48231.01,31681.38,34.55,328.92
91.10,48304.30,31689.12,34.71,328.96
91.20,48279.98,31705.58,34.59,329.04
91.30,48270.12,31723.28,34.52,329.03
91.40,48355.00,31812.29,34.50,329.08
91.50,48396.49,31828.43,34.56,329.11
91.60,48452.40,31836.49,34.68,329.12
91.70,48520.26,31883.58,34.74,329.08
91.80,48313.00,31907.25,34.15,329.05
91.90,48591.46,31956.77,34.73,329.11
92.00,48662.94,32012.04,34.77,329.12
92.10,48496.61,32012.09,34.34,329.14
92.20,48535.22,32084.44,34.25,329.15
92.30,48733.68,32126.82,34.65,329.16
92.40,48663.10,32126.12,34.46,329.24
92.50,48699.83,32195.40,34.38,329.19
92.60,48962.96,32280.62,34.83,329.24
92.70,48793.05,32245.36,34.49,329.20
92.80,48880.90,32321.00,34.51,329.27
92.90,48936.90,32303.30,34.70,329.27
93.00,49066.29,32360.72,34.88,329.30
93.10,49113.96,32419.61,34.85,329.30
93.20,49100.95,32419.29,34.81,329.34
93.30,49169.41,32461.49,34.88,329.33
93.40,49036.10,32502.50,34.42,329.39
93.50,49055.94,32525.80,34.41,329.39
93.60,49081.51,32543.17,34.43,329.39
93.70,49108.90,32559.71,34.45,329.46
93.80,49369.18,32635.62,34.91,329.52
93.90,49351.03,32653.62,34.82,329.49
94.00,49419.57,32695.19,34.88,329.54
94.10,49339.08,32702.99,34.64,329.61
94.20,49439.73,32781.49,34.70,329.58
94.30,49654.50,32813.11,35.17,329.58
94.40,49512.82,32855.07,34.68,329.69
94.50,49599.14,32879.55,34.84,329.68
94.60,49620.09,32908.62,34.82,329.68
94.70,49717.90,32939.35,35.00,329.65
94.80,49758.70,33013.23,34.92,329.60
94.90,49749.75,33031.63,34.85,329.60
95.00,49717.07,33048.71,34.73,329.56
95.10,49589.20,33084.69,34.32,329.50
95.20,49851.45,33124.61,34.90,329.46
95.30,49979.66,33196.94,35.04,329.49
95.40,49937.10,33180.81,34.98,329.45
95.50,49820.76,33197.33,34.64,329.45
95.60,49939.34,33299.01,34.69,329.41
95.70,50131.43,33321.61,35.13,329.39
95.80,50033.01,33380.26,34.72,329.44
95.90,49989.23,33382.45,34.60,329.45
96.00,50130.12,33437.98,34.82,329.45
96.10,50047.21,33446.08,34.60,329.37
96.20,50259.15,33546.20,34.88,329.42
96.30,50157.84,33546.88,34.62,329.41
96.40,50334.52,33595.55,34.94,329.46
96.50,50385.99,33620.05,35.00,329.52
96.60,50459.58,33643.65,35.12,329.54
96.70,50511.58,33669.07,35.19,329.56
96.80,50420.65,33684.95,34.91,329.58
96.90,50409.64,33794.58,34.60,329.58
97.00,50754.59,33834.17,35.39,329.56
97.10,50553.77,33858.95,34.81,329.56
97.20,50778.62,33876.20,35.35,329.53
97.30,50638.46,33925.75,34.87,329.49
97.40,50713.94,33989.59,34.91,329.44
97.50,50913.64,34022.96,35.33,329.49
97.60,50843.03,34023.92,35.14,329.53
97.70,50720.94,34049.22,34.75,329.58
97.80,50951.08,34139.48,35.11,329.60
97.90,51075.43,34162.39,35.37,329.58
98.00,50922.16,34213.64,34.84,329.64
98.10,51070.25,34270.09,35.07,329.65
98.20,51137.26,34263.51,35.27,329.58
98.30,51204.42,34371.15,35.16,329.63
98.40,51085.52,34360.57,34.89,329.57
98.50,51060.86,34417.45,34.68,329.58
98.60,51186.56,34466.23,34.89,329.52
98.70,51277.00,34466.50,35.13,329.48
98.80,51124.51,34517.87,34.59,329.57
98.90,51346.69,34485.08,35.24,329.61
99.00,51517.29,34599.20,35.38,329.64
99.10,51406.21,34613.47,35.06,329.63
99.20,51355.18,34674.64,34.78,329.57
99.30,51595.02,34682.61,35.37,329.63
99.40,51712.80,34771.70,35.44,329.65
99.50,51589.50,34803.14,35.05,329.61
99.60,51643.77,34830.34,35.12,329.61
99.70,51738.84,34854.81,35.32,329.50
99.80,51718.25,34911.06,35.12,329.53
99.90,51739.49,34968.79,35.03,329.52
100.00,51851.35,35026.13,35.17,329.53
100.10,51693.79,35018.14,34.78,329.56
100.20,51926.83,35059.32,35.26,329.64
100.30,51819.60,35092.29,34.89,329.69
100.40,52063.02,35123.84,35.44,329.65
100.50,51911.23,35182.82,34.89,329.71
100.60,51940.98,35229.97,34.84,329.73
100.70,51830.77,35208.65,34.60,329.80
100.80,52202.38,35299.98,35.33,329.73
100.90,52175.65,35290.40,35.28,329.77
101.00,52115.93,35341.31,35.00,329.75
101.10,52320.47,35371.10,35.44,329.80
101.20,52352.43,35428.81,35.37,329.83
101.30,52367.78,35471.57,35.31,329.77
101.40,52527.31,35542.64,35.52,329.87
101.50,52466.01,35552.28,35.34,329.86
101.60,52513.69,35601.61,35.35,329.77
101.70,52430.84,35619.89,35.10,329.72
101.80,52697.83,35651.13,35.72,329.65
101.90,52635.52,35692.17,35.44,329.75
102.00,52748.24,35756.09,35.57,329.72
102.10,52644.29,35783.68,35.23,329.73
102.20,52797.76,35791.09,35.59,329.83
102.30,52773.16,35906.62,35.23,329.83
102.40,52853.32,35879.55,35.52,329.75
102.50,52856.97,35932.23,35.40,329.69
102.60,53012.85,35979.08,35.68,329.73
102.70,53014.22,36027.25,35.56,329.73
102.80,53008.44,36035.63,35.51,329.82
102.90,53110.56,36119.67,35.55,329.83
103.00,52998.57,36134.33,35.23,329.83
103.10,53131.36,36143.55,35.56,329.75
103.20,53085.19,36199.19,35.30,329.75
103.30,53069.45,36191.13,35.28,329.76
103.40,53205.65,36316.70,35.30,329.80
103.50,53242.98,36339.69,35.32,329.88
103.60,53252.54,36373.22,35.26,329.90
103.70,53357.92,36407.25,35.45,329.86
103.80,53465.15,36408.72,35.73,329.82
103.90,53260.20,36463.54,35.07,329.77
104.00,53471.00,36529.23,35.44,329.79
104.10,53610.33,36563.55,35.70,329.86
104.20,53545.89,36588.13,35.47,329.86
104.30,53605.97,36596.17,35.60,329.88
104.40,53610.68,36660.16,35.45,329.87
104.50,53653.63,36684.37,35.50,329.87
104.60,53715.41,36751.93,35.50,329.77
104.70,53583.06,36783.71,35.07,329.83
104.80,53671.55,36793.86,35.26,329.90
104.90,53649.59,36817.21,35.13,329.98
105.00,53995.19,36891.47,35.83,329.97
105.10,53949.62,36884.04,35.74,329.92
105.20,53892.43,36949.87,35.44,329.83
105.30,53987.11,37040.76,35.43,329.95
105.40,54217.73,37087.25,35.91,329.91
105.50,54175.52,37072.33,35.82,330.03
105.60,54079.60,37136.98,35.42,329.95
105.70,53985.10,37111.93,35.23,330.02
105.80,54069.28,37177.71,35.27,330.06
105.90,54146.83,37204.25,35.40,330.06
106.00,54318.36,37276.24,35.65,330.10
106.10,54245.04,37276.31,35.47,330.05
106.20,54180.31,37292.49,35.27,330.01
106.30,54382.03,37385.43,35.55,330.01
106.40,54327.38,37439.83,35.27,330.01
106.50,54516.38,37456.19,35.71,330.03
106.60,54485.19,37481.65,35.56,330.09
106.70,54454.71,37532.53,35.34,330.13
106.80,54632.10,37604.21,35.61,330.14
106.90,54680.89,37611.96,35.72,330.11
107.00,54607.75,37613.81,35.54,330.03
107.10,54655.60,37702.88,35.44,330.01
107.20,54819.20,37728.85,35.79,330.03
107.30,54761.86,37768.66,35.54,330.05
107.40,54902.27,37784.73,35.86,330.05
107.50,54749.43,37883.50,35.21,330.06
107.60,54841.36,37852.66,35.51,330.16
107.70,54882.60,37860.73,35.59,330.18
107.80,54933.11,37885.84,35.65,330.21
107.90,55023.86,38015.88,35.55,330.20
108.00,55271.51,38055.82,36.08,330.22
108.10,54955.39,38041.06,35.31,330.20
108.20,55098.96,38064.59,35.61,330.28
108.30,55175.90,38128.85,35.64,330.26
108.40,55256.19,38197.02,35.67,330.26
108.50,55274.07,38252.35,35.57,330.29
108.60,55467.78,38319.54,35.91,330.20
108.70,55241.34,38326.69,35.31,330.20
108.80,55399.78,38352.17,35.65,330.21
108.90,55486.28,38425.42,35.69,330.18
109.00,55467.97,38466.99,35.54,330.17
109.10,55640.94,38539.88,35.81,330.09
109.20,55482.77,38530.25,35.43,330.09
109.30,55538.03,38629.82,35.32,330.07
109.40,55635.73,38668.63,35.48,330.02
109.50,55731.58,38731.96,35.56,330.03
109.60,55761.40,38753.02,35.58,330.07
109.70,55896.58,38802.90,35.81,330.01
109.80,55834.78,38817.84,35.60,330.10
109.90,55813.54,38866.00,35.44,329.99
110.00,55812.01,38940.12,35.25,329.97
110.10,56208.61,38987.43,36.14,330.02
110.20,56004.17,39020.52,35.52,330.07
110.30,56273.55,39087.01,36.03,330.14
110.40,56012.16,39142.39,35.21,330.18
110.50,56227.10,39204.47,35.61,330.13
110.60,56253.91,39230.52,35.62,330.09
110.70,56380.97,39253.33,35.88,330.14
110.80,56400.61,39333.15,35.74,330.05
110.90,56578.87,39365.10,36.13,329.98
111.00,56505.92,39438.34,35.74,330.07
111.10,56415.83,39447.35,35.48,330.10
111.20,56744.46,39485.22,36.22,330.14
111.30,56492.63,39542.37,35.42,330.18
111.40,56653.19,39609.92,35.66,330.17
111.50,56826.08,39665.50,35.95,330.24
111.60,56757.40,39689.11,35.72,330.18
111.70,56977.97,39755.65,36.11,330.22
111.80,56946.53,39820.24,35.86,330.24
111.90,56918.10,39861.32,35.69,330.18
112.00,56911.21,39886.60,35.60,330.22
112.10,57150.27,39953.69,36.05,330.18
112.20,57126.09,39999.59,35.88,330.13
112.30,57038.99,40008.99,35.64,330.09
112.40,57264.70,40100.05,35.99,330.07
112.50,57457.12,40173.39,36.30,330.06
112.60,57415.58,40183.45,36.16,330.10
112.70,57363.71,40214.23,35.95,330.09
112.80,57422.30,40287.79,35.90,330.16
112.90,57355.00,40303.94,35.69,330.13
113.00,57625.40,40369.66,36.22,330.11
113.10,57482.11,40410.65,35.76,330.05
113.20,57699.00,40444.84,36.23,330.05
113.30,57594.94,40485.83,35.85,330.07
113.40,57610.32,40519.49,35.81,330.07
113.50,57778.17,40607.66,36.00,330.14
113.60,57851.18,40647.41,36.09,330.11
113.70,57737.89,40682.09,35.71,330.11
113.80,57753.08,40729.92,35.63,330.10
113.90,57967.34,40779.85,36.07,330.02
114.00,57852.75,40787.63,35.74,330.10
114.10,57992.48,40844.99,35.95,330.11
114.20,57984.81,40903.03,35.78,330.11
114.30,58183.79,40959.82,36.15,330.09
114.40,58126.87,40993.89,35.92,330.07
114.50,58215.34,41059.07,35.99,330.02
114.60,58335.06,41115.87,36.15,330.03
114.70,58406.87,41108.39,36.35,330.06
114.80,58321.29,41182.53,35.93,330.11
114.90,58396.82,41230.96,36.00,330.11
115.00,58549.56,41263.23,36.31,330.11
115.10,58554.60,41346.95,36.12,330.05
115.20,58338.39,41305.70,35.67,330.06
115.30,58568.48,41402.85,36.01,330.07
115.40,58525.39,41420.52,35.85,330.10
115.50,58873.99,41502.69,36.54,330.06
115.60,58727.70,41526.01,36.10,330.09
115.70,58860.74,41550.82,36.39,330.03
115.80,58893.18,41591.18,36.37,330.03
115.90,58679.65,41610.95,35.77,330.05
116.00,58839.63,41699.43,35.95,330.07
116.10,59122.88,41714.63,36.64,330.06
116.20,58913.09,41775.67,35.94,330.09
116.30,59025.76,41838.11,36.07,330.09
116.40,59129.16,41823.18,36.36,330.17
116.50,59186.78,41877.86,36.37,330.16
116.60,59190.16,41912.58,36.28,330.21
116.70,59175.56,41971.48,36.09,330.21
116.80,59273.08,42020.81,36.21,330.24
116.90,59459.78,42068.62,36.57,330.21
117.00,59361.21,42111.07,36.21,330.20
117.10,59438.28,42143.05,36.32,330.24
117.20,59478.88,42200.16,36.28,330.22
117.30,59576.23,42266.52,36.36,330.22
117.40,59575.50,42273.37,36.33,330.28
117.50,59675.63,42340.98,36.42,330.26
117.60,59572.23,42364.91,36.10,330.21
117.70,59759.22,42398.49,36.49,330.25
117.80,59650.15,42425.11,36.14,330.25
117.90,59827.76,42490.58,36.43,330.25
118.00,59860.78,42514.49,36.46,330.21
118.10,59862.49,42573.08,36.31,330.24
118.20,59914.87,42613.03,36.35,330.20
118.30,59867.01,42654.72,36.13,330.14
118.40,60055.63,42736.49,36.41,330.13
118.50,60010.94,42761.73,36.23,330.14
118.60,60141.04,42794.30,36.50,330.06
118.70,60153.20,42866.66,36.34,330.07
118.80,59864.54,42859.84,35.62,330.05
118.90,60138.54,42892.56,36.24,330.06
119.00,60267.49,42920.50,36.50,330.06
119.10,60410.52,43008.39,36.64,330.07
119.20,60379.86,43068.79,36.40,330.11
119.30,60484.13,43085.82,36.62,330.13
119.40,60494.77,43126.50,36.54,330.16
119.50,60451.92,43191.10,36.26,330.18
119.60,60467.03,43220.53,36.22,330.20
119.70,60533.38,43252.81,36.31,330.18
119.80,60738.36,43311.70,36.69,330.16
119.90,60521.01,43327.60,36.10,330.11
120.00,60464.90,43360.22,35.88,330.07
120.10,60642.36,43352.71,36.36,330.05
120.20,60662.33,43436.43,36.20,330.03
120.30,60677.73,43493.55,36.11,329.97
120.40,60779.71,43528.81,36.27,330.02
120.50,60895.61,43604.29,36.38,329.98
120.60,60880.80,43611.46,36.33,329.95
120.70,60922.11,43676.64,36.26,330.02
120.80,60805.35,43688.96,35.93,330.02
120.90,60993.43,43745.72,36.27,330.01
121.00,61157.95,43795.32,36.57,329.98
121.10,61004.40,43827.07,36.08,330.06
121.20,61223.37,43853.29,36.58,330.03
121.30,61169.61,43895.20,36.31,330.18
121.40,61281.34,43943.61,36.48,330.13
121.50,61323.62,43968.84,36.52,330.16
121.60,61239.51,44012.55,36.18,330.21
121.70,61318.71,44077.11,36.22,330.21
121.80,61281.56,44150.09,35.94,330.18
121.90,61452.04,44143.18,36.39,330.22
122.00,61460.84,44177.25,36.33,330.18
122.10,61546.26,44223.74,36.43,330.20
122.20,61596.24,44283.08,36.40,330.24
122.30,61690.65,44314.74,36.57,330.18
122.40,61790.55,44342.23,36.76,330.17
122.50,61670.01,44364.97,36.39,330.18
122.60,61817.28,44414.86,36.64,330.20
122.70,61737.15,44507.04,36.21,330.11
122.80,61883.85,44538.37,36.50,330.17
122.90,61804.16,44578.78,36.20,330.11
123.00,61977.42,44629.87,36.52,330.09
123.10,62142.62,44663.57,36.85,330.14
123.20,62002.34,44711.80,36.37,330.11
123.30,62017.62,44735.72,36.33,330.22
123.40,62141.48,44783.20,36.54,330.17
123.50,62150.13,44803.25,36.50,330.18
123.60,62081.97,44842.47,36.22,330.24
123.70,62371.36,44924.89,36.76,330.20
123.80,62350.60,44941.66,36.68,330.10
123.90,62381.48,44999.66,36.61,330.11
124.00,62288.79,45023.92,36.32,330.07
124.10,62288.15,45066.11,36.20,330.11
124.20,62468.98,45039.98,36.73,330.14
124.30,62485.01,45133.31,36.52,330.20
124.40,62442.84,45189.24,36.28,330.14
124.50,62571.07,45245.11,36.47,330.11
124.60,62517.48,45261.61,36.30,330.06
124.70,62630.81,45260.63,36.59,330.09
124.80,62591.16,45345.61,36.27,330.09
124.90,62791.80,45401.44,36.63,330.17
125.00,62720.71,45402.39,36.45,330.13
125.10,62842.90,45452.88,36.62,330.22
125.20,62917.93,45517.43,36.65,330.20
125.30,62860.16,45524.32,36.48,330.22
125.40,62985.54,45617.01,36.57,330.20
125.50,63053.25,45641.18,36.69,330.16
125.60,62982.31,45672.92,36.43,330.14
125.70,63125.38,45706.37,36.71,330.16
125.80,63296.06,45757.45,37.01,330.20
125.90,63311.52,45804.99,36.93,330.18
126.00,63127.86,45813.74,36.44,330.16
126.10,63143.27,45893.57,36.27,330.20
126.20,63293.46,45908.45,36.63,330.13
126.30,63442.31,45971.03,36.85,330.14
126.40,63224.23,46010.52,36.18,330.20
126.50,63432.05,46067.61,36.56,330.24
126.60,63183.63,46086.21,35.87,330.26
126.70,63471.55,46126.84,36.51,330.24
126.80,63619.93,46159.37,36.82,330.17
126.90,63554.30,46232.25,36.47,330.14
127.00,63669.59,46282.17,36.63,330.20
127.10,63450.83,46273.90,36.09,330.18
127.20,63797.42,46354.48,36.76,330.26
127.30,63769.42,46377.20,36.63,330.26
127.40,63854.45,46413.98,36.76,330.24
127.50,63745.00,46463.50,36.36,330.21
127.60,63887.30,46535.08,36.55,330.14
127.70,63717.80,46561.80,36.03,330.24
127.80,63878.10,46594.64,36.36,330.22
127.90,63974.57,46634.65,36.50,330.29
128.00,64059.79,46727.14,36.49,330.24
128.10,63927.82,46733.37,36.14,330.18
128.20,64159.19,46805.34,36.55,330.18
128.30,64119.71,46806.86,36.45,330.18
128.40,64072.74,46881.05,36.12,330.26
128.50,64163.39,46866.76,36.39,330.26
128.60,64374.09,46946.12,36.73,330.25
128.70,64144.50,46962.38,36.10,330.25
128.80,64318.11,47029.28,36.38,330.24
128.90,64505.06,47062.39,36.76,330.29
129.00,64475.31,47109.96,36.56,330.32
129.10,64495.18,47135.40,36.54,330.36
129.20,64542.32,47166.46,36.58,330.36
129.30,64685.14,47242.68,36.75,330.36
129.40,64665.56,47218.14,36.77,330.30
129.50,64664.72,47349.75,36.43,330.30
129.60,64770.68,47365.85,36.66,330.33
129.70,64870.20,47430.42,36.76,330.28
129.80,64847.22,47485.74,36.57,330.20
129.90,64842.92,47530.94,36.44,330.24
130.00,64868.29,47522.24,36.53,330.22
