Time,Cum. Inj Water ,Cum. Prod Water ,Cum Oil prod.  ,Cum. Inj CO2,Cum. Prod CO2,Pressure
12.757,26.721,4.378,21.745,0.000,0,254.4436812
12.790,26.792,4.487,21.651,0.000,0,253.7816219
12.823,26.861,4.591,21.865,0.000,0,253.5700318
12.857,26.931,4.621,21.856,0.000,0,253.7338436
12.890,27.002,4.675,21.811,0.000,0,253.9317813
12.923,27.071,4.745,21.811,0.000,0,254.0546383
12.957,27.141,4.700,21.906,0.000,0,254.3003504
12.990,27.211,4.775,21.836,0.000,0,254.6347876
13.023,27.280,4.675,21.955,0.000,0,254.648438
13.057,27.350,4.765,21.861,0.000,0,254.8873185
13.090,27.420,4.735,21.941,0.000,0,255.194447
13.123,27.490,4.760,21.901,0.000,0,255.2149221
13.157,27.560,4.824,21.946,0.000,0,255.2353972
13.190,27.629,4.874,21.916,0.000,0,255.6380698
13.223,27.699,4.919,21.896,0.000,0,255.194447
13.257,27.769,5.117,21.842,0.000,0,255.2763472
13.290,27.839,5.033,21.962,0.000,0,255.3582472
13.323,27.909,5.197,21.833,0.000,0,255.4879215
13.357,27.979,5.311,21.813,0.000,0,255.5561708
13.390,28.049,5.197,21.947,0.000,0,255.5561708
13.423,28.118,5.236,21.977,0.000,0,255.5152213
13.457,28.188,5.246,22.052,0.000,0,255.5356961
13.490,28.258,5.390,21.988,0.000,0,255.5971203
13.523,28.328,5.360,22.047,0.000,0,255.0511209
13.557,28.398,5.420,22.132,0.000,0,255.0715961
13.590,28.467,5.539,22.093,0.000,0,255.4469718
13.623,28.537,5.594,22.048,0.000,0,255.7199684
13.657,28.607,5.549,22.113,0.000,0,255.2763472
13.690,28.677,5.663,22.083,0.000,0,255.1330217
13.723,28.747,5.638,22.272,0.000,0,255.194447
13.757,28.817,5.638,22.292,0.000,0,255.2763472
13.790,28.886,5.723,22.332,0.000,0,255.4674467
13.823,28.957,5.936,22.253,0.000,0,254.4232054
13.857,29.026,6.095,22.438,0.000,0,253.6928908
13.890,29.096,6.100,22.388,0.000,0,254.0955905
13.923,29.166,6.174,22.359,0.000,0,254.4436812
13.957,29.236,5.400,23.128,0.000,0,254.8054169
13.990,29.305,6.289,22.205,0.000,0,255.1534968
14.023,29.376,6.274,22.414,0.000,0,252.6553944
14.057,29.445,5.678,23.772,0.000,0,252.0069352
14.090,29.515,6.889,22.735,0.000,0,252.2321915
14.123,29.585,7.063,22.561,0.000,0,252.191236
14.157,29.655,6.785,22.854,0.000,0,252.2799729
14.190,29.724,6.998,22.631,0.000,0,252.4096646
14.223,29.794,7.122,22.502,0.000,0,252.5530073
14.257,29.864,6.959,22.670,0.000,0,252.7373037
14.290,29.934,6.983,22.655,0.000,0,252.9625528
14.323,30.004,7.118,22.502,0.000,0,253.201451
14.357,30.073,6.998,22.636,0.000,0,253.4881255
14.390,30.143,7.018,22.581,0.000,0,253.7747964
14.423,30.213,6.954,22.670,0.000,0,254.0955905
14.457,30.283,6.904,22.690,0.000,0,254.4232054
14.490,30.353,7.038,22.581,0.000,0,254.8054169
14.523,30.423,7.108,22.501,0.000,0,255.1330217
14.557,30.493,7.157,22.482,0.000,0,255.2558722
14.590,30.563,7.043,22.616,0.000,0,253.8840034
14.623,30.633,7.242,22.721,0.000,0,254.2389226
14.657,30.702,7.450,22.582,0.000,0,254.5460598
14.690,30.771,7.296,22.716,0.000,0,254.9282692
14.723,30.842,7.475,22.518,0.000,0,255.2149221
14.757,30.912,7.405,22.682,0.000,0,254.9896952
14.790,30.981,7.678,22.449,0.000,0,254.9623948
14.823,31.051,7.634,22.613,0.000,0,254.9282692
14.857,31.121,7.743,22.509,0.000,0,255.2763472
14.890,31.191,7.753,22.618,0.000,0,255.0511209
14.923,31.261,7.812,22.589,0.000,0,255.2353972
14.957,31.330,7.892,22.569,0.000,0,255.1534968
14.990,31.400,7.877,22.659,0.000,0,254.6347876
15.023,31.470,7.991,22.714,0.000,0,254.7781163
15.057,31.540,8.026,22.679,0.000,0,255.1739719
15.090,31.610,7.996,22.724,0.000,0,255.399197
15.123,31.680,7.971,22.823,0.000,0,255.1739719
15.157,31.750,8.095,22.794,0.000,0,255.0306457
15.190,31.819,8.066,22.898,0.000,0,254.9896952
15.223,31.889,8.160,22.899,0.000,0,254.9077939
15.257,31.959,8.279,22.869,0.000,0,255.0511209
15.290,32.029,8.324,22.859,0.000,0,255.1534968
15.323,32.099,8.413,22.785,0.000,0,255.399197
15.357,32.169,8.373,22.835,0.000,0,255.5766456
15.390,32.238,8.408,22.835,0.000,0,255.5288711
15.423,32.308,8.438,22.904,0.000,0,255.4469718
15.457,32.378,8.582,22.860,0.000,0,255.740443
15.490,32.448,8.641,22.776,0.000,0,255.7199684
15.523,32.518,8.497,22.999,0.000,0,255.6175951
15.557,32.587,8.711,22.861,0.000,0,255.5766456
15.590,32.657,8.865,22.771,0.000,0,255.5698207
15.623,32.727,8.656,23.060,0.000,0,255.5083963
15.657,32.797,8.860,22.961,0.000,0,255.6107702
15.690,32.866,8.939,22.921,0.000,0,255.6380698
15.723,32.937,8.974,22.956,0.000,0,255.7199684
15.757,33.006,9.073,22.946,0.000,0,255.6994938
15.790,33.076,9.068,23.036,0.000,0,255.6585445
15.823,33.145,9.187,23.012,0.000,0,255.1330217
15.857,33.215,9.033,23.419,0.000,0,254.6552632
15.890,33.285,9.083,23.370,0.000,0,254.9896952
15.923,33.356,9.058,23.435,0.000,0,255.0101704
15.957,33.425,9.083,23.599,0.000,0,253.9249559
15.990,33.495,9.148,23.669,0.000,0,254.2593986
16.023,33.565,9.187,23.639,0.000,0,254.5665355
16.057,33.635,9.153,23.694,0.000,0,254.9282692
16.090,33.705,9.287,23.535,0.000,0,255.2558722
16.123,33.775,9.187,23.659,0.000,0,255.2831723
16.157,33.844,10.756,22.175,0.000,0,255.1534968
16.190,33.914,9.336,23.680,0.000,0,255.3377722
16.223,33.984,9.421,23.610,0.000,0,255.6585445
16.257,34.054,9.421,23.640,0.000,0,255.1739719
16.290,34.124,9.649,23.541,0.000,0,255.1739719
16.323,34.193,9.669,23.576,0.000,0,255.2558722
