Time,Cum_GASINJ,Cum_GASPROD,Cum_OILPROD,Inlet_Pres
21.1,18417,16088,8.73,256.8
21.2,18587,16210,8.47,256.7
21.3,18688,16295,8.81,256.8
21.4,18778,16359,8.74,256.7
21.5,18812,16414,8.71,256.8
21.6,18936,16497,8.73,256.8
21.7,19016,16572,9.01,256.7
21.8,19117,16630,8.82,256.8
21.9,19174,16742,8.93,256.8
22,19253,16813,8.85,256.8
22.1,19332,16908,8.94,256.8
22.2,19444,16991,9.05,256.8
22.3,19546,17107,9.01,256.8
22.4,19670,17220,8.96,256.8
22.5,19737,17287,8.84,256.8
22.6,19816,17351,8.61,256.8
22.7,19907,17431,8.59,256.8
22.8,20109,17611,9.27,256.7
22.9,20256,17750,9.38,256.6
23,20433,17886,9.04,256.5
23.1,20567,17984,9.06,256.5
23.2,20658,18098,9.22,256.4
23.3,20737,18130,9.06,256.5
23.4,20793,18230,9.12,256.5
23.5,20804,18279,9.21,256.6
23.6,20872,18378,9.03,256.5
23.7,20962,18443,9.12,256.6
23.8,21042,18544,9.29,256.6
23.9,21132,18615,9.28,256.6
24,21200,18648,9.04,256.6
24.1,21267,18740,9.27,256.6
24.2,21369,18828,9.33,256.6
24.3,21492,18872,9.29,256.6
24.4,21571,18956,9.34,256.6
24.5,21651,19027,9.19,256.6
24.6,21808,19094,9.2,256.6
24.7,21876,19180,9.5,256.6
24.8,21932,19214,9.22,256.6
24.9,21989,19316,9.03,256.7
25,22090,19372,9.23,256.6
25.1,22181,19432,9.45,256.7
25.2,22215,19523,9.45,256.7
25.3,22339,19579,9.47,256.7
25.4,22395,19690,9.47,256.7
25.5,22452,19763,9.58,256.7
25.6,22576,19796,9.57,256.8
25.7,22678,19887,9.76,256.7
25.8,22745,19970,9.66,256.7
25.9,22880,20047,9.33,256.7
26,22915,20127,9.62,256.7
26.1,23027,20212,9.58,256.8
26.2,23095,20287,9.81,256.7
26.3,23230,20343,9.77,256.7
26.4,23320,20450,9.6,256.7
26.5,23388,20517,9.52,256.7
26.6,23501,20598,9.53,256.7
26.7,23536,20650,9.55,256.7
26.8,23670,20746,9.55,256.7
26.9,23716,20823,9.65,256.7
27,23828,20877,9.76,256.7
27.1,23963,20935,9.82,256.7
27.2,24031,21042,9.6,256.7
27.3,24110,21088,9.77,256.7
27.4,24167,21178,9.93,256.7
27.5,24291,21317,10.03,256.7
27.6,24381,21382,10.5,256.7
27.7,24560,21480,9.75,256.7
27.8,24595,21561,9.73,256.7
27.9,24718,21597,9.95,256.6
28,24808,21702,9.87,256.7
28.1,24898,21811,10.04,256.7
28.2,25000,21859,9.82,256.6
28.3,25101,21925,10.05,256.7
28.4,25147,22007,9.66,256.7
28.5,25215,22099,9.8,256.7
28.6,25317,22172,9.86,256.7
28.7,25407,22287,9.94,256.7
28.8,25442,22343,9.76,256.7
28.9,25543,22410,10.01,256.7
29,25644,22451,10.59,256.7
29.1,25768,22574,9.99,256.8
29.2,25825,22649,10.14,256.7
29.3,25970,22723,9.77,256.7
29.4,26060,22786,9.66,256.7
29.5,26117,22845,10.16,256.6
29.6,26197,22952,10.19,256.7
29.7,26287,23008,9.98,256.7
29.8,26421,23074,10.12,256.7
29.9,26478,23140,10.04,256.7
30,26514,23265,10.23,256.7
30.1,26604,23314,10.21,256.7
30.2,26639,23399,10.36,256.8
30.3,26785,23504,10.24,256.7
30.4,26842,23571,10.2,256.7
30.5,27009,23669,10.2,256.7
30.6,27165,23750,10.26,256.7
30.7,27189,23826,10.49,256.7
30.8,27181,23897,10.65,256.7
30.9,27326,24005,10.47,256.8
31,27449,24086,10.36,256.7
31.1,27495,24194,10.36,256.7
31.2,27684,24251,10.43,256.7
31.3,27774,24309,10.58,256.7
31.4,27821,24449,10.67,256.7
31.5,27911,24466,10.44,256.8
31.6,27969,24580,10.35,256.7
31.7,28070,24670,10.6,256.7
31.8,28171,24780,10.72,256.7
31.9,28316,24859,10.74,256.7
32,28417,24906,10.5,256.6
32.1,28453,25022,10.39,256.7
32.2,28575,25090,10.63,256.7
32.3,28644,25147,10.61,256.7
32.4,28777,25287,10.52,256.7
32.5,28889,25351,10.38,256.7
32.6,28947,25458,10.58,256.6
32.7,29037,25500,10.74,256.6
32.8,29127,25567,10.26,256.7
32.9,29163,25672,10.48,256.7
33,29243,25711,10.46,256.7
33.1,29399,25827,10.52,256.7
33.2,29467,25928,10.7,256.6
33.3,29557,25974,10.52,256.7
33.4,29702,26075,10.63,256.6
33.5,29803,26139,10.7,256.6
33.6,29849,26231,10.54,256.6
33.7,29940,26355,10.6,256.6
33.8,30051,26380,10.83,256.6
33.9,30098,26476,10.7,256.7
34,30146,26545,10.99,256.7
34.1,30290,26634,10.6,256.7
34.2,30358,26700,10.61,256.7
34.3,30481,26765,10.7,256.7
34.4,30582,26865,10.78,256.7
34.5,30607,26970,10.74,256.7
34.6,30687,27030,10.84,256.7
34.7,30766,27102,10.9,256.7
34.8,30900,27177,10.7,256.7
34.9,31001,27274,10.83,256.7
35,31091,27342,11.16,256.7
35.1,31192,27438,11.2,256.7
35.2,31271,27521,10.92,256.7
35.3,31351,27554,10.9,256.8
35.4,31473,27678,10.91,256.7
35.5,31520,27759,10.96,256.7
35.6,31643,27834,11.02,256.7
35.7,31733,27942,10.67,256.7
35.8,31856,28005,10.89,256.7
35.9,31903,28089,10.99,256.7
36,31972,28138,10.9,256.8
36.1,32094,28220,10.83,256.7
36.2,32195,28286,10.99,256.7
36.3,32307,28426,11.24,256.7
36.4,32408,28458,10.92,256.7
36.5,32466,28547,11.08,256.7
36.6,32524,28665,11.17,256.7
36.7,32593,28712,11.01,256.7
36.8,32715,28804,11.2,256.7
36.9,32827,28883,11.3,256.7
37,32928,28977,11.12,256.7
37.1,32986,29047,11.17,256.7
37.2,33076,29108,11.14,256.7
37.3,33113,29231,11.17,256.7
37.4,33246,29272,11.07,256.7
37.5,33368,29379,11.07,256.7
37.6,33437,29462,11.23,256.7
37.7,33559,29537,11.13,256.7
37.8,33607,29593,11.13,256.7
37.9,33697,29701,11.33,256.7
38,33723,29766,11.21,256.8
38.1,33877,29849,11.34,256.7
38.2,33946,29944,11.56,256.7
38.3,34068,30011,11.4,256.7
38.4,34169,30118,11.2,256.7
38.5,34249,30210,11.38,256.7
38.6,34350,30272,11.3,256.7
38.7,34419,30339,11.26,256.7
38.8,34488,30440,11.25,256.7
38.9,34567,30497,11.46,256.7
39,34647,30589,11.35,256.7
39.1,34716,30678,11.24,256.7
39.2,34848,30760,11.31,256.8
39.3,34886,30849,11.67,256.7
39.4,34997,30974,11.44,256.7
39.5,35119,30997,11.55,256.7
39.6,35252,31085,11.35,256.7
39.7,35321,31230,11.32,256.6
39.8,35475,31295,11.46,256.7
39.9,35533,31359,11.56,256.7
40,35602,31412,11.29,256.7
40.1,35650,31544,11.6,256.7
40.2,35730,31643,11.59,256.7
40.3,35873,31730,11.62,256.7
40.4,35953,31796,11.61,256.7
40.5,36022,31876,11.51,256.7
40.6,36144,31980,11.53,256.7
40.7,36223,32097,11.35,256.7
40.8,36282,32185,11.75,256.7
40.9,36435,32273,11.32,256.6
41,36526,32421,11.58,256.6
41.1,36647,32468,11.78,256.7
41.2,36685,32565,11.71,256.7
41.3,36817,32656,11.63,256.6
41.4,36907,32721,11.46,256.6
41.5,36987,32820,11.66,256.6
41.6,37130,32935,11.92,256.6
41.7,37242,33024,11.51,256.5
41.8,37353,33079,11.89,256.5
41.9,37422,33164,11.83,256.5
42,37533,33276,11.49,256.5
42.1,37613,33351,11.99,256.5
42.2,37766,33431,11.74,256.5
42.3,37835,33539,11.7,256.5
42.4,37978,33619,11.89,256.5
42.5,38068,33703,11.79,256.5
42.6,38095,33768,11.97,256.4
42.7,38259,33866,11.86,256.5
42.8,38307,33951,11.9,256.4
42.9,38408,34038,12.03,256.5
43,38508,34121,11.8,256.4
43.1,38598,34235,11.97,256.4
43.2,38720,34310,12.1,256.4
43.3,38800,34384,11.83,256.4
43.4,38859,34435,11.78,256.4
43.5,38970,34556,12.06,256.4
43.6,39081,34637,11.89,256.4
43.7,39161,34694,12.13,256.4
43.8,39251,34802,12.06,256.4
43.9,39383,34867,12.15,256.4
44,39431,35000,12.07,256.4
44.1,39521,35080,12.26,256.4
44.2,39548,35130,12.16,256.5
44.3,39607,35196,12.15,256.5
44.4,39666,35310,12.3,256.5
44.5,39798,35449,12.15,256.5
44.6,39857,35494,11.97,256.5
44.7,39968,35602,12.33,256.5
44.8,40069,35669,12.27,256.5
44.9,40148,35759,12.17,256.5
45,40270,35875,12.3,256.4
45.1,40422,35948,12.26,256.4
45.2,40492,36047,12.09,256.4
45.3,40571,36103,12.26,256.4
45.4,40683,36218,12.52,256.4
45.5,40752,36333,12.39,256.4
45.6,40832,36406,12.38,256.4
45.7,40964,36505,12.53,256.3
45.8,41095,36543,12.23,256.3
45.9,41185,36652,12.15,256.3
46,41234,36740,12.36,256.4
46.1,41324,36856,12.55,256.4
46.2,41425,36914,12.56,256.4
46.3,41525,37020,12.51,256.4
46.4,41584,37110,12.27,256.4
46.5,41716,37177,12.56,256.4
46.6,41816,37250,12.69,256.3
46.7,41937,37317,12.4,256.3
46.8,42007,37438,12.42,256.3
46.9,42097,37531,12.65,256.3
47,42135,37613,12.54,256.4
47.1,42267,37669,12.4,256.4
47.2,42357,37794,12.62,256.3
47.3,42468,37828,12.47,256.3
47.4,42599,37935,12.32,256.3
47.5,42669,38007,12.9,256.2
47.6,42810,38080,12.57,256.2
47.7,42900,38185,12.63,256.2
47.8,42991,38277,12.57,256.2
47.9,43081,38341,12.63,256.2
48,43140,38425,12.48,256.2
48.1,43189,38491,12.7,256.3
48.2,43269,38573,12.71,256.3
48.3,43307,38654,12.52,256.4
48.4,43418,38722,12.76,256.4
48.5,43518,38817,12.76,256.4
48.6,43567,38919,12.74,256.4
48.7,43678,39016,12.57,256.3
48.8,43789,39076,12.85,256.4
48.9,43858,39172,12.8,256.3
49,43990,39249,12.75,256.4
49.1,44090,39330,12.93,256.3
49.2,44211,39360,13.03,256.3
49.3,44280,39517,12.86,256.3
49.4,44330,39542,12.6,256.4
49.5,44399,39656,12.73,256.3
49.6,44459,39731,12.75,256.4
49.7,44590,39840,12.97,256.4
49.8,44690,39899,12.77,256.4
49.9,44750,39980,12.91,256.4
50,44840,40065,12.79,256.4
50.1,44899,40146,13,256.4
50.2,45010,40229,12.94,256.4
50.3,45161,40303,13.01,256.4
50.4,45231,40403,12.79,256.3
50.5,45372,40468,13.16,256.3
50.6,45462,40534,13.15,256.3
50.7,45563,40608,12.98,256.2
50.8,45673,40724,12.87,256.3
50.9,45784,40798,13.15,256.2
51,45895,40857,12.9,256.2
51.1,46005,40965,13.21,256.2
51.2,46034,41029,12.95,256.2
51.3,46134,41130,13.2,256.2
51.4,46214,41210,13.27,256.2
51.5,46334,41270,13.04,256.2
51.6,46404,41352,13.24,256.2
51.7,46484,41434,12.8,256.2
51.8,46605,41517,13.18,256.3
51.9,46644,41631,13,256.3
52,46765,41680,13.03,256.2
52.1,46906,41771,13.24,256.2
52.2,46925,41843,13.3,256.2
52.3,46984,41893,13.25,256.3
52.4,47064,41978,13.28,256.3
52.5,47185,42077,13.35,256.3
52.6,47285,42134,13.42,256.3
52.7,47385,42257,13.18,256.3
52.8,47445,42331,13.15,256.3
52.9,47586,42405,13.39,256.2
53,47696,42487,13.29,256.2
53.1,47776,42570,13.32,256.2
53.2,47856,42650,13.32,256.2
53.3,47896,42724,13.21,256.3
53.4,47945,42816,13.17,256.3
53.5,48096,42900,13.24,256.3
53.6,48136,42988,13.42,256.3
53.7,48307,43056,13.27,256.3
53.8,48356,43144,13.39,256.2
53.9,48527,43226,13.21,256.2
54,48567,43324,13.43,256.3
54.1,48647,43383,13.51,256.2
54.2,48686,43462,13.71,256.3
54.3,48787,43539,13.51,256.3
54.4,48887,43656,13.44,256.3
54.5,48997,43743,13.32,256.3
54.6,49097,43793,13.37,256.2
54.7,49208,43892,13.32,256.2
54.8,49258,43933,13.34,256.3
54.9,49317,44015,13.53,256.3
55,49448,44150,13.37,256.3
55.1,49508,44213,13.4,256.3
55.2,49588,44290,13.58,256.2
55.3,49738,44394,13.3,256.2
55.4,49828,44502,13.43,256.2
55.5,49918,44532,13.54,256.3
55.6,49988,44610,13.44,256.2
55.7,50068,44704,13.81,256.2
55.8,50179,44804,13.31,256.2
55.9,50299,44844,13.44,256.2
56,50369,44954,13.65,256.2
56.1,50459,45026,13.29,256.2
56.2,50499,45117,13.49,256.2
56.3,50589,45198,13.79,256.2
56.4,50680,45256,13.48,256.3
56.5,50750,45355,13.55,256.3
56.6,50850,45437,13.65,256.3
56.7,51000,45526,13.63,256.2
56.8,51080,45601,13.54,256.2
56.9,51160,45697,13.43,256.2
57,51210,45748,13.52,256.3
57.1,51290,45847,13.55,256.3
57.2,51420,45938,13.73,256.3
57.3,51531,46026,13.68,256.2
57.4,51601,46111,13.76,256.2
57.5,51701,46209,13.96,256.3
57.6,51781,46272,13.58,256.3
57.7,51841,46372,13.92,256.3
57.8,51921,46462,13.65,256.3
57.9,52041,46538,13.72,256.3
58,52141,46610,13.81,256.2
58.1,52241,46686,13.44,256.2
58.2,52371,46765,13.93,256.2
58.3,52421,46821,13.71,256.2
58.4,52522,46930,13.64,256.2
58.5,52612,47021,13.66,256.2
58.6,52722,47110,13.89,256.2
58.7,52792,47169,13.7,256.2
58.8,52912,47234,13.81,256.2
58.9,52972,47316,13.68,256.2
59,52983,47407,13.89,256.3
59.1,53133,47505,13.78,256.3
59.2,53203,47562,14.02,256.3
59.3,53263,47687,13.73,256.3
59.4,53423,47751,14,256.3
59.5,53463,47835,14.1,256.2
59.6,53583,47899,13.86,256.2
59.7,53663,48006,13.63,256.2
59.8,53783,48054,13.86,256.2
59.9,53873,48153,13.95,256.2
60,53933,48227,13.85,256.2
60.1,54034,48311,13.83,256.2
60.2,54104,48375,13.84,256.3
60.3,54214,48467,13.63,256.3
60.4,54304,48555,14.07,256.3
60.5,54345,48622,14.23,256.3
60.6,54474,48769,13.83,256.3
60.7,54554,48794,14.08,256.3
60.8,54645,48883,13.74,256.2
60.9,54784,48918,14.27,256.2
61,54805,49015,13.92,256.3
61.1,54915,49106,13.8,256.3
61.2,55005,49194,14.18,256.3
61.3,55066,49278,13.96,256.3
61.4,55146,49334,14.62,256.4
61.5,55197,49467,14.07,256.4
61.6,55326,49534,14,256.4
61.7,55446,49631,14.26,256.3
61.8,55555,49708,14.29,256.3
61.9,55636,49796,13.97,256.3
62,55677,49887,14.01,256.3
62.1,55758,49936,14.16,256.4
62.2,55848,50060,14.17,256.4
62.3,55996,50148,14.59,256.4
62.4,56077,50216,14.46,256.3
62.5,56196,50297,14.4,256.3
62.6,56257,50373,13.97,256.3
62.7,56328,50468,14.17,256.3
62.8,56437,50528,14.2,256.3
62.9,56489,50637,14.16,256.4
63,56579,50743,14.31,256.4
63.1,56669,50808,14.03,256.3
63.2,56740,50881,14.36,256.3
63.3,56888,50955,14.11,256.3
63.4,56998,51038,14.28,256.3
63.5,57020,51111,14.39,256.3
63.6,57129,51218,14.18,256.4
63.7,57229,51292,14.19,256.4
63.8,57309,51398,14.19,256.3
63.9,57419,51490,14.17,256.3
64,57470,51522,14.18,256.3
64.1,57580,51646,14.43,256.3
64.2,57651,51711,14.34,256.3
64.3,57731,51801,14.31,256.3
64.4,57811,51866,14.26,256.4
64.5,57911,51951,14.48,256.4
64.6,57992,52047,14.27,256.4
64.7,58130,52122,14.49,256.4
64.8,58192,52270,14.3,256.4
64.9,58301,52295,14.32,256.3
65,58382,52369,14.03,256.4
65.1,58491,52450,14.38,256.3
65.2,58571,52532,14.19,256.4
65.3,58642,52615,14.36,256.4
65.4,58742,52697,14.35,256.4
65.5,58870,52779,14.36,256.4
65.6,58932,52828,14.31,256.4
65.7,59041,52918,14.4,256.4
65.8,59131,53034,14.57,256.3
65.9,59241,53091,14.38,256.3
66,59302,53171,14.42,256.4
66.1,59344,53256,14.24,256.4
66.2,59434,53337,14.56,256.4
66.3,59544,53484,14.6,256.4
66.4,59624,53512,14.59,256.4
66.5,59762,53598,14.69,256.3
66.6,59824,53716,14.61,256.3
66.7,59933,53755,14.47,256.3
66.8,59946,53837,14.43,256.4
66.9,60065,53911,14.76,256.4
67,60184,54017,14.64,256.3
67.1,60274,54127,14.83,256.4
67.2,60412,54198,14.49,256.4
67.3,60464,54252,14.51,256.3
67.4,60554,54362,14.59,256.3
67.5,60644,54427,14.64,256.4
67.6,60696,54510,14.75,256.4
67.7,60834,54576,14.43,256.3
67.8,60924,54667,14.63,256.4
67.9,61034,54767,14.63,256.3
68,61133,54863,14.7,256.3
68.1,61175,54930,14.72,256.4
68.2,61246,55012,14.64,256.4
68.3,61337,55117,14.68,256.4
68.4,61474,55192,14.73,256.3
68.5,61593,55308,14.73,256.3
68.6,61645,55397,14.65,256.3
68.7,61755,55477,14.83,256.3
68.8,61883,55562,14.79,256.3
68.9,61925,55601,14.78,256.4
69,62006,55725,14.6,256.3
69.1,62086,55798,15.51,256.4
69.2,62195,55838,14.53,256.3
69.3,62295,55956,14.85,256.3
69.4,62414,56053,14.52,256.3
69.5,62513,56134,14.69,256.3
69.6,62566,56210,14.94,256.3
69.7,62637,56306,14.79,256.3
69.8,62727,56356,14.69,256.3
69.9,62836,56453,14.8,256.3
70,62945,56520,14.62,256.3
70.1,63026,56601,14.98,256.3
70.2,63030,56677,15.01,256.3
70.3,63158,56791,14.96,256.4
70.4,63258,56905,14.92,256.4
70.5,63339,56981,14.79,256.3
70.6,63467,57060,14.86,256.3
70.7,63557,57110,14.79,256.3
70.8,63675,57217,14.9,256.3
70.9,63765,57281,14.9,256.3
71,63846,57381,14.8,256.3
71.1,63870,57446,14.8,256.3
71.2,63998,57513,15.08,256.3
71.3,64069,57621,14.86,256.3
71.4,64169,57694,15.14,256.3
71.5,64278,57816,14.62,256.3
71.6,64377,57905,14.73,256.2
71.7,64495,57964,14.87,256.3
71.8,64567,58044,15.03,256.3
71.9,64619,58112,14.93,256.3
72,64700,58211,14.95,256.4
72.1,64809,58326,14.86,256.3
72.2,64899,58409,14.83,256.3
72.3,65008,58474,15.06,256.3
72.4,65107,58538,15.06,256.3
72.5,65207,58613,14.86,256.3
72.6,65297,58701,14.94,256.2
72.7,65378,58809,14.64,256.2
72.8,65477,58866,14.72,256.2
72.9,65567,58933,14.8,256.3
73,65620,59040,15,256.3
73.1,65729,59146,15.19,256.3
73.2,65828,59221,15.01,256.3
73.3,65956,59278,15.03,256.3
73.4,66009,59341,15.27,256.3
73.5,66089,59474,15.15,256.3
73.6,66151,59550,15.13,256.3
73.7,66251,59631,15.21,256.3
73.8,66378,59737,15.29,256.3
73.9,66412,59817,14.96,256.3
74,66512,59853,15.06,256.3
74.1,66602,60002,15.07,256.4
74.2,66683,60108,15.3,256.3
74.3,66764,60147,14.96,256.3
74.4,66882,60239,15.02,256.3
74.5,66944,60346,15.04,256.3
74.6,67053,60401,15.05,256.3
74.7,67133,60525,15.19,256.3
74.8,67242,60590,15.2,256.4
74.9,67304,60667,15.1,256.3
75,67432,60738,15.09,256.3
75.1,67531,60824,15.26,256.3
75.2,67640,60968,15.18,256.3
75.3,67758,61011,15.35,256.3
75.4,67792,61109,15.31,256.2
75.5,67891,61142,15.02,256.3
75.6,68028,61231,15.2,256.2
75.7,68118,61315,15.44,256.3
75.8,68180,61423,15.19,256.2
75.9,68271,61511,15.07,256.2
76,68361,61520,15.02,256.3
76.1,68442,61636,15.05,256.3
76.2,68550,61700,15.23,256.3
76.3,68640,61808,15.07,256.3
76.4,68712,61864,15.37,256.3
76.5,68793,61988,15.34,256.3
76.6,68883,62037,15.02,256.3
76.7,69010,62136,15.38,256.3
76.8,69072,62176,16.01,256.3
76.9,69144,62270,15.2,256.3
77,69234,62349,15.37,256.3
77.1,69343,62449,15.19,256.3
77.2,69424,62513,15.23,256.3
77.3,69532,62606,15.21,256.3
77.4,69595,62705,15.25,256.3
77.5,69685,62785,15.38,256.3
77.6,69802,62885,15.32,256.3
77.7,69883,62917,15.37,256.3
77.8,69964,63040,15.13,256.3
77.9,70036,63082,15.37,256.3
78,70117,63181,15.48,256.3
78.1,70189,63303,15.54,256.3
