Time,Cum_GASINJ,Cum_GASPROD,Cum_OILPROD,Inlet_Pres
78.2,70279,63394,15.57,256.3
78.3,70369,63502,15.64,256.4
78.4,70459,63574,15.44,256.3
78.5,70604,63674,15.46,256.3
78.6,70685,63747,15.36,256.3
78.7,70803,63853,15.37,256.2
78.8,70884,63942,15.68,256.3
78.9,70992,64002,15.36,256.3
79,71027,64099,15.38,256.3
79.1,71145,64167,15.42,256.3
79.2,71235,64255,15.35,256.3
79.3,71343,64338,15.47,256.2
79.4,71424,64411,15.56,256.2
79.5,71514,64504,15.35,256.2
79.6,71586,64595,15.31,256.3
79.7,71694,64676,15.52,256.3
79.8,71785,64775,15.77,256.3
79.9,71875,64848,15.43,256.2
80,71974,64931,15.2,256.2
80.1,72064,64987,15.29,256.3
80.2,72172,65070,15.22,256.2
80.3,72253,65184,15.33,256.3
80.4,72325,65261,15.47,256.3
80.5,72379,65300,15.76,256.2
80.6,72451,65415,15.35,256.2
80.7,72623,65495,15.6,256.2
80.8,72695,65570,15.28,256.3
80.9,72703,65676,15.59,256.3
81,72839,65727,15.46,256.3
81.1,72929,65825,15.55,256.3
81.2,73055,65915,15.45,256.2
81.3,73154,66014,15.87,256.2
81.4,73235,66096,15.5,256.2
81.5,73280,66145,15.48,256.3
81.6,73388,66245,15.68,256.3
81.7,73506,66299,15.7,256.2
81.8,73605,66424,15.64,256.2
81.9,73677,66473,15.69,256.3
82,73758,66596,15.7,256.3
82.1,73830,66688,15.47,256.3
82.2,73929,66769,15.64,256.3
82.3,73992,66845,15.84,256.3
82.4,74154,66900,15.67,256.3
82.5,74235,67000,15.74,256.2
82.6,74308,67114,15.63,256.3
82.7,74380,67166,15.78,256.3
82.8,74506,67238,15.67,256.3
82.9,74560,67346,15.73,256.3
83,74650,67435,15.59,256.3
83.1,74758,67502,15.79,256.3
83.2,74884,67633,15.41,256.2
83.3,74939,67664,15.56,256.2
83.4,75047,67781,15.83,256.3
83.5,75110,67838,15.77,256.3
83.6,75209,67944,15.6,256.3
83.7,75317,68017,15.93,256.3
83.8,75407,68117,15.96,256.2
83.9,75506,68142,15.59,256.2
84,75587,68266,15.84,256.2
84.1,75632,68338,15.85,256.3
84.2,75723,68430,15.69,256.3
84.3,75795,68510,15.67,256.2
84.4,75939,68579,15.71,256.2
84.5,76002,68683,15.7,256.2
84.6,76128,68750,15.93,256.2
84.7,76254,68865,15.79,256.2
84.8,76335,68930,15.71,256.2
84.9,76389,68979,16.01,256.2
85,76461,69095,16.07,256.3
85.1,76516,69182,15.68,256.3
85.2,76633,69267,15.94,256.3
85.3,76749,69322,15.64,256.3
85.4,76848,69407,15.93,256.2
85.5,76947,69480,15.84,256.2
85.6,77002,69573,16.05,256.3
85.7,77074,69688,15.76,256.3
85.8,77173,69770,15.94,256.2
85.9,77290,69835,15.78,256.2
86,77407,69924,15.87,256.3
86.1,77435,69982,16.12,256.2
86.2,77569,70065,15.97,256.2
86.3,77641,70165,15.76,256.3
86.4,77705,70263,15.93,256.4
86.5,77822,70336,16.14,256.3
86.6,77956,70426,15.74,256.2
86.7,78028,70509,15.92,256.2
86.8,78101,70612,16.03,256.3
86.9,78200,70674,16.05,256.3
87,78308,70771,15.84,256.3
87.1,78354,70830,16.1,256.3
87.2,78470,70920,15.94,256.3
87.3,78569,71035,16.03,256.2
87.4,78686,71065,16.01,256.2
87.5,78740,71190,15.93,256.2
87.6,78839,71255,16.06,256.3
87.7,78885,71378,16.17,256.3
87.8,78949,71430,16.05,256.3
87.9,79065,71534,16.09,256.3
88,79156,71603,16.05,256.3
88.1,79290,71707,16.06,256.3
88.2,79380,71758,16.15,256.2
88.3,79479,71887,15.81,256.2
88.4,79551,71947,15.98,256.2
88.5,79641,71988,15.98,256.2
88.6,79714,72121,16.07,256.3
88.7,79778,72176,16.17,256.2
88.8,79885,72252,16.08,256.3
88.9,79975,72355,16.39,256.3
89,80048,72432,16.16,256.3
89.1,80173,72512,16.04,256.3
89.2,80228,72580,15.97,256.3
89.3,80318,72705,16.06,256.3
89.4,80382,72803,15.93,256.3
89.5,80525,72898,15.84,256.3
89.6,80597,72957,16.21,256.3
89.7,80661,73024,16.04,256.3
89.8,80778,73114,16.11,256.2
89.9,80833,73236,16.13,256.3
90,80976,73308,16.38,256.3
90.1,81074,73401,15.99,256.2
90.2,81217,73456,16.07,256.2
90.3,81281,73492,16.41,256.2
90.4,81379,73596,16.2,256.2
90.5,81426,73697,16.07,256.2
90.6,81490,73811,16.28,256.3
90.7,81589,73868,15.92,256.2
90.8,81723,73975,16.14,256.2
90.9,81813,74056,16.2,256.2
91,81937,74140,16.2,256.2
91.1,81993,74212,16.37,256.2
91.2,82100,74297,16.33,256.3
91.3,82147,74387,16.31,256.2
91.4,82254,74460,16.4,256.2
91.5,82370,74524,16.23,256.2
91.6,82487,74655,16.28,256.2
91.7,82542,74697,16.37,256.2
91.8,82641,74812,16.22,256.2
91.9,82653,74893,16.69,256.2
92,82769,74960,16.16,256.2
92.1,82928,75049,16.5,256.2
92.2,83001,75148,16.22,256.2
92.3,83091,75205,15.92,256.2
92.4,83155,75320,16.43,256.2
92.5,83245,75404,16.35,256.3
92.6,83327,75460,16.37,256.2
92.7,83382,75567,16.51,256.3
92.8,83559,75658,16.47,256.2
92.9,83640,75716,16.35,256.2
93,83730,75765,16.55,256.2
93.1,83794,75897,16.1,256.2
93.2,83867,75970,16.53,256.2
93.3,83975,76093,16.24,256.2
93.4,84048,76150,16.58,256.2
93.5,84164,76249,16.55,256.2
93.6,84262,76340,16.53,256.2
93.7,84344,76389,16.41,256.2
93.8,84425,76454,16.53,256.1
93.9,84524,76578,16.29,256.2
94,84622,76651,16.19,256.2
94.1,84661,76718,16.62,256.3
94.2,84768,76798,16.72,256.2
94.3,84901,76881,16.47,256.2
94.4,85000,76970,16.42,256.2
94.5,85082,77070,16.58,256.2
94.6,85180,77162,16.74,256.2
94.7,85270,77210,16.36,256.2
94.8,85326,77294,16.44,256.2
94.9,85425,77359,16.39,256.2
95,85523,77506,16.52,256.2
95.1,85579,77579,16.48,256.2
95.2,85703,77677,16.5,256.2
95.3,85810,77735,16.22,256.2
95.4,85867,77803,16.58,256.2
95.5,85982,77865,16.5,256.1
95.6,86090,77988,16.51,256.2
95.7,86146,78071,16.55,256.2
95.8,86236,78171,16.61,256.2
95.9,86326,78219,16.58,256.2
96,86433,78336,16.69,256.2
96.1,86497,78402,16.16,256.2
96.2,86579,78476,16.56,256.2
96.3,86729,78591,16.83,256.2
96.4,86819,78656,16.43,256.2
96.5,86866,78739,16.69,256.3
96.6,86916,78804,16.56,256.3
96.7,86989,78903,16.73,256.3
96.8,87130,78994,16.71,256.2
96.9,87229,79076,16.58,256.2
97,87310,79126,16.75,256.2
97.1,87400,79248,16.57,256.2
97.2,87456,79311,16.99,256.2
97.3,87529,79430,16.85,256.3
97.4,87620,79511,16.36,256.2
97.5,87735,79601,16.59,256.3
97.6,87834,79665,16.59,256.2
97.7,87975,79772,16.44,256.2
97.8,87997,79839,16.71,256.2
97.9,88121,79929,16.63,256.2
98,88186,80037,16.6,256.2
98.1,88284,80118,16.71,256.3
98.2,88391,80210,16.8,256.3
98.3,88439,80282,16.81,256.2
98.4,88555,80365,16.86,256.2
98.5,88661,80452,16.71,256.2
98.6,88751,80512,16.93,256.2
98.7,88850,80627,16.56,256.2
98.8,88915,80710,16.79,256.2
98.9,88996,80759,16.99,256.2
99,89137,80874,16.7,256.2
99.1,89210,80949,16.61,256.2
99.2,89300,81061,16.99,256.2
99.3,89416,81104,17.25,256.2
99.4,89489,81178,16.89,256.2
99.5,89596,81262,16.67,256.2
99.6,89627,81358,16.67,256.2
99.7,89734,81441,17.04,256.2
99.8,89807,81505,17.12,256.2
99.9,89923,81614,16.93,256.2
100,90029,81697,16.88,256.2
100.1,90136,81793,16.83,256.1
100.2,90235,81859,16.58,256.1
100.3,90308,81935,16.71,256.2
100.4,90398,82031,16.82,256.2
100.5,90463,82124,16.81,256.2
100.6,90545,82197,16.96,256.2
100.7,90626,82255,16.86,256.2
100.8,90700,82353,17.02,256.2
100.9,90798,82435,17.03,256.2
101,90872,82508,16.88,256.3
101.1,90987,82649,16.6,256.3
101.2,91077,82699,17.09,256.2
101.3,91209,82820,16.8,256.2
101.4,91299,82873,16.91,256.2
101.5,91364,82960,17.19,256.2
101.6,91446,83017,17.09,256.2
101.7,91519,83107,17.07,256.2
101.8,91617,83233,17,256.3
101.9,91716,83274,17,256.2
102,91823,83405,17.03,256.2
102.1,91905,83453,16.77,256.2
102.2,92044,83552,16.65,256.2
102.3,92101,83585,16.94,256.2
102.4,92183,83709,17.11,256.2
102.5,92257,83790,17.09,256.2
102.6,92338,83866,16.99,256.2
102.7,92412,83965,16.85,256.2
102.8,92535,84053,16.96,256.2
102.9,92608,84185,16.92,256.1
103,92732,84209,16.95,256.2
103.1,92805,84309,17.15,256.2
103.2,92912,84408,17.24,256.2
103.3,93002,84442,16.79,256.2
103.4,93076,84578,17.15,256.2
103.5,93199,84678,17,256.2
103.6,93289,84742,17.16,256.1
103.7,93379,84812,16.99,256.1
103.8,93460,84883,16.8,256.2
103.9,93502,84966,17.33,256.2
104,93600,85048,17,256.2
104.1,93674,85156,16.88,256.2
104.2,93821,85239,17.03,256.2
104.3,93911,85344,16.87,256.1
104.4,94009,85367,17.31,256.2
104.5,94091,85469,17.17,256.2
104.6,94165,85576,17.22,256.2
104.7,94222,85689,17.2,256.2
104.8,94345,85755,17.06,256.2
104.9,94443,85811,17.12,256.2
105,94599,85896,17.2,256.1
105.1,94656,85984,17.28,256.1
105.2,94713,86060,17.12,256.2
105.3,94771,86149,17.17,256.2
105.4,94877,86209,17.1,256.2
105.5,94975,86314,17.06,256.2
105.6,95098,86388,17.35,256.1
105.7,95188,86477,17.06,256.2
105.8,95278,86560,16.98,256.2
105.9,95303,86641,17.39,256.2
106,95426,86741,17.17,256.2
106.1,95508,86814,17.18,256.2
106.2,95598,86907,17.01,256.2
106.3,95720,86954,17.3,256.2
106.4,95810,87085,17.31,256.1
106.5,95868,87162,17.2,256.2
106.6,95934,87259,17.63,256.2
106.7,96032,87301,17.3,256.2
106.8,96171,87407,17.08,256.2
106.9,96253,87539,17.26,256.2
107,96359,87578,17.52,256.2
107.1,96417,87695,17.14,256.2
107.2,96491,87771,17.34,256.2
107.3,96605,87841,17.14,256.2
107.4,96679,87875,17.38,256.2
107.5,96793,88015,17.3,256.1
107.6,96891,88106,17.3,256.2
107.7,96965,88176,17.37,256.2
107.8,97023,88255,17.31,256.2
107.9,97129,88335,17.22,256.2
108,97211,88451,17.28,256.2
108.1,97326,88531,17.18,256.2
108.2,97448,88646,17.01,256.2
108.3,97538,88704,17.32,256.2
108.4,97579,88787,17.31,256.2
108.5,97646,88868,17.36,256.2
108.6,97752,88951,17.36,256.2
108.7,97890,89023,17.25,256.2
108.8,97996,89114,17.19,256.2
108.9,98070,89186,17.32,256.1
109,98136,89270,17.41,256.2
109.1,98194,89372,17.47,256.2
109.2,98316,89483,17.48,256.2
109.3,98390,89552,17.26,256.2
109.4,98497,89640,17.58,256.3
109.5,98571,89723,17.43,256.2
109.6,98677,89796,17.66,256.2
109.7,98815,89846,17.15,256.2
109.8,98865,89984,17.47,256.2
109.9,98947,90099,17.24,256.2
110,99021,90116,17.66,256.2
110.1,99103,90224,17.35,256.2
110.2,99249,90297,17.74,256.2
110.3,99339,90371,17.29,256.2
110.4,99413,90453,17.45,256.2
110.5,99504,90584,17.45,256.2
110.6,99570,90643,17.73,256.2
110.7,99652,90756,17.54,256.2
110.8,99734,90808,17.5,256.2
110.9,99808,90897,17.39,256.2
111,99914,90979,17.46,256.2
111.1,99972,91138,17.5,256.2
111.2,100078,91160,17.54,256.2
111.3,100184,91240,17.38,256.2
111.4,100267,91324,17.33,256.2
111.5,100380,91438,17.4,256.2
111.6,100470,91509,17.63,256.2
111.7,100529,91577,17.53,256.2
111.8,100643,91680,17.58,256.2
111.9,100749,91739,17.55,256.2
112,100870,91835,17.75,256.2
112.1,100937,91925,17.44,256.2
112.2,101011,91997,17.7,256.2
112.3,101093,92088,17.55,256.2
112.4,101207,92209,17.47,256.2
112.5,101297,92313,18.04,256.1
112.6,101411,92411,17.45,256.2
112.7,101485,92491,17.84,256.2
112.8,101606,92582,17.72,256.2
112.9,101657,92653,17.72,256.3
113,101724,92760,17.55,256.2
113.1,101837,92858,17.51,256.2
113.2,101928,92954,17.75,256.1
113.3,102057,93030,17.66,256.1
113.4,102116,93144,18.09,256.1
113.5,102182,93210,17.86,256.2
113.6,102272,93282,17.59,256.2
113.7,102370,93404,17.95,256.2
113.8,102483,93437,17.74,256.2
113.9,102558,93610,17.61,256.2
114,102632,93667,17.84,256.2
114.1,102699,93764,17.7,256.1
114.2,102852,93854,17.72,256.2
114.3,102895,93969,17.56,256.2
114.4,102977,94026,17.99,256.2
114.5,103075,94149,17.83,256.3
114.6,103180,94214,17.67,256.2
114.7,103286,94330,17.67,256.2
114.8,103337,94403,17.97,256.2
114.9,103451,94501,17.74,256.2
115,103564,94575,17.53,256.1
115.1,103655,94688,17.73,256.2
115.2,103768,94755,17.8,256.1
115.3,103866,94828,17.7,256.1
115.4,103995,94935,17.73,256.1
115.5,104054,95000,17.7,256.1
115.6,104144,95109,17.77,256.1
115.7,104226,95195,17.84,256.1
115.8,104316,95255,17.83,256.1
115.9,104383,95343,17.91,256.1
116,104488,95426,17.89,256.1
116.1,104602,95493,17.9,256.1
116.2,104661,95569,17.61,256.1
116.3,104766,95673,18.07,256.1
116.4,104841,95748,17.9,256.1
116.5,104923,95828,18.01,256.1
116.6,105005,95895,17.82,256.1
116.7,105095,95976,17.82,256.2
116.8,105193,96093,18.22,256.2
116.9,105253,96142,18.04,256.1
117,105335,96233,18.04,256.2
117.1,105410,96305,17.91,256.2
117.2,105492,96413,18.18,256.2
117.3,105605,96504,18.04,256.2
117.4,105680,96592,17.77,256.3
117.5,105754,96677,18.07,256.2
117.6,105868,96757,18.04,256.2
117.7,105950,96889,18.13,256.2
117.8,106048,96937,17.99,256.2
117.9,106138,97061,18.02,256.2
118,106251,97151,18.06,256.2
118.1,106349,97225,18.05,256.2
118.2,106485,97316,18.14,256.1
118.3,106567,97413,17.97,256.1
118.4,106665,97504,18.03,256.1
118.5,106739,97579,18.12,256.1
118.6,106822,97636,17.79,256.1
118.7,106928,97691,18.09,256.1
118.8,107010,97800,17.9,256.1
118.9,107115,97864,18.18,256.1
119,107205,97956,18.1,256.1
119.1,107265,98028,18.21,256.1
119.2,107324,98112,18.1,256.2
119.3,107422,98230,18.14,256.2
119.4,107520,98287,18.03,256.3
119.5,107595,98379,18.04,256.2
119.6,107669,98498,18.05,256.2
119.7,107775,98557,17.99,256.2
119.8,107910,98631,17.9,256.2
119.9,107978,98737,17.95,256.1
120,107999,98811,18.2,256.2
120.1,108143,98918,18.25,256.2
120.2,108195,98990,17.93,256.2
120.3,108323,99059,18.35,256.2
120.4,108436,99183,17.85,256.2
120.5,108518,99206,18.1,256.1
120.6,108601,99319,18.45,256.1
120.7,108691,99348,18.06,256.2
120.8,108788,99468,18.02,256.2
120.9,108863,99535,18.15,256.2
121,108938,99617,18.23,256.2
121.1,109044,99774,18.05,256.2
121.2,109134,99833,18.21,256.2
121.3,109216,99913,18.27,256.2
121.4,109291,99955,18.15,256.2
121.5,109411,100069,18.19,256.2
121.6,109494,100171,18.23,256.2
121.7,109591,100245,18.48,256.2
121.8,109682,100321,18.24,256.2
121.9,109726,100402,18.3,256.2
122,109801,100486,18.15,256.2
122.1,109929,100570,18.12,256.2
122.2,110012,100636,18.17,256.2
122.3,110162,100727,18.41,256.2
122.4,110245,100810,18.06,256.1
122.5,110320,100901,18.16,256.1
122.6,110402,100969,18.24,256.2
122.7,110492,101059,18.35,256.2
122.8,110567,101128,18.3,256.2
122.9,110665,101225,18.16,256.1
123,110785,101317,18.31,256.2
123.1,110852,101366,18.23,256.2
123.2,110987,101435,18.31,256.1
123.3,111070,101547,18.48,256.1
123.4,111153,101607,18.04,256.1
123.5,111220,101664,18.23,256.2
123.6,111296,101788,18.47,256.2
123.7,111363,101855,18.05,256.2
123.8,111491,101931,18.45,256.2
123.9,111581,102027,18.37,256.2
124,111671,102118,18.26,256.2
124.1,111761,102175,18.28,256.2
124.2,111836,102269,18.38,256.2
124.3,111948,102332,18.42,256.1
124.4,112038,102400,18.47,256.1
124.5,112136,102507,18.29,256.1
124.6,112218,102531,18.31,256.2
124.7,112301,102638,18.5,256.2
124.8,112369,102739,18.32,256.2
124.9,112459,102787,18.36,256.2
125,112571,102911,18.65,256.2
125.1,112647,102950,18.6,256.2
125.2,112752,103059,18.13,256.2
125.3,112834,103148,18.29,256.2
125.4,112924,103224,18.44,256.2
125.5,112992,103296,18.42,256.2
125.6,113097,103404,18.36,256.2
125.7,113216,103487,18.43,256.2
125.8,113292,103546,18.6,256.2
125.9,113367,103645,18.01,256.1
126,113457,103702,18.65,256.2
126.1,113547,103809,18.16,256.2
126.2,113660,103858,18.32,256.2
126.3,113750,103966,18.23,256.1
126.4,113825,104015,18.37,256.2
126.5,113893,104137,18.58,256.1
126.6,113990,104227,18.58,256.2
126.7,114066,104303,18.24,256.2
126.8,114156,104368,18.8,256.2
126.9,114246,104483,18.5,256.2
127,114336,104548,18.75,256.2
127.1,114441,104631,18.45,256.2
127.2,114553,104712,18.65,256.2
127.3,114650,104811,18.27,256.1
127.4,114748,104892,18.28,256.1
127.5,114852,104975,18.56,256.1
127.6,114906,105040,18.38,256.1
127.7,115003,105149,18.48,256.1
127.8,115093,105232,18.57,256.2
127.9,115147,105265,18.27,256.2
128,115244,105362,18.07,256.2
128.1,115334,105437,18.36,256.1
128.2,115483,105533,18.64,256.2
128.3,115580,105568,18.56,256.1
128.4,115655,105717,18.52,256.1
128.5,115738,105789,18.3,256.1
128.6,115814,105831,18.47,256.1
128.7,115889,105938,18.62,256.2
128.8,115972,105995,18.41,256.2
128.9,116070,106094,18.42,256.2
129,116174,106167,18.69,256.1
129.1,116250,106274,18.47,256.1
129.2,116369,106357,18.64,256.1
129.3,116430,106447,18.56,256.1
129.4,116527,106480,18.66,256.1
129.5,116588,106578,18.46,256.2
129.6,116685,106662,18.54,256.1
129.7,116812,106736,18.66,256.2
129.8,116916,106784,18.51,256.1
129.9,116978,106899,18.67,256.1
130,117075,106975,18.69,256.1
130.1,117143,107063,18.33,256.2
130.2,117241,107163,18.33,256.1
130.3,117345,107221,18.46,256.1
130.4,117478,107353,18.73,256.1
130.5,117540,107409,18.51,256.1
130.6,117637,107501,18.63,256.1
130.7,117684,107574,18.51,256.2
130.8,117788,107608,18.64,256.2
130.9,117878,107706,18.78,256.1
131,118019,107804,18.7,256.1
131.1,118101,107919,18.51,256.1
131.2,118177,108001,18.59,256.1
131.3,118253,108033,18.5,256.2
131.4,118328,108141,18.41,256.2
131.5,118411,108222,18.56,256.1
131.6,118516,108329,18.6,256.1
131.7,118613,108386,18.52,256.1
131.8,118689,108470,18.6,256.1
131.9,118807,108569,18.67,256.1
132,118897,108665,18.68,256.1
132.1,118952,108707,18.51,256.2
132.2,119042,108815,18.81,256.2
132.3,119153,108883,18.64,256.1
132.4,119265,108956,18.55,256.1
132.5,119362,109071,18.72,256.1
132.6,119438,109134,18.32,256.1
132.7,119535,109234,18.79,256.1
132.8,119590,109300,18.59,256.2
132.9,119680,109377,18.55,256.2
133,119770,109488,18.66,256.2
133.1,119839,109565,18.47,256.2
133.2,119971,109653,18.71,256.2
133.3,120047,109736,18.81,256.1
133.4,120166,109784,18.71,256.1
133.5,120234,109906,18.62,256.1
133.6,120317,109947,18.79,256.1
133.7,120407,110055,18.65,256.1
133.8,120526,110112,18.52,256.1
133.9,120602,110212,18.7,256.2
134,120656,110286,18.69,256.2
134.1,120711,110392,18.81,256.2
134.2,120858,110493,18.65,256.2
134.3,120941,110578,18.79,256.2
134.4,121031,110664,18.66,256.2
134.5,121128,110744,19.04,256.2
134.6,121225,110804,18.84,256.2
134.7,121329,110917,18.56,256.1
134.8,121433,110992,18.74,256.1
134.9,121523,111074,18.82,256.1
135,121599,111141,18.86,256.1
135.1,121689,111197,18.72,256
135.2,121779,111305,18.78,256.1
135.3,121869,111377,18.99,256.1
135.4,121946,111485,18.62,256.2
135.5,122071,111547,18.56,256.1
135.6,122105,111660,18.63,256.1
135.7,122230,111788,18.87,256.1
135.8,122320,111850,18.62,256.1
135.9,122368,111923,18.74,256.2
136,122479,112017,19.03,256.2
136.1,122548,112109,19.03,256.2
136.2,122666,112207,18.75,256.1
136.3,122805,112279,18.93,256.1
136.4,122888,112375,18.81,256.2
136.5,122929,112496,18.98,256.1
136.6,123033,112612,19.02,256.1
136.7,123116,112718,18.96,256.1
136.8,123220,112757,18.85,256.1
136.9,123296,112929,18.98,256.1
137,123366,112996,18.65,256.1
137.1,123449,113099,19.25,256.1
137.2,123574,113207,18.98,256.1
137.3,123643,113278,18.98,256.2
137.4,123733,113418,18.95,256.1
137.5,123802,113499,18.74,256.2
137.6,123892,113597,18.74,256.2
137.7,123996,113703,19.26,256.2
137.8,124079,113760,19.03,256.2
137.9,124183,113860,18.78,256.2
138,124273,113976,19.08,256.2
138.1,124370,114039,18.94,256.2
138.2,124488,114189,18.74,256.2
138.3,124550,114234,18.76,256.2
138.4,124620,114374,18.91,256.1
138.5,124717,114442,18.96,256.2
138.6,124814,114514,18.99,256.2
138.7,124911,114622,18.71,256.2
138.8,124973,114746,19.1,256.2
138.9,125070,114809,19.03,256.2
139,125160,114867,18.95,256.2
139.1,125264,114989,19.05,256.2
139.2,125347,115089,18.96,256.2
139.3,125430,115222,18.92,256.2
139.4,125527,115245,19.16,256.2
139.5,125624,115400,19.12,256.2
139.6,125694,115457,19.2,256.2
139.7,125804,115532,19.34,256.2
139.8,125881,115646,19.13,256.2
139.9,125971,115746,19.15,256.2
140,126074,115860,19.06,256.2
140.1,126151,115924,19.02,256.2
140.2,126303,116000,19.06,256.1
140.3,126372,116074,18.74,256.1
140.4,126442,116147,19.12,256.1
140.5,126532,116235,19.37,256.1
140.6,126642,116328,19.01,256.1
140.7,126725,116409,19.09,256.2
140.8,126795,116440,19.12,256.2
140.9,126892,116556,19.25,256.2
141,126996,116672,19.17,256.2
141.1,127045,116762,18.89,256.2
141.2,127149,116862,19.35,256.2
141.3,127225,116936,19.16,256.2
141.4,127315,117023,18.96,256.2
141.5,127453,117116,19.2,256.2
141.6,127536,117187,19.03,256.1
141.7,127640,117295,19.17,256.1
141.8,127716,117391,18.91,256.1
141.9,127779,117507,19.27,256.2
142,127896,117556,19.37,256.2
142.1,127966,117671,19.07,256.1
142.2,128110,117746,18.96,256.1
142.3,128180,117819,19.21,256.1
142.4,128290,117935,19.6,256.1
142.5,128401,118000,19.21,256.1
142.6,128484,118058,19.26,256.1
142.7,128554,118155,19.2,256.1
142.8,128631,118195,19.06,256.1
142.9,128741,118318,19.25,256.1
143,128811,118395,19.55,256.1
143.1,128921,118499,19.29,256.1
143.2,129004,118559,19.23,256.1
143.3,129101,118649,19.23,256.1
143.4,129164,118732,19.44,256.1
143.5,129261,118797,19.26,256.1
143.6,129364,118887,19.46,256.1
143.7,129447,118985,19.41,256.1
143.8,129551,119082,19.19,256.1
143.9,129614,119160,19.2,256.1
144,129724,119206,19.2,256.1
144.1,129808,119297,19.53,256.1
144.2,129878,119371,19.46,256.1
144.3,129948,119421,19.27,256.1
144.4,130018,119069,19.41,256.2
144.5,130148,119178,19.42,256.2
144.6,130130,119186,19.27,256.2
144.7,130130,119186,19.27,256.2
144.8,130130,119186,19.27,256.2
144.9,130130,119186,19.27,256.2
145,130592,119988,19.36,256.2
145.1,130702,120088,19.53,256.2
145.2,130745,120204,19.37,256.2
145.3,130842,120276,19.62,256.2
145.4,130938,120378,19.45,256.2
145.5,131048,120466,19.37,256.2
145.6,131119,120568,19.56,256.2
145.7,131215,120682,19.11,256.2
145.8,131305,120755,19.43,256.1
145.9,131416,120830,19.15,256.2
146,131453,120904,19.47,256.2
146.1,131543,121020,19.46,256.2
146.2,131659,121110,19.74,256.2
146.3,131769,121170,19.31,256.1
146.4,131839,121276,19.81,256.1
146.5,131975,121360,19.03,256.2
146.6,132039,121434,19.17,256.1
146.7,132136,121503,19.4,256.1
146.8,132245,121609,19.49,256.1
146.9,132289,121686,19.71,256.1
147,132393,121793,19.38,256.1
147.1,132529,121866,19.51,256.1
147.2,132592,121976,19.28,256.1
147.3,132689,122024,19.53,256.1
147.4,132779,122082,19.27,256.1
147.5,132843,122175,19.6,256.1
147.6,132913,122258,19.75,256.2
147.7,132997,122364,19.72,256.2
147.8,133100,122464,19.35,256.2
147.9,133190,122543,19.54,256.2
148,133319,122610,19.27,256.2
148.1,133409,122700,19.77,256.1
148.2,133499,122724,19.81,256.1
148.3,133583,122842,19.6,256.1
148.4,133673,122942,19.65,256.2
148.5,133737,123013,19.85,256.1
148.6,133794,123106,19.25,256.2
148.7,133930,123213,19.64,256.2
148.8,134014,123303,19.61,256.2
148.9,134110,123368,19.58,256.1
149,134200,123445,19.73,256.2
149.1,134303,123558,19.55,256.1
149.2,134380,123639,19.52,256.1
149.3,134477,123716,19.53,256.1
149.4,134567,123821,19.51,256.1
149.5,134676,123928,19.41,256.1
149.6,134747,123985,19.54,256.1
149.7,134831,124093,19.83,256.2
149.8,134921,124157,19.52,256.2
149.9,135017,124209,19.54,256.1
150,135120,124298,19.47,256.2
150.1,135197,124430,19.55,256.1
150.2,135261,124490,19.81,256.2
150.3,135339,124538,19.52,256.2
150.4,135442,124663,19.57,256.1
150.5,135551,124742,19.68,256.2
150.6,135641,124833,19.66,256.1
150.7,135744,124938,19.54,256.1
150.8,135815,124997,19.49,256.1
150.9,135892,125122,19.68,256.2
151,135995,125186,19.71,256.2
151.1,136117,125257,19.44,256.1
151.2,136194,125342,19.67,256.1
151.3,136291,125423,19.82,256.1
151.4,136348,125546,19.82,256.2
151.5,136464,125600,19.5,256.2
151.6,136535,125712,19.53,256.2
151.7,136625,125812,19.71,256.2
151.8,136753,125874,19.76,256.2
151.9,136850,125959,19.47,256.1
152,136908,126024,19.75,256.1
152.1,136992,126139,19.64,256.1
152.2,137126,126231,19.68,256.2
152.3,137185,126279,19.65,256.2
152.4,137268,126368,19.49,256.2
152.5,137358,126467,19.69,256.1
152.6,137436,126568,19.97,256.2
152.7,137545,126639,19.66,256.1
152.8,137648,126698,19.64,256.1
152.9,137731,126829,19.7,256.1
153,137809,126869,19.66,256.1
153.1,137873,126987,19.55,256.2
153.2,137976,127069,19.52,256.2
153.3,138091,127132,19.61,256.1
153.4,138194,127233,19.84,256.1
153.5,138278,127338,19.83,256.2
153.6,138361,127396,19.79,256.1
153.7,138464,127493,19.65,256.1
153.8,138554,127585,19.64,256.1
153.9,138638,127661,19.79,256.1
154,138734,127716,19.68,256.1
154.1,138831,127833,19.64,256.1
154.2,138896,127913,19.69,256.2
154.3,138998,128021,19.71,256.1
154.4,139101,128085,19.78,256.1
154.5,139184,128151,19.77,256.1
154.6,139268,128249,19.78,256.1
154.7,139364,128341,19.73,256.1
154.8,139454,128439,19.74,256.1
154.9,139519,128497,19.78,256.2
155,139597,128594,19.69,256.2
155.1,139687,128630,19.97,256.2
155.2,139783,128759,19.79,256.2
155.3,139898,128883,19.85,256.1
155.4,140001,128959,19.77,256.1
155.5,140072,129039,19.88,256.1
155.6,140137,129122,19.92,256.1
155.7,140240,129218,19.73,256.2
155.8,140311,129302,19.91,256.2
155.9,140389,129376,19.79,256.1
156,140504,129483,19.61,256.1
156.1,140588,129547,20.04,256.1
156.2,140709,129606,19.63,256.2
156.3,140780,129712,19.6,256.2
156.4,140851,129820,19.68,256.2
156.5,140954,129887,19.68,256.1
