Time,Cum. Inj Water ,Cum. Prod Water ,Cum Oil prod.  ,Cum. Inj CO2,Cum. Prod CO2,Pressure
1.734,3.632,0.304,4.286,0.000,0,253.9516444
1.750,3.667,0.580,4.060,0.000,0,254.0607226
1.767,3.702,0.333,4.337,0.000,0,254.1288961
1.784,3.737,0.320,4.370,0.000,0,254.2243387
1.800,3.772,0.404,4.336,0.000,0,254.3606844
1.817,3.807,0.070,4.690,0.000,0,254.4561259
1.834,3.841,0.430,4.350,0.000,0,254.551567
1.850,3.877,0.620,4.180,0.000,0,254.619739
1.867,3.912,-0.150,4.960,0.000,0,254.7833507
1.884,3.947,0.530,4.300,0.000,0,254.8924245
1.900,3.981,-0.020,4.840,0.000,0,254.933327
1.917,4.016,0.262,4.518,0.000,0,255.0696682
1.934,4.052,0.366,4.454,0.000,0,255.1923744
1.950,4.086,0.310,4.500,0.000,0,255.1651064
1.967,4.121,0.640,4.160,0.000,0,255.3014461
1.984,4.157,0.370,4.440,0.000,0,255.4786863
2.000,4.192,0.268,4.552,0.000,0,255.5468552
2.017,4.227,-0.310,5.130,0.000,0,255.6968261
2.034,4.261,0.330,4.510,0.000,0,255.7649943
2.050,4.297,0.115,4.675,0.000,0,255.8467958
2.067,4.331,-0.100,4.920,0.000,0,255.9285971
2.084,4.366,0.540,4.310,0.000,0,255.0696682
2.100,4.401,0.256,4.614,0.000,0,255.1105703
2.117,4.436,0.280,4.630,0.000,0,255.2060084
2.134,4.471,0.300,4.620,0.000,0,255.2332764
2.150,4.506,0.260,4.710,0.000,0,255.3696156
2.167,4.541,0.255,4.795,0.000,0,255.4514187
2.184,4.575,0.480,4.600,0.000,0,255.5059539
2.200,4.611,-0.200,5.300,0.000,0,255.6013902
2.217,4.646,0.410,4.730,0.000,0,255.737727
2.234,4.681,0.000,5.210,0.000,0,255.8467958
2.250,4.716,0.265,5.015,0.000,0,255.9149636
2.267,4.750,0.250,5.060,0.000,0,255.1242044
2.284,4.785,-0.010,5.340,0.000,0,255.0560341
2.300,4.820,0.620,4.750,0.000,0,255.2332764
2.317,4.855,0.670,4.760,0.000,0,255.3559817
2.334,4.891,0.290,5.150,0.000,0,255.4514187
2.351,4.925,0.322,5.158,0.000,0,255.5741227
2.367,4.960,0.260,5.250,0.000,0,255.6968261
2.384,4.994,0.080,5.480,0.000,0,255.7649943
2.401,5.030,0.010,5.560,0.000,0,255.8876965
2.417,5.065,-0.190,5.830,0.000,0,255.9285971
2.434,5.100,0.140,5.500,0.000,0,255.9285971
2.451,5.135,0.177,5.513,0.000,0,255.9694976
2.467,5.169,0.450,5.280,0.000,0,255.7513607
2.484,5.204,0.110,5.640,0.000,0,255.737727
2.501,5.239,0.540,5.260,0.000,0,255.8331623
2.517,5.274,0.272,5.568,0.000,0,255.9149636
2.534,5.310,0.310,5.580,0.000,0,256.0240314
2.551,5.344,0.370,5.540,0.000,0,256.0512983
2.567,5.379,-0.150,6.100,0.000,0,255.7513607
2.584,5.414,0.212,5.768,0.000,0,255.7649943
2.601,5.449,0.188,5.843,0.000,0,255.8604294
2.617,5.484,-0.120,6.200,0.000,0,255.9422306
2.634,5.519,0.650,5.420,0.000,0,255.9694976
2.651,5.554,0.574,5.556,0.000,0,255.6286576
2.667,5.588,1.110,5.010,0.000,0,255.5877565
2.684,5.624,0.260,5.910,0.000,0,255.737727
2.701,5.658,0.970,5.210,0.000,0,255.8195287
2.717,5.693,0.500,5.720,0.000,0,255.9149636
2.734,5.728,0.466,5.784,0.000,0,255.9285971
2.751,5.763,0.190,6.100,0.000,0,255.90133
2.767,5.798,0.332,5.978,0.000,0,256.010398
2.784,5.833,0.410,5.890,0.000,0,256.010398
2.801,5.868,0.150,6.130,0.000,0,254.428857
2.817,5.902,0.410,5.910,0.000,0,254.4561259
2.834,5.937,-0.200,6.550,0.000,0,254.5242982
2.851,5.973,0.860,5.490,0.000,0,254.5924702
2.867,6.008,0.240,6.080,0.000,0,254.6470077
2.884,6.043,0.050,6.290,0.000,0,254.7969849
2.901,6.077,0.230,6.110,0.000,0,254.8378877
2.917,6.112,0.090,6.230,0.000,0,254.8787903
2.934,6.148,0.400,5.950,0.000,0,254.9878636
2.951,6.182,0.140,6.220,0.000,0,255.0833022
2.967,6.218,0.102,6.248,0.000,0,255.1651064
2.984,6.252,-0.050,6.470,0.000,0,255.1923744
3.001,6.287,0.140,6.430,0.000,0,255.2060084
3.017,6.321,-1.190,8.080,0.000,0,255.2469103
3.034,6.357,0.370,6.630,0.000,0,255.2741782
3.051,6.392,1.670,5.370,0.000,0,255.3014461
3.067,6.427,0.238,6.822,0.000,0,255.2878122
3.084,6.462,0.190,6.880,0.000,0,255.3559817
3.101,6.496,0.513,6.577,0.000,0,255.4105172
3.117,6.531,0.150,6.920,0.000,0,255.4377849
3.134,6.567,0.142,6.968,0.000,0,255.4514187
3.151,6.601,0.127,6.973,0.000,0,255.5332215
3.167,6.637,0.190,6.940,0.000,0,255.5468552
3.184,6.671,0.105,6.995,0.000,0,255.5468552
3.201,6.706,0.220,6.910,0.000,0,255.5741227
3.217,6.740,0.080,7.040,0.000,0,255.6013902
3.234,6.776,0.110,6.930,0.000,0,255.6422914
3.251,6.811,0.500,6.580,0.000,0,255.6013902
3.267,6.846,-0.220,7.340,0.000,0,255.6695587
3.284,6.881,0.230,6.910,0.000,0,255.6831924
3.301,6.915,0.396,6.734,0.000,0,255.7240934
3.317,6.951,0.060,7.040,0.000,0,255.7786279
3.334,6.986,0.477,6.762,0.000,0,255.7513607
3.351,7.020,1.410,5.960,0.000,0,254.401588
3.367,7.055,0.296,7.174,0.000,0,254.374319
3.384,7.090,0.210,7.430,0.000,0,254.4424915
3.401,7.125,-0.040,7.800,0.000,0,254.5379326
3.417,7.161,-0.160,7.970,0.000,0,254.5788358
3.434,7.195,0.330,7.560,0.000,0,254.6470077
3.451,7.230,0.105,7.865,0.000,0,254.7969849
3.467,7.265,0.000,8.040,0.000,0,254.8787903
3.484,7.300,0.220,7.900,0.000,0,254.9196928
3.501,7.335,0.280,7.860,0.000,0,254.9878636
3.517,7.370,0.470,7.750,0.000,0,255.0424
3.534,7.405,0.222,8.098,0.000,0,255.1378384
3.551,7.439,0.290,8.060,0.000,0,255.1787405
3.567,7.475,0.280,8.130,0.000,0,254.3061462
3.584,7.509,0.220,8.270,0.000,0,254.3334153
3.601,7.545,0.280,8.220,0.000,0,254.4152225
3.617,7.579,0.140,8.390,0.000,0,254.5788358
3.634,7.614,0.540,8.020,0.000,0,254.701545
3.651,7.649,0.060,8.510,0.000,0,254.7697164
3.667,7.684,0.203,8.437,0.000,0,254.8787903
3.684,7.719,0.223,8.427,0.000,0,254.9469612
3.701,7.754,0.070,8.630,0.000,0,254.1834347
3.717,7.789,0.223,8.407,0.000,0,254.2652425
3.734,7.824,0.223,8.457,0.000,0,254.374319
3.751,7.859,0.530,8.190,0.000,0,254.5106638
3.767,7.894,0.070,8.640,0.000,0,254.5788358
3.784,7.928,0.210,8.480,0.000,0,254.6879107
3.801,7.963,0.198,8.472,0.000,0,254.7833507
3.817,7.998,0.120,8.570,0.000,0,254.0470878
3.834,8.033,0.120,8.570,0.000,0,254.1016267
3.851,8.069,0.150,8.560,0.000,0,254.1970694
3.867,8.103,0.390,8.300,0.000,0,254.3606844
3.884,8.138,0.230,8.470,0.000,0,254.4970293
3.901,8.172,0.390,8.290,0.000,0,254.5788358
3.917,8.208,0.284,8.406,0.000,0,254.6879107
3.934,8.243,0.330,8.430,0.000,0,254.7560822
3.951,8.278,0.080,8.620,0.000,0,253.5016912
3.968,8.313,0.286,8.414,0.000,0,253.4062454
3.984,8.347,0.300,8.400,0.000,0,253.5698666
4.001,8.382,0.300,8.400,0.000,0,253.5698666
4.018,8.417,0.420,8.270,0.000,0,253.6789467
4.034,8.452,0.260,8.450,0.000,0,253.8016611
4.051,8.488,0.207,8.553,0.000,0,253.9652792
4.068,8.522,0.030,8.790,0.000,0,254.0334531
4.084,8.557,0.180,8.700,0.000,0,254.1425308
4.101,8.591,0.050,8.860,0.000,0,254.2516079
4.117,8.627,0.200,8.780,0.000,0,254.3197808
4.134,8.662,0.070,8.950,0.000,0,254.4424915
4.151,8.697,-0.260,9.340,0.000,0,254.551567
4.167,8.732,0.108,9.042,0.000,0,254.5924702
4.184,8.766,0.180,9.020,0.000,0,254.7288136
4.201,8.802,0.320,8.920,0.000,0,254.8378877
4.217,8.836,0.100,9.170,0.000,0,254.9469612
4.234,8.871,0.117,9.203,0.000,0,254.9742294
4.251,8.907,-0.030,9.430,0.000,0,255.1242044
4.267,8.941,0.220,9.230,0.000,0,255.1923744
4.284,8.976,-0.170,9.670,0.000,0,254.2243387
4.301,9.011,0.160,9.410,0.000,0,254.2516079
4.317,9.046,-0.210,9.790,0.000,0,254.374319
4.334,9.081,0.300,9.320,0.000,0,254.4970293
4.351,9.116,0.160,9.510,0.000,0,254.5924702
4.367,9.151,0.167,9.553,0.000,0,254.7288136
4.384,9.185,0.620,9.110,0.000,0,254.8515219
4.401,9.221,0.030,9.750,0.000,0,254.9742294
4.417,9.255,0.100,9.710,0.000,0,254.1425308
4.434,9.290,0.070,9.770,0.000,0,254.2516079
4.451,9.326,0.490,9.400,0.000,0,254.3470499
4.467,9.360,0.226,9.694,0.000,0,254.4561259
4.484,9.396,0.200,9.730,0.000,0,254.5924702
4.501,9.430,0.360,9.600,0.000,0,254.6470077
4.517,9.465,0.110,9.900,0.000,0,254.7424479
4.534,9.500,-0.030,10.090,0.000,0,252.9971868
4.551,9.535,0.170,9.890,0.000,0,252.9562804
4.567,9.570,0.690,9.410,0.000,0,253.0926345
4.584,9.605,0.270,9.890,0.000,0,253.1744465
4.601,9.640,0.340,9.840,0.000,0,253.2971639
4.617,9.674,0.340,9.880,0.000,0,253.378975
4.634,9.709,0.310,9.930,0.000,0,253.4335157
4.651,9.745,0.260,9.970,0.000,0,253.5971367
4.667,9.779,0.170,10.140,0.000,0,253.7062166
4.684,9.815,0.290,10.030,0.000,0,253.8016611
4.701,9.849,-0.060,10.440,0.000,0,253.8698355
4.718,9.884,0.430,9.960,0.000,0,253.9925488
4.734,9.918,0.260,10.180,0.000,0,254.1152614
4.751,9.954,0.570,9.900,0.000,0,254.1970694
4.768,9.989,0.418,10.103,0.000,0,254.2788771
4.784,10.024,0.413,10.147,0.000,0,254.374319
4.801,10.059,0.383,10.207,0.000,0,254.4697604
4.818,10.093,0.410,10.170,0.000,0,254.5106638
4.834,10.129,0.252,10.398,0.000,0,254.619739
4.851,10.164,0.170,10.530,0.000,0,254.6470077
4.868,10.198,0.270,10.440,0.000,0,254.8378877
4.884,10.233,0.160,10.580,0.000,0,254.9196928
4.901,10.268,0.250,10.520,0.000,0,254.9605953
4.918,10.303,0.060,10.780,0.000,0,255.0560341
4.934,10.339,0.172,10.738,0.000,0,255.1242044
4.951,10.373,0.320,10.600,0.000,0,254.1834347
4.968,10.408,0.162,10.788,0.000,0,254.2243387
4.984,10.442,0.300,10.680,0.000,0,254.2516079
5.001,10.478,0.420,10.590,0.000,0,254.3879535
5.018,10.513,-0.160,11.200,0.000,0,254.5242982
5.034,10.548,0.230,10.840,0.000,0,254.5652014
5.051,10.583,0.210,10.920,0.000,0,254.6879107
5.068,10.617,0.090,11.060,0.000,0,254.7833507
5.084,10.653,-0.120,11.260,0.000,0,254.8924245
5.101,10.687,0.370,10.800,0.000,0,254.8787903
5.118,10.722,0.148,11.112,0.000,0,254.1561654
5.134,10.758,0.120,11.190,0.000,0,254.1152614
5.151,10.792,0.360,10.980,0.000,0,254.2243387
5.168,10.827,0.150,11.210,0.000,0,254.3334153
5.184,10.862,-0.080,11.440,0.000,0,254.4152225
5.201,10.897,0.168,11.232,0.000,0,254.5652014
5.218,10.931,0.420,11.010,0.000,0,254.5924702
5.234,10.966,0.073,11.418,0.000,0,254.7288136
5.251,11.002,-0.010,11.530,0.000,0,253.0926345
5.268,11.037,0.286,11.264,0.000,0,252.8881031
5.284,11.072,-0.040,11.610,0.000,0,252.942645
5.301,11.106,0.490,11.080,0.000,0,253.0108222
5.318,11.141,0.570,11.060,0.000,0,253.1199052
5.334,11.177,0.280,11.410,0.000,0,253.2017171
5.351,11.211,0.270,11.400,0.000,0,253.3107991
5.368,11.247,0.110,11.630,0.000,0,253.4198805
5.384,11.281,0.923,10.867,0.000,0,253.5562315
5.401,11.316,0.748,11.033,0.000,0,253.6516767
5.418,11.350,0.968,10.843,0.000,0,253.6789467
5.434,11.386,2.390,9.470,0.000,0,253.8562006
5.451,11.421,0.220,11.630,0.000,0,253.9516444
5.468,11.456,0.370,11.570,0.000,0,254.0470878
5.484,11.491,0.210,11.800,0.000,0,254.1288961
5.501,11.525,0.210,11.810,0.000,0,254.210704
5.518,11.560,0.400,11.650,0.000,0,254.3606844
5.534,11.595,0.180,11.900,0.000,0,254.4833949
5.551,11.630,-0.210,12.310,0.000,0,254.5242982
5.568,11.666,0.080,12.070,0.000,0,254.6061046
5.584,11.700,-0.020,12.170,0.000,0,252.8744676
5.601,11.735,-0.033,12.233,0.000,0,252.2063174
5.618,11.770,-0.150,12.380,0.000,0,252.2472252
5.634,11.805,0.340,11.940,0.000,0,252.4108555
5.651,11.840,-0.240,12.500,0.000,0,252.5199416
5.668,11.875,0.097,12.233,0.000,0,252.6562985
5.684,11.910,0.170,12.190,0.000,0,252.7381122
5.701,11.944,0.000,12.400,0.000,0,252.9017386
5.718,11.980,0.460,11.980,0.000,0,253.0108222
5.734,12.014,0.258,12.192,0.000,0,253.0517284
5.751,12.049,0.380,12.130,0.000,0,253.1471758
5.768,12.084,0.240,12.260,0.000,0,253.2562581
5.784,12.119,0.300,12.280,0.000,0,253.3517047
5.801,12.154,0.310,12.290,0.000,0,253.474421
5.818,12.189,-0.160,12.770,0.000,0,253.5289614
5.834,12.224,-0.120,12.800,0.000,0,253.1335405
5.851,12.259,0.130,12.570,0.000,0,252.4653986
5.868,12.294,0.240,12.460,0.000,0,252.1381377
5.884,12.329,0.300,12.450,0.000,0,252.2608611
5.901,12.364,0.020,12.780,0.000,0,252.369948
5.918,12.399,0.195,12.615,0.000,0,252.5199416
5.934,12.433,-0.140,13.010,0.000,0,252.5744845
5.951,12.468,0.290,12.570,0.000,0,252.7381122
5.968,12.504,0.460,12.440,0.000,0,252.8471966
5.984,12.538,0.070,12.920,0.000,0,252.9971868
6.001,12.574,0.263,12.777,0.000,0,253.1062698
6.018,12.608,0.340,12.650,0.000,0,253.1744465
6.035,12.643,0.200,12.790,0.000,0,253.3107991
6.051,12.678,0.070,12.990,0.000,0,253.4198805
6.068,12.713,0.240,12.870,0.000,0,253.5289614
6.085,12.748,-0.160,13.280,0.000,0,253.6380417
6.101,12.782,0.300,12.880,0.000,0,253.6789467
6.118,12.818,0.330,12.860,0.000,0,253.5289614
6.135,12.852,0.350,12.870,0.000,0,252.6290272
6.151,12.888,-0.100,13.360,0.000,0,251.9881413
6.168,12.923,0.175,13.105,0.000,0,251.5517823
6.185,12.957,0.150,13.210,0.000,0,251.3608724
6.201,12.992,0.105,13.315,0.000,0,251.2108705
6.218,13.027,0.300,13.110,0.000,0,251.1699608
6.235,13.062,-0.350,13.780,0.000,0,251.1290509
6.251,13.098,0.320,13.190,0.000,0,251.1017776
6.268,13.132,0.070,13.420,0.000,0,251.1154142
6.285,13.167,-0.130,13.660,0.000,0,251.1699608
6.301,13.201,0.280,13.320,0.000,0,251.1290509
6.318,13.237,-0.170,13.780,0.000,0,251.1426875
6.335,13.271,-0.150,13.810,0.000,0,251.2108705
6.351,13.307,-0.080,13.760,0.000,0,251.2926899
6.368,13.342,0.100,13.580,0.000,0,251.3881454
6.385,13.376,-0.040,13.730,0.000,0,251.5108732
6.401,13.411,-0.040,13.770,0.000,0,251.5926914
6.418,13.446,0.030,13.730,0.000,0,251.7835992
6.435,13.481,0.080,13.790,0.000,0,251.8926886
6.451,13.517,0.067,13.763,0.000,0,251.9745053
6.468,13.551,-0.110,13.980,0.000,0,252.1245017
6.485,13.586,0.440,13.480,0.000,0,252.2199534
6.501,13.621,0.000,13.920,0.000,0,252.369948
6.518,13.656,0.170,13.840,0.000,0,252.4517628
6.535,13.690,0.150,13.900,0.000,0,252.6017558
6.551,13.725,0.157,13.873,0.000,0,252.7244766
6.568,13.761,-0.110,14.230,0.000,0,252.80629
6.585,13.795,0.300,13.820,0.000,0,252.942645
6.601,13.831,0.430,13.790,0.000,0,253.0108222
6.618,13.865,-0.100,14.300,0.000,0,252.9017386
6.635,13.900,0.270,13.950,0.000,0,252.80629
6.651,13.936,0.230,14.080,0.000,0,252.7790189
6.668,13.971,0.590,13.720,0.000,0,252.7653833
6.685,14.006,0.170,14.190,0.000,0,252.6835697
6.701,14.040,0.390,13.940,0.000,0,252.6290272
6.718,14.076,0.274,14.046,0.000,0,252.6153915
6.735,14.110,-0.190,14.610,0.000,0,252.6426628
6.751,14.145,0.084,14.376,0.000,0,252.5881201
6.768,14.181,0.410,14.100,0.000,0,252.5335773
6.785,14.215,-0.220,14.740,0.000,0,252.5744845
6.801,14.251,0.030,14.500,0.000,0,252.5335773
6.818,14.285,-0.130,14.770,0.000,0,252.547213
6.835,14.320,-0.133,14.793,0.000,0,252.5608488
6.851,14.355,0.360,14.300,0.000,0,252.5199416
6.868,14.390,-0.180,14.940,0.000,0,252.4790344
6.885,14.425,-0.990,15.730,0.000,0,252.5063059
6.901,14.460,-0.208,15.008,0.000,0,252.5199416
6.918,14.495,-0.270,15.080,0.000,0,252.4108555
6.935,14.529,-0.375,15.205,0.000,0,252.4381271
6.951,14.564,0.040,14.830,0.000,0,252.3972197
6.968,14.600,-0.280,15.150,0.000,0,252.4244913
6.985,14.634,0.018,14.963,0.000,0,252.3835838
7.001,14.670,0.018,14.983,0.000,0,252.3835838
7.018,14.704,0.370,14.660,0.000,0,252.3290405
7.035,14.739,-0.060,15.110,0.000,0,252.3290405
7.051,14.774,0.166,14.914,0.000,0,252.3154046
7.068,14.809,-0.010,15.120,0.000,0,252.3290405
7.085,14.844,0.300,14.840,0.000,0,252.3154046
7.101,14.879,0.230,14.920,0.000,0,252.2881329
7.118,14.914,0.205,14.995,0.000,0,252.2881329
7.135,14.948,0.330,14.880,0.000,0,252.2881329
7.151,14.984,0.000,15.290,0.000,0,252.2472252
7.168,15.019,0.380,14.890,0.000,0,252.3154046
7.185,15.053,0.110,15.230,0.000,0,252.2608611
7.201,15.089,-0.060,15.460,0.000,0,252.3154046
7.218,15.123,-0.030,15.430,0.000,0,252.3017688
7.235,15.158,0.140,15.300,0.000,0,252.3154046
7.252,15.194,0.192,15.368,0.000,0,252.3154046
7.268,15.228,0.400,15.120,0.000,0,252.4517628
7.285,15.263,0.060,15.530,0.000,0,252.5608488
7.302,15.298,0.230,15.350,0.000,0,252.6972054
7.318,15.333,0.180,15.490,0.000,0,252.80629
7.335,15.367,-0.320,16.000,0.000,0,252.942645
7.352,15.403,0.093,15.607,0.000,0,253.0789991
7.368,15.438,0.130,15.640,0.000,0,253.1880818
7.385,15.472,-0.140,15.920,0.000,0,253.378975
7.402,15.507,0.480,15.330,0.000,0,253.5016912
7.418,15.542,-0.070,15.900,0.000,0,253.6380417
7.435,15.577,0.098,15.732,0.000,0,253.7062166
7.452,15.613,0.340,15.540,0.000,0,253.8289309
7.468,15.647,0.000,15.980,0.000,0,253.9516444
7.485,15.682,-0.020,16.020,0.000,0,253.8971052
7.502,15.716,0.490,15.520,0.000,0,253.0926345
7.518,15.752,-0.330,16.370,0.000,0,252.5199416
7.535,15.787,0.290,15.780,0.000,0,252.1654096
7.552,15.822,0.150,15.920,0.000,0,251.9063247
7.568,15.857,0.450,15.730,0.000,0,252.0290495
7.585,15.891,0.080,16.110,0.000,0,252.1517736
7.602,15.927,0.460,15.700,0.000,0,252.2472252
7.618,15.961,-0.060,16.330,0.000,0,252.4381271
7.635,15.997,-0.100,16.380,0.000,0,252.5199416
7.652,16.032,0.075,16.285,0.000,0,252.6562985
7.668,16.066,-0.150,16.500,0.000,0,252.7517477
7.685,16.101,0.340,16.030,0.000,0,252.9290095
7.702,16.136,0.420,15.990,0.000,0,252.9835513
7.718,16.171,0.040,16.400,0.000,0,253.1880818
7.735,16.206,0.430,16.040,0.000,0,253.2426229
7.752,16.241,0.610,15.930,0.000,0,253.4062454
7.768,16.276,0.240,16.300,0.000,0,253.5425965
7.785,16.311,0.400,16.220,0.000,0,253.6380417
7.802,16.346,-0.040,16.640,0.000,0,253.7743913
7.818,16.380,0.000,16.590,0.000,0,253.8425658
7.835,16.415,0.470,16.180,0.000,0,253.7334865
7.852,16.451,-0.080,16.780,0.000,0,253.1471758
7.868,16.485,0.380,16.370,0.000,0,252.6426628
7.885,16.521,-0.110,16.880,0.000,0,252.3017688
7.902,16.555,0.570,16.260,0.000,0,251.9608692
7.918,16.590,-0.320,17.180,0.000,0,251.7563268
7.935,16.624,-0.080,16.980,0.000,0,251.5517823
7.952,16.660,0.064,16.906,0.000,0,251.4154183
7.968,16.695,0.180,16.790,0.000,0,251.2790533
7.985,16.730,-0.030,17.050,0.000,0,251.197234
8.002,16.765,0.184,16.886,0.000,0,251.0881409
8.018,16.799,0.350,16.790,0.000,0,251.0472309
8.035,16.834,-0.050,17.240,0.000,0,251.0199575
8.052,16.870,0.470,16.740,0.000,0,250.9381371
8.068,16.904,0.258,17.013,0.000,0,250.9790474
8.085,16.940,0.170,17.160,0.000,0,250.9245004
8.102,16.974,0.163,17.208,0.000,0,250.8563164
8.118,17.009,0.000,17.400,0.000,0,250.8699532
8.135,17.043,0.030,17.420,0.000,0,250.8699532
8.152,17.079,0.360,17.130,0.000,0,250.9108636
8.168,17.115,0.430,17.080,0.000,0,250.8972268
8.185,17.149,0.177,17.373,0.000,0,250.88359
