Time,Cum. Inj. Water,Cum Prod Water,Cum. Oil Prod. ,Cum. Inj CO2,Cum. Prod Gas,Pressure
(hrs),(rml),ml,(sep_ml),(rml),(std.cc),atm
26.346,331.213,-0.232,249.823,0.000,25935.293,296.148
26.363,331.418,-0.322,249.836,0.000,25896.098,296.393
26.380,331.632,-0.252,249.311,0.000,25953.984,296.474
26.396,331.841,-0.232,249.974,0.000,25977.564,296.352
26.413,332.047,-0.252,249.788,0.000,25985.033,296.352
26.430,332.257,-0.202,250.540,0.000,25990.882,296.311
26.446,332.466,-0.252,251.043,0.000,25988.344,296.311
26.463,332.677,-0.242,250.598,0.000,26036.710,296.352
26.480,332.886,-0.242,250.731,0.000,26064.322,296.393
26.496,333.096,-0.262,251.184,0.000,26069.186,296.352
26.513,333.305,-0.262,251.636,0.000,26098.612,296.393
26.530,333.516,-0.352,251.680,0.000,26098.726,296.270
26.546,333.725,-0.232,251.924,0.000,26126.581,296.393
26.563,333.935,-0.332,251.817,0.000,26130.487,296.230
26.580,334.145,-0.252,251.592,0.000,26190.807,296.189
26.596,334.356,-0.312,252.192,0.000,26186.126,296.393
26.613,334.561,-0.272,252.256,0.000,26183.884,296.230
26.630,334.775,-0.242,253.157,0.000,26255.784,296.393
26.646,334.981,-0.222,252.743,0.000,26238.618,296.352
26.663,335.190,-0.322,252.656,0.000,26234.117,296.311
26.680,335.400,-0.292,253.079,0.000,26267.780,296.352
26.696,335.609,-0.292,252.873,0.000,26265.656,296.230
26.713,335.820,-0.242,253.505,0.000,26290.519,296.230
26.730,336.029,-0.242,253.638,0.000,26311.086,296.311
26.746,336.239,-0.242,254.042,0.000,26337.934,296.270
26.763,336.448,-0.292,254.325,0.000,26375.099,296.270
26.780,336.659,-0.292,254.728,0.000,26379.225,296.311
26.796,336.868,-0.212,254.398,0.000,26389.284,296.189
26.813,337.078,-0.222,254.656,0.000,26382.202,296.270
26.830,337.287,-0.232,254.360,0.000,26400.080,296.270
26.846,337.498,-0.322,254.603,0.000,26439.299,296.651
26.863,337.707,-0.292,254.517,0.000,26444.819,296.270
26.880,337.917,-0.302,254.730,0.000,26497.890,296.311
26.896,338.126,-0.302,254.978,0.000,26475.705,296.311
26.913,338.336,-0.242,255.225,0.000,26486.630,296.433
26.930,338.546,-0.262,255.487,0.000,26535.120,296.352
26.946,338.755,-0.212,255.133,0.000,26520.384,296.311
26.963,338.962,-0.212,255.266,0.000,26543.053,296.393
26.980,339.171,-0.272,256.228,0.000,26549.733,296.311
26.996,339.382,-0.252,256.121,0.000,26610.326,296.311
27.013,339.591,-0.302,255.547,0.000,26618.965,296.270
27.030,339.802,-0.192,255.821,0.000,26590.966,296.230
27.046,340.011,-0.232,256.582,0.000,26658.337,296.352
27.063,340.221,-0.212,255.978,0.000,26668.616,296.352
27.080,340.431,-0.322,256.570,0.000,26670.422,296.393
27.096,340.641,-0.202,256.632,0.000,26671.752,296.189
27.113,340.850,-0.272,257.383,0.000,26715.346,296.311
27.130,341.060,-0.222,257.418,0.000,26737.963,296.311
27.146,341.270,-0.242,257.451,0.000,26765.025,296.270
27.163,341.476,-0.332,257.675,0.000,26783.628,296.393
27.180,341.686,-0.252,257.698,0.000,26780.247,296.393
27.196,341.896,-0.242,257.234,0.000,26780.804,296.352
27.213,342.106,-0.222,257.785,0.000,26819.687,296.270
27.230,342.315,-0.252,257.939,0.000,26855.928,296.230
27.246,342.525,-0.252,258.072,0.000,26830.894,296.270
27.263,342.735,-0.232,258.147,0.000,26860.775,296.189
27.280,342.945,-0.312,258.260,0.000,26887.275,296.433
27.296,343.154,-0.322,258.314,0.000,26882.939,296.393
27.313,343.364,-0.272,258.726,0.000,26916.364,296.311
27.330,343.574,-0.262,258.551,0.000,26939.297,296.352
27.346,343.783,-0.262,259.412,0.000,26934.182,296.230
27.363,343.993,-0.252,258.878,0.000,26966.043,296.311
27.380,344.202,-0.262,259.308,0.000,26968.322,296.393
27.396,344.410,-0.272,259.432,0.000,27007.515,296.352
27.413,344.619,-0.242,259.744,0.000,27021.115,296.270
27.430,344.829,-0.312,259.260,0.000,27015.084,296.189
27.446,345.038,-0.242,260.121,0.000,27046.124,296.148
27.463,345.249,-0.252,259.996,0.000,27041.590,296.352
27.480,345.458,-0.322,260.242,0.000,27066.360,296.230
27.496,345.668,-0.322,260.376,0.000,27117.910,296.352
27.513,345.877,-0.173,260.237,0.000,27125.772,296.352
27.530,346.086,-0.252,261.128,0.000,27134.144,296.270
27.546,346.297,-0.392,260.802,0.000,27169.115,296.230
27.563,346.506,-0.302,261.126,0.000,27149.653,296.352
27.580,346.717,-0.252,260.910,0.000,27168.665,296.270
27.596,346.926,-0.252,260.974,0.000,27188.802,296.352
27.613,347.136,-0.242,261.145,0.000,27231.874,296.230
27.630,347.345,-0.232,261.321,0.000,27205.190,296.352
27.646,347.556,-0.292,261.453,0.000,27262.499,296.270
27.663,347.765,-0.222,261.825,0.000,27268.406,296.148
27.680,347.975,-0.272,262.117,0.000,27277.260,296.352
27.696,348.181,-0.322,262.481,0.000,27295.447,296.270
27.713,348.392,-0.282,262.396,0.000,27321.763,296.270
27.730,348.601,-0.272,262.858,0.000,27299.131,296.270
27.746,348.811,-0.292,262.622,0.000,27321.053,296.270
27.763,349.020,-0.292,262.756,0.000,27352.163,296.270
27.780,349.229,-0.252,263.268,0.000,27378.622,296.311
27.796,349.439,-0.322,263.651,0.000,27355.425,296.311
27.813,349.649,-0.302,263.954,0.000,27392.046,296.270
27.830,349.859,-0.382,263.200,0.000,27444.168,296.270
27.846,350.068,-0.242,263.842,0.000,27439.285,296.311
27.863,350.279,-0.252,264.105,0.000,27461.132,296.393
27.880,350.488,-0.242,264.348,0.000,27482.939,296.352
27.896,350.699,-0.302,264.779,0.000,27501.926,296.230
27.913,350.908,-0.282,264.305,0.000,27525.149,296.433
27.930,351.115,-0.302,264.438,0.000,27549.186,296.433
27.946,351.324,-0.312,264.592,0.000,27560.846,296.352
27.963,351.535,-0.292,264.974,0.000,27557.536,296.433
27.980,351.744,-0.252,265.088,0.000,27565.237,296.270
27.996,351.953,-0.202,265.122,0.000,27630.532,296.230
28.013,352.164,-0.202,265.256,0.000,27623.767,296.352
28.030,352.373,-0.232,265.020,0.000,27649.518,296.311
28.046,352.583,-0.252,265.781,0.000,27632.968,296.311
28.063,352.793,-0.232,265.755,0.000,27624.743,296.393
28.080,353.003,-0.362,266.807,0.000,27693.011,296.393
28.096,353.212,-0.242,266.639,0.000,27674.031,296.270
28.113,353.420,-0.392,266.804,0.000,27726.361,296.311
28.130,353.630,-0.242,267.315,0.000,27710.694,296.311
28.146,353.840,-0.212,266.511,0.000,27736.142,296.311
28.163,354.049,-0.252,266.994,0.000,27750.864,296.270
28.180,354.259,-0.202,267.386,0.000,27747.910,296.311
28.196,354.469,-0.282,266.812,0.000,27766.552,296.474
28.213,354.679,-0.322,267.444,0.000,27823.549,296.311
28.230,354.888,-0.252,267.488,0.000,27806.990,296.270
28.246,355.099,-0.232,267.791,0.000,27842.817,296.189
28.263,355.308,-0.232,267.925,0.000,27846.199,296.270
28.280,355.517,-0.491,267.866,0.000,27896.907,296.311
28.296,355.727,-0.222,268.289,0.000,27900.883,296.352
28.313,355.936,-0.282,268.129,0.000,27921.220,296.270
28.330,356.143,-0.362,268.377,0.000,27922.621,296.230
28.346,356.352,-0.352,268.460,0.000,27927.478,296.270
28.363,356.563,-0.252,268.075,0.000,27976.725,296.352
28.380,356.772,-0.322,268.398,0.000,27982.152,296.311
28.396,356.983,-0.322,268.891,0.000,28003.715,296.311
28.413,357.192,-0.312,268.277,0.000,27982.300,296.393
28.430,357.402,-0.322,268.909,0.000,28032.016,296.311
28.446,357.611,-0.302,269.112,0.000,28066.883,296.311
28.463,357.820,-0.362,269.215,0.000,28044.903,296.393
28.480,358.031,-0.312,269.988,0.000,28065.478,296.148
28.496,358.240,-0.302,270.051,0.000,28084.484,296.230
28.513,358.450,-0.342,270.022,0.000,28119.580,296.311
28.530,358.659,-0.322,270.248,0.000,28137.709,296.393
28.546,358.869,-0.352,270.160,0.000,28130.518,296.189
28.563,359.079,-0.432,270.513,0.000,28165.274,296.352
28.580,359.288,-0.242,270.806,0.000,28160.314,296.311
28.596,359.498,-0.242,270.940,0.000,28201.694,296.270
28.613,359.705,-0.322,270.901,0.000,28189.278,296.230
28.630,359.915,-0.342,271.137,0.000,28245.384,296.270
28.646,360.124,-0.322,270.941,0.000,28262.399,296.311
28.663,360.334,-0.292,271.504,0.000,28267.090,296.433
28.680,360.543,-0.242,272.305,0.000,28256.299,296.352
28.696,360.754,-0.322,271.681,0.000,28280.372,296.230
28.713,360.963,-0.402,271.724,0.000,28322.785,296.352
28.730,361.174,-0.402,272.207,0.000,28330.926,296.230
28.746,361.383,-0.412,272.169,0.000,28345.960,296.352
28.763,361.594,-0.342,272.183,0.000,28382.605,296.230
28.780,361.803,-0.332,273.364,0.000,28391.621,296.311
28.796,362.013,-0.332,273.278,0.000,28394.434,296.393
28.813,362.222,-0.272,273.164,0.000,28421.043,296.270
28.830,362.432,-0.382,273.644,0.000,28435.842,296.311
28.846,362.638,-0.382,273.321,0.000,28424.017,296.230
28.863,362.849,-0.382,273.455,0.000,28423.587,296.311
28.880,363.058,-0.352,273.597,0.000,28488.996,296.352
28.896,363.267,-0.322,272.952,0.000,28502.790,296.352
28.913,363.478,-0.322,273.604,0.000,28506.422,296.393
28.930,363.687,-0.382,273.702,0.000,28520.906,296.311
28.946,363.898,-0.332,273.492,0.000,28567.611,296.393
28.963,364.107,-0.342,273.885,0.000,28555.199,296.352
28.980,364.317,-0.332,274.398,0.000,28595.069,296.352
28.996,364.526,-0.352,274.840,0.000,28574.768,296.352
29.013,364.736,-0.342,274.453,0.000,28592.677,296.311
29.030,364.946,-0.282,274.776,0.000,28644.376,296.352
29.046,365.156,-0.342,275.707,0.000,28645.209,296.393
29.063,365.365,-0.332,275.452,0.000,28654.462,296.270
29.080,365.572,-0.342,275.546,0.000,28671.081,296.311
29.096,365.781,-0.332,275.589,0.000,28674.563,296.270
29.113,365.991,-0.292,275.623,0.000,28717.769,296.393
29.130,366.201,-0.292,275.757,0.000,28715.947,296.270
29.146,366.410,-0.342,275.780,0.000,28731.759,296.474
29.163,366.620,-0.352,275.645,0.000,28767.371,296.189
29.180,366.830,-0.332,276.097,0.000,28759.589,296.230
29.196,367.040,-0.382,276.315,0.000,28780.516,296.270
29.213,367.250,-0.342,276.693,0.000,28804.729,296.270
29.230,367.460,-0.392,276.536,0.000,28817.447,296.270
29.246,367.669,-0.382,276.948,0.000,28845.286,296.515
29.263,367.880,-0.362,276.843,0.000,28878.543,296.230
29.280,368.086,-0.392,277.225,0.000,28879.634,296.352
29.296,368.296,-0.362,277.310,0.000,28910.169,296.311
29.313,368.505,-0.372,277.462,0.000,28930.680,296.270
29.330,368.714,-0.362,277.756,0.000,28946.308,296.352
29.346,368.924,-0.392,277.849,0.000,28944.886,296.189
29.363,369.134,-0.392,277.983,0.000,28984.093,296.474
29.380,369.344,-0.382,277.777,0.000,28999.372,296.270
29.396,369.553,-0.412,278.589,0.000,28985.516,296.230
29.413,369.764,-0.392,278.523,0.000,29024.054,296.230
29.430,369.974,-0.362,278.667,0.000,29040.270,296.393
29.446,370.184,-0.362,279.428,0.000,29021.034,296.189
29.463,370.393,-0.362,279.343,0.000,29058.721,296.352
29.480,370.603,-0.392,278.387,0.000,29062.201,296.189
29.496,370.812,-0.392,278.590,0.000,29083.743,296.393
29.513,371.022,-0.342,279.162,0.000,29101.834,296.230
29.530,371.232,-0.372,279.775,0.000,29124.004,296.230
29.546,371.438,-0.362,279.828,0.000,29145.662,296.393
29.563,371.648,-0.322,280.022,0.000,29153.798,296.311
29.580,371.857,-0.332,279.866,0.000,29162.699,296.433
29.596,372.068,-0.362,279.800,0.000,29172.577,296.270
29.613,372.277,-0.372,280.462,0.000,29204.584,296.311
29.630,372.487,-0.402,280.696,0.000,29197.246,296.189
29.646,372.697,-0.402,280.830,0.000,29258.926,296.352
29.663,372.907,-0.402,280.733,0.000,29286.748,296.230
29.680,373.116,-0.432,281.158,0.000,29297.281,296.311
29.696,373.326,-0.362,281.549,0.000,29288.781,296.393
29.713,373.535,-0.412,281.663,0.000,29318.490,296.474
29.730,373.746,-0.332,281.267,0.000,29331.713,296.311
29.746,373.955,-0.402,281.689,0.000,29347.637,296.189
29.763,374.166,-0.352,281.911,0.000,29373.813,296.311
29.780,374.375,-0.352,281.546,0.000,29390.108,296.311
29.796,374.585,-0.332,281.650,0.000,29403.764,296.270
29.813,374.791,-0.352,282.411,0.000,29437.097,296.189
29.830,375.000,-0.362,282.410,0.000,29446.868,296.311
29.846,375.211,-0.452,282.738,0.000,29451.091,296.311
29.863,375.420,-0.402,283.053,0.000,29475.003,296.311
29.880,375.630,-0.402,283.523,0.000,29464.389,296.433
29.896,375.839,-0.402,283.656,0.000,29490.394,296.393
29.913,376.049,-0.402,283.541,0.000,29507.161,296.148
29.930,376.259,-0.392,283.761,0.000,29529.857,296.108
29.946,376.468,-0.422,283.718,0.000,29548.759,296.230
29.963,376.678,-0.372,283.965,0.000,29573.519,296.148
29.980,376.889,-0.432,284.354,0.000,29584.604,296.311
29.996,377.098,-0.392,284.445,0.000,29631.160,296.230
30.013,377.308,-0.382,284.200,0.000,29614.640,296.189
30.030,377.514,-0.352,284.343,0.000,29648.798,296.433
30.046,377.724,-0.432,284.637,0.000,29657.022,296.393
30.063,377.934,-0.402,284.901,0.000,29659.175,296.352
30.080,378.143,-0.402,284.126,0.000,29709.839,296.230
30.096,378.354,-0.392,284.998,0.000,29690.850,296.270
30.113,378.563,-0.372,284.812,0.000,29722.647,296.270
30.130,378.773,-0.312,284.996,0.000,29711.747,296.352
30.146,378.982,-0.312,285.129,0.000,29759.902,296.189
30.163,379.193,-0.372,285.353,0.000,29764.173,296.230
30.180,379.402,-0.392,285.525,0.000,29762.263,296.311
30.196,379.612,-0.422,285.480,0.000,29818.640,296.148
30.213,379.821,-0.412,285.583,0.000,29829.717,296.230
30.230,380.032,-0.352,286.086,0.000,29835.274,296.311
30.246,380.241,-0.392,286.887,0.000,29873.541,296.311
30.263,380.450,-0.422,286.411,0.000,29844.413,296.311
30.280,380.660,-0.392,286.840,0.000,29888.483,296.311
30.296,380.866,-0.422,286.867,0.000,29899.500,296.270
30.313,381.080,-0.382,287.220,0.000,29932.157,296.230
30.330,381.289,-0.362,287.552,0.000,29925.965,296.311
30.346,381.496,-0.402,287.527,0.000,29965.894,296.311
30.363,381.705,-0.372,287.474,0.000,29967.908,296.230
30.380,381.916,-0.372,287.608,0.000,30004.061,296.352
30.396,382.125,-0.372,287.399,0.000,30024.091,296.515
30.413,382.336,-0.382,287.612,0.000,30042.253,296.230
30.430,382.545,-0.452,287.786,0.000,30025.220,296.393
30.446,382.756,-0.422,287.819,0.000,30025.217,296.270
30.463,382.965,-0.412,287.813,0.000,30078.170,296.393
30.480,383.175,-0.422,288.684,0.000,30060.044,296.352
30.496,383.384,-0.432,288.928,0.000,30087.717,296.270
30.513,383.593,-0.412,288.790,0.000,30148.726,296.352
30.530,383.801,-0.392,288.166,0.000,30126.248,296.230
30.546,384.010,-0.392,288.917,0.000,30169.566,296.433
30.563,384.220,-0.461,289.011,0.000,30192.628,296.393
30.580,384.429,-0.432,288.905,0.000,30173.024,296.230
30.596,384.640,-0.452,289.637,0.000,30202.419,296.311
30.613,384.849,-0.481,289.103,0.000,30229.253,296.393
30.630,385.059,-0.481,289.236,0.000,30292.218,296.230
30.646,385.268,-0.442,289.698,0.000,30267.123,296.352
30.663,385.478,-0.372,290.540,0.000,30284.961,296.311
30.680,385.688,-0.392,289.856,0.000,30260.921,296.474
30.696,385.898,-0.402,290.109,0.000,30295.819,296.352
30.713,386.107,-0.452,291.230,0.000,30312.393,296.352
30.730,386.317,-0.412,290.584,0.000,30336.020,296.311
30.746,386.527,-0.382,290.508,0.000,30367.529,296.393
30.763,386.736,-0.372,291.609,0.000,30359.732,296.311
30.780,386.943,-0.442,290.435,0.000,30382.352,296.393
30.796,387.152,-0.481,290.878,0.000,30408.454,296.270
30.813,387.363,-0.432,291.669,0.000,30431.762,296.474
30.830,387.572,-0.422,291.402,0.000,30413.030,296.270
30.846,387.782,-0.422,291.535,0.000,30447.617,296.433
30.863,387.992,-0.461,292.230,0.000,30474.398,296.393
30.880,388.202,-0.442,292.164,0.000,30472.134,296.352
30.896,388.411,-0.382,291.889,0.000,30524.905,296.230
30.913,388.620,-0.402,292.322,0.000,30512.483,296.352
30.930,388.831,-0.412,292.724,0.000,30558.715,296.311
30.946,389.040,-0.432,292.479,0.000,30555.273,296.230
30.963,389.251,-0.412,293.141,0.000,30597.775,296.311
30.980,389.460,-0.432,293.482,0.000,30558.209,296.189
30.996,389.667,-0.541,292.568,0.000,30616.743,296.270
31.013,389.877,-0.461,293.191,0.000,30605.088,296.230
31.030,390.087,-0.412,293.873,0.000,30642.166,296.311
31.046,390.296,-0.402,293.707,0.000,30638.274,296.393
31.063,390.506,-0.481,293.911,0.000,30677.096,296.230
31.080,390.716,-0.452,294.075,0.000,30683.334,296.230
31.096,390.926,-0.481,294.138,0.000,30717.870,296.230
31.113,391.135,-0.481,294.271,0.000,30715.803,296.393
31.130,391.346,-0.442,294.116,0.000,30773.626,296.311
31.146,391.555,-0.511,294.997,0.000,30747.945,296.393
31.163,391.764,-0.452,294.600,0.000,30750.624,296.393
31.180,391.975,-0.442,294.853,0.000,30784.620,296.474
31.196,392.184,-0.461,295.326,0.000,30803.976,296.270
31.213,392.394,-0.461,294.701,0.000,30875.814,296.230
31.230,392.600,-0.452,294.815,0.000,30842.083,296.270
31.246,392.810,-0.442,295.516,0.000,30850.942,296.474
31.263,393.019,-0.461,295.978,0.000,30884.126,296.474
31.280,393.230,-0.452,295.828,0.000,30895.761,296.352
31.296,393.439,-0.461,296.426,0.000,30903.861,296.433
31.313,393.650,-0.461,296.210,0.000,30946.280,296.393
31.330,393.860,-0.432,296.025,0.000,30952.536,296.352
31.346,394.070,-0.481,296.338,0.000,30944.684,296.352
31.363,394.279,-0.442,296.509,0.000,30971.887,296.270
31.380,394.490,-0.442,296.643,0.000,31031.461,296.270
31.396,394.695,-0.392,296.696,0.000,30987.370,296.433
31.413,394.904,-0.442,296.776,0.000,31009.706,296.433
31.430,395.115,-0.392,296.565,0.000,31070.863,296.311
31.446,395.324,-0.432,297.367,0.000,31057.373,296.352
31.463,395.534,-0.392,296.792,0.000,31059.637,296.393
31.480,395.743,-0.452,298.172,0.000,31107.340,296.352
31.496,395.954,-0.481,298.295,0.000,31093.742,296.515
31.513,396.163,-0.491,297.781,0.000,31140.439,296.270
31.530,396.373,-0.442,298.084,0.000,31158.926,296.311
31.546,396.582,-0.461,298.367,0.000,31159.659,296.230
31.563,396.792,-0.481,298.301,0.000,31184.579,296.393
31.580,397.002,-0.442,298.355,0.000,31188.640,296.352
31.596,397.211,-0.471,299.186,0.000,31215.567,296.270
31.613,397.421,-0.561,298.382,0.000,31216.076,296.433
31.630,397.631,-0.561,298.515,0.000,31245.707,296.148
31.646,397.841,-0.442,298.847,0.000,31277.344,296.270
31.663,398.050,-0.432,299.648,0.000,31276.347,296.189
31.680,398.258,-0.471,299.882,0.000,31296.866,296.270
31.696,398.467,-0.471,299.537,0.000,31330.548,296.270
31.713,398.678,-0.471,299.880,0.000,31319.454,296.270
31.730,398.887,-0.461,299.887,0.000,31340.525,296.270
31.746,399.097,-0.491,299.917,0.000,31380.153,296.230
31.763,399.306,-0.432,299.672,0.000,31414.107,296.474
31.780,399.516,-0.501,300.503,0.000,31405.571,296.230
31.796,399.726,-0.481,300.498,0.000,31407.926,296.393
31.813,399.936,-0.461,301.209,0.000,31408.605,296.148
31.830,400.146,-0.481,300.583,0.000,31450.899,296.270
31.846,400.352,-0.442,301.464,0.000,31464.745,296.270
31.863,400.563,-0.422,301.080,0.000,31512.299,296.352
31.880,400.772,-0.461,300.994,0.000,31506.208,296.596
31.896,400.982,-0.461,301.127,0.000,31526.505,296.311
31.913,401.192,-0.471,301.530,0.000,31529.213,296.230
31.930,401.402,-0.521,301.668,0.000,31568.195,296.230
31.946,401.611,-0.461,301.518,0.000,31554.932,296.311
31.963,401.821,-0.461,302.010,0.000,31613.626,296.230
31.980,402.030,-0.471,302.234,0.000,31602.377,296.393
31.996,402.241,-0.461,302.108,0.000,31615.465,296.230
32.013,402.450,-0.452,302.341,0.000,31605.069,296.352
32.030,402.660,-0.501,302.285,0.000,31643.858,296.230
32.046,402.869,-0.491,302.287,0.000,31670.997,296.230
32.063,403.080,-0.501,303.288,0.000,31701.165,296.352
32.080,403.289,-0.501,302.952,0.000,31676.553,296.270
32.096,403.498,-0.442,303.974,0.000,31715.915,296.433
32.113,403.705,-0.521,303.488,0.000,31709.999,296.270
32.130,403.914,-0.521,303.622,0.000,31751.085,296.230
32.146,404.125,-0.422,303.217,0.000,31798.861,296.230
32.163,404.334,-0.501,304.199,0.000,31769.651,296.230
32.180,404.544,-0.491,304.012,0.000,31810.572,296.230
32.196,404.753,-0.491,304.256,0.000,31822.372,296.230
32.213,404.964,-0.442,304.490,0.000,31812.284,296.352
32.230,405.173,-0.422,304.134,0.000,31842.204,296.393
32.246,405.383,-0.461,304.807,0.000,31879.317,296.311
32.263,405.592,-0.521,304.970,0.000,31891.904,296.270
32.280,405.802,-0.521,304.864,0.000,31929.951,296.433
32.296,406.012,-0.442,305.374,0.000,31898.027,296.270
32.313,406.221,-0.541,304.960,0.000,31925.116,296.433
32.330,406.432,-0.481,305.492,0.000,31982.027,296.311
32.346,406.641,-0.501,305.755,0.000,31960.011,296.311
32.363,406.851,-0.471,305.420,0.000,32003.322,296.311
32.380,407.057,-0.432,305.972,0.000,32006.445,296.311
32.396,407.267,-0.432,306.106,0.000,32029.881,296.393
32.413,407.476,-0.471,306.189,0.000,32056.860,296.311
32.430,407.686,-0.461,306.193,0.000,32066.715,296.393
32.446,407.895,-0.442,306.456,0.000,32098.053,296.311
32.463,408.106,-0.442,306.390,0.000,32119.007,296.270
32.480,408.315,-0.461,307.062,0.000,32089.358,296.230
32.496,408.524,-0.481,306.992,0.000,32139.784,296.393
32.513,408.734,-0.432,306.860,0.000,32144.386,296.311
32.530,408.944,-0.471,307.124,0.000,32163.543,296.230
32.546,409.154,-0.442,307.765,0.000,32186.606,296.311
32.563,409.363,-0.471,307.401,0.000,32212.917,296.393
32.580,409.573,-0.481,307.863,0.000,32201.326,296.148
32.596,409.783,-0.531,307.967,0.000,32215.462,296.393
32.613,409.993,-0.471,308.718,0.000,32220.732,296.393
32.630,410.202,-0.471,308.850,0.000,32250.696,296.270
32.646,410.412,-0.481,308.175,0.000,32277.578,296.189
32.663,410.622,-0.521,308.549,0.000,32263.148,296.311
32.680,410.832,-0.481,309.140,0.000,32320.706,296.311
32.696,411.041,-0.481,308.347,0.000,32344.112,296.433
32.713,411.251,-0.392,309.178,0.000,32355.167,296.311
32.730,411.460,-0.521,309.342,0.000,32368.062,296.270
32.746,411.666,-0.461,309.575,0.000,32400.685,296.189
32.763,411.877,-0.511,310.266,0.000,32391.862,296.311
32.780,412.086,-0.521,309.692,0.000,32444.038,296.270
32.796,412.296,-0.491,309.925,0.000,32428.593,296.352
32.813,412.506,-0.481,309.530,0.000,32441.436,296.270
32.830,412.716,-0.491,310.202,0.000,32469.745,296.270
32.846,412.925,-0.501,310.485,0.000,32476.123,296.270
32.863,413.135,-0.501,310.618,0.000,32507.052,296.433
32.880,413.344,-0.491,310.154,0.000,32512.362,296.393
32.896,413.555,-0.471,311.464,0.000,32519.168,296.352
32.913,413.763,-0.461,310.571,0.000,32556.017,296.230
32.930,413.972,-0.561,311.402,0.000,32582.431,296.352
32.946,414.183,-0.491,311.286,0.000,32574.423,296.352
32.963,414.392,-0.442,311.579,0.000,32597.158,296.270
32.980,414.602,-0.481,311.962,0.000,32627.618,296.189
32.996,414.811,-0.511,311.285,0.000,32639.263,296.393
33.013,415.022,-0.541,311.699,0.000,32639.706,296.433
33.030,415.231,-0.461,311.922,0.000,32623.596,296.352
33.046,415.441,-0.491,311.597,0.000,32685.126,296.352
33.063,415.647,-0.471,312.438,0.000,32688.362,296.352
33.080,415.858,-0.551,312.462,0.000,32716.039,296.311
33.096,416.067,-0.551,312.595,0.000,32730.294,296.474
33.113,416.277,-0.432,312.360,0.000,32748.337,296.352
33.130,416.486,-0.442,313.231,0.000,32773.440,296.270
33.146,416.695,-0.531,312.817,0.000,32789.854,296.311
33.163,416.905,-0.501,313.132,0.000,32795.904,296.311
33.180,417.115,-0.521,313.372,0.000,32841.295,296.189
33.196,417.325,-0.501,313.750,0.000,32830.195,296.230
33.213,417.535,-0.471,314.059,0.000,32889.684,296.270
33.230,417.745,-0.471,314.471,0.000,32853.496,296.393
33.246,417.954,-0.491,314.485,0.000,32885.416,296.352
33.263,418.165,-0.501,314.538,0.000,32906.851,296.352
33.280,418.374,-0.491,314.812,0.000,32916.943,296.311
33.296,418.584,-0.511,314.325,0.000,32943.742,296.230
33.313,418.793,-0.442,314.388,0.000,32952.560,296.352
33.330,419.003,-0.442,314.522,0.000,32984.818,296.230
33.346,419.209,-0.491,314.485,0.000,33019.880,296.311
33.363,419.419,-0.541,315.427,0.000,33012.591,296.270
33.380,419.629,-0.491,314.892,0.000,33049.454,296.393
33.396,419.838,-0.491,315.664,0.000,33012.263,296.311
33.413,420.048,-0.551,315.668,0.000,33076.300,296.311
33.430,420.257,-0.551,315.753,0.000,33021.195,296.230
33.446,420.468,-0.531,316.154,0.000,33076.313,296.270
33.463,420.677,-0.511,315.620,0.000,33104.490,296.270
33.480,420.887,-0.511,316.301,0.000,33121.219,296.433
33.496,421.096,-0.521,315.837,0.000,33130.253,296.230
33.513,421.307,-0.471,315.870,0.000,33170.225,296.270
33.530,421.516,-0.501,316.348,0.000,33166.992,296.352
33.546,421.726,-0.471,316.766,0.000,33205.688,296.311
33.563,421.936,-0.471,316.790,0.000,33236.618,296.230
33.580,422.146,-0.471,316.923,0.000,33243.635,296.230
33.596,422.355,-0.471,316.568,0.000,33246.692,296.311
33.613,422.565,-0.491,316.919,0.000,33239.748,296.311
33.630,422.775,-0.511,317.172,0.000,33259.355,296.230
33.646,422.984,-0.501,317.604,0.000,33264.964,296.393
33.663,423.194,-0.561,317.868,0.000,33304.767,296.270
33.680,423.400,-0.461,317.632,0.000,33326.519,296.270
33.696,423.610,-0.491,318.145,0.000,33333.044,296.311
33.713,423.819,-0.551,318.748,0.000,33350.397,296.189
33.730,424.029,-0.491,318.412,0.000,33369.397,296.393
33.746,424.239,-0.481,318.790,0.000,33382.016,296.230
33.763,424.450,-0.501,318.849,0.000,33386.689,296.474
33.780,424.659,-0.521,319.109,0.000,33445.750,296.270
33.796,424.870,-0.521,319.245,0.000,33452.516,296.352
33.813,425.079,-0.541,319.815,0.000,33452.197,296.270
33.830,425.289,-0.491,319.899,0.000,33465.494,296.433
33.846,425.498,-0.511,319.743,0.000,33521.465,296.270
33.863,425.707,-0.531,319.327,0.000,33515.005,296.230
33.880,425.917,-0.531,320.060,0.000,33529.457,296.393
33.896,426.123,-0.481,319.844,0.000,33555.438,296.311
33.913,426.334,-0.571,319.788,0.000,33522.776,296.311
33.930,426.543,-0.501,320.531,0.000,33562.600,296.270
33.946,426.753,-0.511,320.654,0.000,33610.051,296.311
33.963,426.962,-0.471,320.389,0.000,33590.513,296.230
33.980,427.173,-0.452,320.911,0.000,33625.404,296.433
33.996,427.382,-0.402,320.456,0.000,33659.617,296.311
34.013,427.592,-0.402,320.589,0.000,33693.922,296.474
34.030,427.801,-0.541,321.631,0.000,33694.940,296.433
34.046,428.012,-0.521,321.126,0.000,33686.481,296.352
