Time,Cum. Inj. Water,Cum Prod Water,Cum. Oil Prod. ,Cum. Inj CO2,Cum. Prod Gas,Pressure
(hrs),(rml),ml,(sep_ml),(rml),(std.cc),atm
260.096,3269.807,2237.070,694.381,0.000,81752.756,295.564
260.113,3270.016,2237.288,694.840,0.000,81721.368,295.768
260.130,3270.226,2237.480,694.870,0.000,81725.096,295.822
260.146,3270.435,2237.692,694.800,0.000,81720.071,295.524
260.163,3270.645,2237.864,695.648,0.000,81730.913,295.646
260.180,3270.855,2238.036,694.810,0.000,81747.765,295.727
260.196,3271.061,2238.208,696.067,0.000,81713.425,295.768
260.213,3271.271,2238.440,695.449,0.000,81747.456,295.727
260.230,3271.480,2238.702,694.631,0.000,81739.404,295.483
260.246,3271.691,2238.933,695.319,0.000,81732.152,295.646
260.263,3271.900,2239.076,695.060,0.000,81749.663,295.646
260.280,3272.110,2239.218,695.060,0.000,81728.055,295.687
260.296,3272.319,2239.469,694.741,0.000,81737.850,295.605
260.313,3272.530,2239.680,695.020,0.000,81728.110,295.687
260.330,3272.740,2239.903,694.910,0.000,81736.148,295.768
260.346,3272.950,2240.172,694.870,0.000,81751.605,295.524
260.363,3273.159,2240.364,694.870,0.000,81739.020,295.687
260.380,3273.366,2240.436,695.169,0.000,81753.843,295.768
260.396,3273.577,2240.629,694.421,0.000,81761.426,295.687
260.413,3273.786,2240.871,695.279,0.000,81731.524,295.687
260.430,3273.997,2241.173,695.598,0.000,81726.921,295.687
260.446,3274.206,2241.305,695.070,0.000,81737.253,295.524
260.463,3274.416,2241.447,694.611,0.000,81726.492,295.646
260.480,3274.626,2241.658,695.349,0.000,81729.355,295.727
260.496,3274.835,2241.797,694.790,0.000,81731.297,295.646
260.513,3275.041,2242.079,694.392,0.000,81756.290,295.646
260.530,3275.254,2242.331,694.581,0.000,81731.469,295.646
260.546,3275.461,2242.463,694.666,0.000,81719.203,295.687
260.563,3275.671,2242.675,695.239,0.000,81725.628,295.768
260.580,3275.880,2242.947,694.531,0.000,81764.654,295.768
260.596,3276.089,2243.218,694.192,0.000,81729.402,295.687
260.613,3276.299,2243.261,695.309,0.000,81753.298,295.727
260.630,3276.509,2243.503,695.090,0.000,81746.912,295.646
260.646,3276.719,2243.695,695.090,0.000,81712.251,295.564
260.663,3276.929,2243.827,695.339,0.000,81760.069,295.564
260.680,3277.139,2244.038,694.192,0.000,81762.973,295.687
260.696,3277.348,2244.250,694.631,0.000,81758.901,295.605
260.713,3277.558,2244.382,694.531,0.000,81763.009,295.646
260.730,3277.767,2244.644,695.060,0.000,81726.688,295.904
260.746,3277.977,2244.866,694.900,0.000,81753.304,295.687
260.763,3278.187,2244.968,695.190,0.000,81760.456,295.687
260.780,3278.397,2245.376,695.180,0.000,81760.318,295.646
260.796,3278.606,2245.449,694.701,0.000,81760.456,295.687
260.813,3278.816,2245.720,695.798,0.000,81730.615,295.687
260.830,3279.026,2245.822,694.821,0.000,81752.712,295.646
260.846,3279.232,2246.123,695.250,0.000,81750.749,295.564
260.863,3279.443,2246.237,695.359,0.000,81746.755,295.646
260.880,3279.652,2246.528,695.848,0.000,81737.793,295.646
260.896,3279.862,2246.769,695.529,0.000,81756.882,295.605
260.913,3280.072,2246.891,695.519,0.000,81749.442,295.646
260.930,3280.282,2247.134,695.459,0.000,81766.972,295.646
260.946,3280.491,2247.276,695.429,0.000,81743.077,295.822
260.963,3280.701,2247.468,695.429,0.000,81759.618,295.605
260.980,3280.911,2247.646,694.611,0.000,81767.226,295.687
260.996,3281.121,2247.808,695.898,0.000,81764.364,295.727
261.013,3281.330,2248.040,695.479,0.000,81753.908,295.687
261.030,3281.537,2248.382,694.970,0.000,81760.680,295.727
261.046,3281.747,2248.484,694.831,0.000,81753.997,295.727
261.063,3281.956,2248.716,694.821,0.000,81767.784,295.564
261.080,3282.167,2248.868,695.080,0.000,81776.565,295.727
261.096,3282.376,2249.190,694.203,0.000,81758.729,295.687
261.113,3282.586,2249.282,696.057,0.000,81727.924,295.687
261.130,3282.795,2249.544,694.931,0.000,81763.388,295.687
261.146,3283.005,2249.785,695.034,0.000,81757.456,295.646
261.163,3283.215,2249.848,695.379,0.000,81756.823,295.687
261.180,3283.425,2250.070,695.168,0.000,81767.548,295.646
261.196,3283.634,2250.319,694.961,0.000,81732.513,295.687
261.213,3283.845,2250.530,695.579,0.000,81762.754,295.687
261.230,3284.054,2250.761,694.711,0.000,81751.674,295.605
261.246,3284.264,2250.983,695.040,0.000,81763.589,295.727
261.263,3284.473,2251.174,695.040,0.000,81753.435,295.687
261.280,3284.680,2251.406,694.891,0.000,81768.666,295.605
261.296,3284.890,2251.629,694.861,0.000,81783.109,295.646
261.313,3285.099,2251.821,694.622,0.000,81787.241,295.687
261.330,3285.310,2252.112,694.622,0.000,81766.004,295.564
261.346,3285.519,2252.224,695.240,0.000,81763.822,295.646
261.363,3285.729,2252.466,694.741,0.000,81764.694,295.605
261.380,3285.938,2252.698,695.519,0.000,81751.396,295.646
261.396,3286.149,2253.497,694.393,0.000,81812.340,295.863
261.413,3286.358,2253.759,695.181,0.000,81833.515,295.863
261.430,3286.569,2254.638,694.883,0.000,81792.864,295.483
261.446,3286.778,2255.196,695.551,0.000,81810.522,295.687
261.463,3286.988,2255.607,695.262,0.000,81807.360,295.646
261.480,3287.194,2255.968,695.581,0.000,81799.272,295.727
261.496,3287.403,2256.020,695.990,0.000,81806.004,295.646
261.513,3287.613,2256.332,695.302,0.000,81777.248,295.727
261.530,3287.823,2256.414,694.863,0.000,81803.512,295.727
261.546,3288.033,2256.586,695.362,0.000,81798.699,295.687
261.563,3288.242,2256.718,695.162,0.000,81806.716,295.646
261.580,3288.452,2256.950,694.654,0.000,81782.524,295.646
261.596,3288.662,2257.142,694.654,0.000,81796.420,295.687
261.613,3288.872,2257.254,694.005,0.000,81804.276,295.687
261.630,3289.081,2257.377,694.155,0.000,81802.398,295.727
261.646,3289.291,2257.418,693.796,0.000,81789.209,295.727
261.663,3289.501,2257.551,693.876,0.000,81776.132,295.687
261.680,3289.711,2257.683,693.890,0.000,81774.967,295.727
261.696,3289.920,2257.705,694.314,0.000,81791.292,295.564
261.713,3290.130,2257.867,693.377,0.000,81785.863,295.727
261.730,3290.339,2257.970,694.035,0.000,81793.359,295.646
261.746,3290.549,2258.159,693.426,0.000,81781.372,295.822
261.763,3290.759,2258.271,694.543,0.000,81782.552,295.727
261.780,3290.968,2258.553,694.075,0.000,81799.989,295.768
261.796,3291.179,2258.665,694.184,0.000,81787.044,295.646
261.813,3291.388,2258.867,694.563,0.000,81789.958,295.646
261.830,3291.595,2258.958,693.616,0.000,81776.948,295.605
261.846,3291.804,2259.131,694.962,0.000,81811.302,295.727
261.863,3292.014,2259.342,694.244,0.000,81805.944,295.646
261.880,3292.223,2259.524,694.384,0.000,81780.294,295.646
261.896,3292.434,2259.716,694.384,0.000,81823.912,295.863
261.913,3292.643,2259.928,694.224,0.000,81802.134,295.646
261.930,3292.853,2260.041,693.705,0.000,81816.282,295.605
261.946,3293.063,2260.321,694.174,0.000,81779.905,295.564
261.963,3293.272,2260.474,693.666,0.000,81805.270,295.564
261.980,3293.482,2260.616,693.965,0.000,81802.515,295.564
261.996,3293.691,2260.867,693.267,0.000,81802.026,295.646
262.013,3293.901,2261.099,694.414,0.000,81805.773,295.524
262.030,3294.110,2261.331,693.715,0.000,81820.276,295.727
262.046,3294.320,2261.463,694.244,0.000,81825.395,295.605
262.063,3294.530,2261.652,694.743,0.000,81807.295,295.687
262.080,3294.737,2261.695,694.204,0.000,81819.012,295.768
262.096,3294.946,2261.966,693.915,0.000,81822.059,295.687
262.113,3295.156,2262.277,694.394,0.000,81793.004,295.646
262.130,3295.365,2262.509,694.483,0.000,81823.087,295.646
262.146,3295.575,2262.621,694.942,0.000,81801.330,295.646
262.163,3295.785,2262.943,694.055,0.000,81819.665,295.605
262.180,3295.994,2263.065,694.164,0.000,81808.044,295.727
262.196,3296.205,2263.148,694.114,0.000,81807.953,295.863
262.213,3296.414,2263.469,694.085,0.000,81804.845,295.687
262.230,3296.624,2263.661,694.085,0.000,81778.579,295.727
262.246,3296.833,2263.783,694.703,0.000,81820.656,295.687
262.263,3297.044,2264.015,694.483,0.000,81800.690,295.727
262.280,3297.253,2264.204,694.713,0.000,81801.753,295.646
262.296,3297.464,2264.366,695.311,0.000,81796.543,295.768
262.313,3297.673,2264.507,694.473,0.000,81779.888,295.564
262.330,3297.883,2264.789,694.822,0.000,81785.960,295.768
262.346,3298.092,2264.971,694.344,0.000,81801.708,295.768
262.363,3298.298,2265.123,694.793,0.000,81822.350,295.687
262.380,3298.509,2265.385,694.254,0.000,81814.108,295.985
262.396,3298.718,2265.438,693.725,0.000,81801.614,295.524
262.413,3298.928,2265.650,694.523,0.000,81819.941,295.687
262.430,3299.137,2265.901,694.244,0.000,81830.744,295.727
262.446,3299.348,2266.073,694.374,0.000,81833.162,295.646
262.463,3299.557,2266.285,694.503,0.000,81807.505,295.863
262.480,3299.767,2266.487,694.653,0.000,81816.122,295.687
262.496,3299.976,2266.749,694.434,0.000,81814.230,295.564
262.513,3300.187,2266.910,694.244,0.000,81791.788,295.687
262.530,3300.397,2267.100,694.244,0.000,81794.829,295.646
262.546,3300.607,2267.271,694.743,0.000,81804.186,295.646
262.563,3300.816,2267.473,694.463,0.000,81818.945,295.822
262.580,3301.026,2267.655,694.254,0.000,81800.443,295.727
262.596,3301.235,2267.947,694.733,0.000,81817.787,295.605
262.613,3301.445,2268.089,694.882,0.000,81822.821,295.524
262.630,3301.651,2268.310,694.942,0.000,81803.854,295.727
262.646,3301.860,2268.522,694.224,0.000,81810.752,295.605
262.663,3302.071,2268.704,694.833,0.000,81824.150,295.605
262.680,3302.280,2268.796,693.626,0.000,81840.564,295.646
262.696,3302.490,2269.277,694.743,0.000,81791.408,295.822
262.713,3302.699,2269.270,693.975,0.000,81830.182,295.524
262.730,3302.909,2269.472,694.444,0.000,81816.105,295.687
262.746,3303.119,2269.663,694.214,0.000,81795.934,295.605
262.763,3303.330,2269.816,695.391,0.000,81803.520,295.483
262.780,3303.538,2270.118,694.603,0.000,81810.049,295.605
262.796,3303.748,2270.280,694.623,0.000,81811.727,295.605
262.813,3303.957,2270.421,694.085,0.000,81801.234,295.768
262.830,3304.168,2270.613,694.085,0.000,81837.740,295.768
262.846,3304.377,2270.934,694.352,0.000,81829.517,295.768
262.863,3304.588,2271.024,694.703,0.000,81803.792,295.822
262.880,3304.793,2271.266,693.885,0.000,81841.325,295.727
262.896,3305.003,2271.537,694.593,0.000,81811.367,295.605
262.913,3305.213,2271.668,694.892,0.000,81806.006,295.727
262.930,3305.422,2271.880,694.723,0.000,81831.271,295.727
262.946,3305.632,2272.082,694.474,0.000,81822.317,295.727
262.963,3305.841,2272.135,695.301,0.000,81814.882,295.524
262.980,3306.052,2272.496,694.274,0.000,81802.105,295.687
262.996,3306.261,2272.678,694.653,0.000,81827.249,295.727
263.013,3306.471,2272.880,693.766,0.000,81822.824,295.564
263.030,3306.680,2273.062,694.364,0.000,81845.483,295.646
263.046,3306.889,2273.154,694.912,0.000,81838.783,295.564
263.063,3307.100,2273.405,694.603,0.000,81839.094,295.646
263.080,3307.309,2273.637,694.753,0.000,81832.208,295.687
263.096,3307.519,2273.779,694.504,0.000,81836.126,295.727
263.113,3307.728,2274.101,694.105,0.000,81825.985,295.768
263.130,3307.939,2274.293,694.105,0.000,81846.213,295.646
263.146,3308.148,2274.455,694.833,0.000,81830.879,295.564
263.163,3308.358,2274.687,693.895,0.000,81833.658,295.646
263.180,3308.568,2274.846,695.481,0.000,81840.977,295.768
263.196,3308.778,2275.097,694.344,0.000,81850.517,295.605
263.213,3308.987,2275.210,694.803,0.000,81838.295,295.687
263.230,3309.194,2275.362,694.464,0.000,81824.642,295.727
263.246,3309.403,2275.624,694.713,0.000,81846.154,295.727
263.263,3309.613,2275.755,694.484,0.000,81825.870,295.687
263.280,3309.823,2275.967,694.404,0.000,81848.552,295.605
263.296,3310.032,2276.279,694.215,0.000,81834.779,295.524
263.313,3310.243,2276.430,694.883,0.000,81800.662,295.727
263.330,3310.452,2276.643,695.551,0.000,81834.858,295.904
263.346,3310.662,2276.914,694.853,0.000,81827.891,295.646
263.363,3310.871,2276.976,694.783,0.000,81866.568,295.605
263.380,3311.081,2277.208,694.989,0.000,81832.885,295.646
263.396,3311.291,2277.440,694.743,0.000,81846.077,295.646
263.413,3311.501,2277.669,695.332,0.000,81840.134,295.483
263.430,3311.710,2277.883,694.394,0.000,81831.632,295.687
263.446,3311.921,2278.112,694.823,0.000,81864.645,295.564
263.463,3312.130,2278.304,694.823,0.000,81833.643,295.646
263.480,3312.336,2278.466,694.953,0.000,81866.296,295.483
263.496,3312.546,2278.559,694.953,0.000,81856.983,295.687
263.513,3312.755,2278.850,694.384,0.000,81851.591,295.727
263.530,3312.966,2278.982,695.521,0.000,81827.221,295.727
263.546,3313.175,2279.233,694.973,0.000,81838.127,295.768
263.563,3313.385,2279.326,693.985,0.000,81844.428,295.605
263.580,3313.594,2279.568,695.002,0.000,81819.654,295.822
263.596,3313.804,2279.869,695.262,0.000,81836.367,295.687
263.613,3314.014,2279.952,693.875,0.000,81835.442,295.646
263.630,3314.224,2280.203,694.693,0.000,81831.862,295.687
263.646,3314.433,2280.414,695.152,0.000,81827.954,295.605
263.663,3314.643,2280.636,694.843,0.000,81827.576,295.646
263.680,3314.853,2280.869,694.394,0.000,81830.241,295.605
263.696,3315.063,2281.000,694.783,0.000,81824.624,295.727
263.713,3315.272,2281.212,695.352,0.000,81853.345,295.646
263.730,3315.483,2281.454,694.683,0.000,81850.557,295.564
263.746,3315.692,2281.646,694.683,0.000,81843.713,295.687
263.763,3315.901,2281.815,694.604,0.000,81834.009,295.822
263.780,3316.111,2281.957,694.903,0.000,81868.087,295.687
263.796,3316.321,2282.338,694.305,0.000,81848.346,295.524
263.813,3316.528,2282.380,694.434,0.000,81860.341,295.727
263.830,3316.737,2282.562,694.457,0.000,81841.530,295.564
263.846,3316.947,2282.794,694.404,0.000,81867.386,295.646
263.863,3317.156,2283.076,693.746,0.000,81817.770,295.564
263.880,3317.367,2283.218,694.564,0.000,81836.206,295.605
263.896,3317.576,2283.370,694.354,0.000,81863.019,295.727
263.913,3317.786,2283.482,694.883,0.000,81850.015,295.605
263.930,3317.995,2283.694,694.893,0.000,81845.212,295.727
263.946,3318.206,2284.015,694.494,0.000,81833.987,295.605
263.963,3318.415,2284.297,694.783,0.000,81836.305,295.822
263.980,3318.624,2284.439,694.335,0.000,81844.405,295.646
263.996,3318.834,2284.700,695.023,0.000,81871.083,295.768
264.013,3319.044,2284.793,694.973,0.000,81861.894,295.687
264.030,3319.254,2285.025,694.454,0.000,81843.000,295.768
264.046,3319.463,2285.214,694.454,0.000,81846.850,295.605
264.063,3319.673,2285.386,694.205,0.000,81840.290,295.564
264.080,3319.882,2285.518,694.035,0.000,81870.236,295.822
264.096,3320.093,2285.799,694.913,0.000,81857.908,295.727
264.113,3320.299,2285.991,694.085,0.000,81872.639,295.768
264.130,3320.509,2286.242,694.275,0.000,81866.374,295.605
264.146,3320.719,2286.504,694.584,0.000,81849.942,295.768
264.163,3320.929,2286.726,694.774,0.000,81857.644,295.646
264.180,3321.138,2286.788,694.863,0.000,81876.101,295.646
264.196,3321.347,2286.970,695.192,0.000,81858.947,295.727
264.213,3321.557,2287.162,695.078,0.000,81849.310,295.727
264.230,3321.766,2287.394,694.813,0.000,81865.504,295.605
264.246,3321.977,2287.606,695.641,0.000,81843.992,295.727
264.263,3322.186,2287.748,694.923,0.000,81863.573,295.564
264.280,3322.396,2288.010,694.813,0.000,81876.473,295.605
264.296,3322.605,2288.132,694.444,0.000,81875.078,295.768
264.313,3322.815,2288.430,694.913,0.000,81855.069,295.646
264.330,3323.025,2288.562,694.793,0.000,81846.547,295.768
264.346,3323.232,2288.865,694.444,0.000,81848.021,295.646
264.363,3323.441,2289.056,694.444,0.000,81871.788,295.646
264.380,3323.650,2289.218,694.604,0.000,81859.300,295.768
264.396,3323.861,2289.350,694.714,0.000,81860.287,295.646
264.413,3324.070,2289.632,694.046,0.000,81864.258,295.727
264.430,3324.280,2289.774,694.744,0.000,81861.254,295.822
264.446,3324.489,2290.026,695.133,0.000,81846.575,295.605
264.463,3324.699,2290.218,694.744,0.000,81878.798,295.605
264.480,3324.909,2290.370,694.464,0.000,81877.784,295.646
264.496,3325.119,2290.691,694.903,0.000,81873.465,295.687
264.513,3325.328,2290.813,694.684,0.000,81857.849,295.564
264.530,3325.538,2291.015,695.512,0.000,81855.277,295.401
264.546,3325.748,2291.207,695.382,0.000,81869.007,295.605
264.563,3325.958,2291.518,694.883,0.000,81861.847,295.605
264.580,3326.167,2291.571,694.694,0.000,81862.978,295.646
264.596,3326.377,2291.763,694.415,0.000,81855.655,295.687
264.613,3326.587,2292.044,694.554,0.000,81845.354,295.687
264.630,3326.797,2292.273,695.013,0.000,81879.972,295.768
264.646,3327.006,2292.356,695.083,0.000,81840.355,295.646
264.663,3327.215,2292.547,695.083,0.000,81856.820,295.768
264.680,3327.426,2292.838,694.915,0.000,81821.470,295.768
264.696,3327.632,2292.980,694.534,0.000,81878.494,295.727
264.713,3327.842,2293.212,695.013,0.000,81854.561,295.646
264.730,3328.052,2293.444,695.442,0.000,81841.527,295.646
264.746,3328.262,2293.616,694.465,0.000,81871.306,295.687
264.763,3328.471,2293.858,695.432,0.000,81870.561,295.687
264.780,3328.681,2294.110,695.033,0.000,81842.813,295.687
264.796,3328.891,2294.202,694.824,0.000,81860.836,295.727
264.813,3329.101,2294.373,694.524,0.000,81843.182,295.687
264.830,3329.310,2294.576,694.883,0.000,81866.032,295.822
264.846,3329.520,2294.717,694.275,0.000,81872.569,295.646
264.863,3329.730,2294.999,695.183,0.000,81860.358,295.605
264.880,3329.939,2295.211,694.987,0.000,81831.972,295.646
264.896,3330.149,2295.420,694.674,0.000,81873.027,295.646
264.913,3330.358,2295.572,695.322,0.000,81860.642,295.564
264.930,3330.569,2295.803,695.751,0.000,81883.406,295.727
264.946,3330.778,2296.134,694.425,0.000,81855.385,295.646
264.963,3330.985,2296.207,694.525,0.000,81890.145,295.768
264.980,3331.194,2296.400,694.525,0.000,81861.714,295.687
264.996,3331.405,2296.571,694.634,0.000,81867.788,295.687
265.013,3331.614,2296.773,695.033,0.000,81901.888,295.687
265.030,3331.824,2297.045,694.275,0.000,81852.440,295.646
265.046,3332.033,2297.187,694.654,0.000,81881.417,295.524
265.063,3332.243,2297.379,694.894,0.000,81885.395,295.646
265.080,3332.452,2297.611,694.704,0.000,81851.301,295.768
265.096,3332.661,2297.833,694.674,0.000,81861.456,295.727
265.113,3332.871,2298.015,694.864,0.000,81870.963,295.646
265.130,3333.080,2298.206,694.973,0.000,81895.805,295.768
265.146,3333.291,2298.318,695.143,0.000,81879.297,295.727
265.163,3333.500,2298.639,695.123,0.000,81873.708,295.687
265.180,3333.710,2298.831,694.435,0.000,81869.296,295.687
265.196,3333.920,2299.000,694.953,0.000,81899.604,295.605
265.213,3334.130,2299.232,694.904,0.000,81866.099,295.646
265.230,3334.339,2299.404,694.245,0.000,81831.924,295.727
265.246,3334.546,2299.645,695.532,0.000,81875.845,295.822
265.263,3334.755,2299.827,695.303,0.000,81884.579,295.687
265.280,3334.965,2300.019,695.303,0.000,81893.026,295.564
265.296,3335.175,2300.192,694.575,0.000,81857.496,295.524
265.313,3335.384,2300.424,695.253,0.000,81881.270,295.646
265.330,3335.595,2300.596,694.934,0.000,81878.133,295.483
265.346,3335.804,2300.857,694.625,0.000,81880.954,295.768
265.363,3336.014,2300.929,695.283,0.000,81889.500,295.768
265.380,3336.223,2301.220,694.734,0.000,81866.614,295.646
265.396,3336.434,2301.402,695.343,0.000,81884.674,295.524
265.413,3336.643,2301.704,693.976,0.000,81892.110,295.564
265.430,3336.853,2301.926,694.575,0.000,81878.121,295.524
265.446,3337.062,2302.137,695.383,0.000,81876.944,295.646
265.463,3337.272,2302.246,694.305,0.000,81854.697,295.727
265.480,3337.482,2302.371,695.532,0.000,81885.505,295.646
265.496,3337.692,2302.620,694.535,0.000,81892.682,295.727
265.513,3337.901,2302.852,694.804,0.000,81870.451,295.727
265.530,3338.111,2303.014,695.412,0.000,81877.540,295.605
265.546,3338.318,2303.196,695.582,0.000,81889.672,295.727
265.563,3338.527,2303.507,694.994,0.000,81899.760,295.646
265.580,3338.737,2303.640,695.233,0.000,81879.093,295.727
265.596,3338.947,2303.832,695.233,0.000,81881.140,295.687
265.613,3339.157,2304.133,694.754,0.000,81912.053,295.524
265.630,3339.366,2304.305,694.465,0.000,81902.476,295.605
265.646,3339.577,2304.427,694.006,0.000,81907.435,295.687
265.663,3339.786,2304.719,694.246,0.000,81884.306,295.646
265.680,3339.996,2304.881,695.113,0.000,81896.610,295.768
265.696,3340.205,2305.150,694.575,0.000,81873.715,295.646
265.713,3340.416,2305.321,694.974,0.000,81889.289,295.687
265.730,3340.625,2305.513,694.665,0.000,81882.637,295.727
265.746,3340.831,2305.676,694.485,0.000,81902.185,295.605
265.763,3341.041,2305.887,694.206,0.000,81878.447,295.646
265.780,3341.250,2306.079,694.425,0.000,81913.867,295.727
265.796,3341.461,2306.311,694.515,0.000,81878.448,295.727
265.813,3341.670,2306.383,694.694,0.000,81903.613,295.687
265.830,3341.880,2306.655,695.173,0.000,81876.115,295.904
265.846,3342.089,2306.797,695.173,0.000,81873.780,295.687
265.863,3342.299,2307.018,694.136,0.000,81914.277,295.687
265.880,3342.509,2307.340,694.575,0.000,81915.556,295.687
265.896,3342.719,2307.452,694.725,0.000,81934.332,295.646
265.913,3342.928,2307.644,694.725,0.000,81897.097,295.564
265.930,3343.139,2307.846,694.774,0.000,81913.751,295.524
265.946,3343.348,2308.008,694.840,0.000,81908.862,295.687
265.963,3343.558,2308.300,694.924,0.000,81922.913,295.605
265.980,3343.768,2308.439,694.745,0.000,81904.038,295.605
265.996,3343.978,2308.750,694.735,0.000,81895.491,295.442
266.013,3344.184,2308.932,694.376,0.000,81891.733,295.605
266.030,3344.394,2309.125,694.356,0.000,81914.173,295.687
266.046,3344.604,2309.257,694.794,0.000,81878.214,295.687
266.063,3344.813,2309.478,694.565,0.000,81898.603,295.687
266.080,3345.023,2309.740,694.974,0.000,81892.170,295.605
266.096,3345.233,2309.882,694.695,0.000,81879.660,295.687
266.113,3345.443,2310.114,694.884,0.000,81909.148,295.727
266.130,3345.652,2310.386,694.745,0.000,81904.695,295.605
266.146,3345.863,2310.518,694.994,0.000,81883.586,295.687
266.163,3346.072,2310.760,694.376,0.000,81886.917,295.687
266.180,3346.283,2310.889,695.503,0.000,81884.716,295.605
266.196,3346.489,2311.111,694.805,0.000,81913.479,295.564
266.213,3346.698,2311.373,694.416,0.000,81889.943,295.687
266.230,3346.908,2311.565,694.416,0.000,81906.502,295.605
266.246,3347.118,2311.827,695.194,0.000,81891.291,295.687
266.263,3347.328,2311.989,695.343,0.000,81909.780,295.687
266.280,3347.537,2312.141,695.104,0.000,81899.237,295.564
266.296,3347.748,2312.323,694.924,0.000,81910.621,295.768
266.313,3347.957,2312.485,695.024,0.000,81891.220,295.605
266.330,3348.168,2312.787,694.875,0.000,81910.115,295.483
266.346,3348.377,2312.879,695.124,0.000,81919.964,295.605
266.363,3348.587,2313.181,694.406,0.000,81891.366,295.605
266.380,3348.796,2313.421,694.885,0.000,81928.004,295.605
266.396,3349.006,2313.603,694.685,0.000,81886.085,295.646
266.413,3349.215,2313.872,695.224,0.000,81910.052,295.646
266.430,3349.426,2313.955,694.795,0.000,81911.525,295.605
266.446,3349.632,2314.186,694.835,0.000,81930.335,295.605
266.463,3349.841,2314.378,694.157,0.000,81903.703,295.727
266.480,3350.051,2314.590,694.785,0.000,81914.314,295.687
266.496,3350.260,2314.902,695.164,0.000,81905.667,295.727
266.513,3350.471,2315.054,695.393,0.000,81894.281,295.646
266.530,3350.680,2315.205,695.403,0.000,81902.063,295.605
266.546,3350.890,2315.397,695.403,0.000,81899.456,295.727
266.563,3351.099,2315.509,695.303,0.000,81925.743,295.483
266.580,3351.309,2315.831,694.486,0.000,81911.934,295.687
266.596,3351.518,2316.043,695.194,0.000,81938.275,295.687
266.613,3351.728,2316.334,694.257,0.000,81912.431,295.687
266.630,3351.938,2316.357,694.855,0.000,81913.874,295.564
266.646,3352.147,2316.638,694.486,0.000,81933.344,295.687
266.663,3352.358,2316.730,694.720,0.000,81885.287,295.687
266.680,3352.567,2317.119,694.785,0.000,81913.278,295.564
266.696,3352.777,2317.174,694.905,0.000,81930.666,295.646
266.713,3352.986,2317.453,694.336,0.000,81914.250,295.646
266.730,3353.196,2317.665,694.117,0.000,81921.982,295.646
266.746,3353.405,2317.856,694.865,0.000,81932.137,295.524
266.763,3353.616,2317.988,695.314,0.000,81915.558,295.687
266.780,3353.825,2318.299,694.386,0.000,81925.983,295.605
266.796,3354.032,2318.511,694.356,0.000,81925.203,295.564
266.813,3354.241,2318.643,694.835,0.000,81885.565,295.822
266.830,3354.451,2318.834,694.835,0.000,81930.903,295.768
266.846,3354.660,2319.167,695.064,0.000,81904.210,295.687
266.863,3354.870,2319.288,695.015,0.000,81894.646,295.605
266.880,3355.080,2319.480,694.646,0.000,81936.934,295.727
266.896,3355.290,2319.702,694.237,0.000,81923.401,295.687
266.913,3355.500,2319.934,694.037,0.000,81929.672,295.687
266.930,3355.709,2320.026,694.715,0.000,81898.639,295.687
266.946,3355.920,2320.288,695.084,0.000,81921.631,295.605
266.963,3356.129,2320.550,694.017,0.000,81917.779,295.727
266.980,3356.339,2320.762,694.965,0.000,81935.306,295.605
266.996,3356.548,2321.100,693.569,0.000,81935.449,295.687
267.013,3356.759,2321.222,694.795,0.000,81915.402,295.564
267.030,3356.965,2321.255,694.855,0.000,81903.966,295.727
267.046,3357.175,2321.496,694.466,0.000,81925.035,295.687
267.063,3357.384,2321.708,694.855,0.000,81902.824,295.564
267.080,3357.593,2321.969,694.975,0.000,81921.049,295.646
267.096,3357.804,2322.181,695.364,0.000,81918.326,295.687
267.113,3358.013,2322.393,694.406,0.000,81933.595,295.727
267.130,3358.223,2322.585,694.406,0.000,81931.888,295.727
267.146,3358.432,2322.777,694.386,0.000,81931.978,295.727
267.163,3358.642,2323.069,694.676,0.000,81897.198,295.646
267.180,3358.852,2323.180,694.357,0.000,81929.973,295.564
267.196,3359.062,2323.413,694.267,0.000,81940.725,295.687
267.213,3359.272,2323.515,694.157,0.000,81913.665,295.564
267.230,3359.482,2323.776,694.825,0.000,81938.290,295.646
267.246,3359.691,2324.028,694.257,0.000,81926.169,295.646
267.263,3359.901,2324.230,695.174,0.000,81936.799,295.564
267.280,3360.111,2324.449,694.825,0.000,81922.144,295.727
267.296,3360.321,2324.601,694.377,0.000,81941.328,295.646
267.313,3360.530,2324.843,695.165,0.000,81900.258,295.687
267.330,3360.740,2325.075,693.858,0.000,81962.298,295.687
267.346,3360.946,2325.287,694.626,0.000,81924.835,295.687
267.363,3361.155,2325.398,694.327,0.000,81925.719,295.646
267.380,3361.366,2325.710,693.669,0.000,81948.977,295.687
267.396,3361.575,2325.942,694.297,0.000,81916.258,295.564
267.413,3361.785,2326.113,693.729,0.000,81943.891,295.687
267.430,3361.994,2326.136,694.766,0.000,81923.872,295.687
267.446,3362.205,2326.328,694.766,0.000,81931.520,295.646
267.463,3362.414,2326.620,694.428,0.000,81909.221,295.727
267.480,3362.624,2326.861,694.846,0.000,81948.686,295.564
267.496,3362.834,2327.063,694.078,0.000,81910.614,295.863
267.513,3363.044,2327.285,694.596,0.000,81952.969,295.605
267.530,3363.253,2327.434,695.394,0.000,81954.698,295.646
267.546,3363.463,2327.768,694.078,0.000,81949.877,295.605
