Time (h),Cum. Gas Inj (SCC),Cum. Gas Prod. (SCC),Cum Oil Prod. (SCC),Pressure (atm)
45.41,43335.56,35225.92,11.04,255.07
45.42,43345.62,35231.88,11.02,255.06
45.43,43348.86,35234.86,11.02,255.08
45.44,43356.75,35244.76,11.02,255.08
45.45,43367.13,35258.36,11.02,255.07
45.46,43385.4,35266.86,11.04,255.06
45.47,43380.88,35282.57,11.03,255.12
45.48,43396.22,35285.84,11.03,255.08
45.49,43409.08,35282.71,11.03,255.06
45.5,43409.52,35293.33,11.02,255.1
45.51,43425.31,35312.74,11.03,255.1
45.52,43440.65,35317.98,11.03,255.06
45.53,43446.06,35323.65,11.01,255.07
45.54,43448.99,35331.43,11.01,255.1
45.55,43456.89,35344.88,11.07,255.1
45.56,43477.63,35352.81,11.05,255.07
45.57,43483.05,35361.17,11.05,255.08
45.58,43490.94,35371.93,11.05,255.08
45.59,43501.31,35377.6,11.04,255.07
45.6,43504.25,35366.12,11.04,255.1
45.61,43522.51,35377.45,11.06,255.08
45.62,43537.84,35388.08,11.03,255.04
45.63,43540.78,35398.7,11.03,255.07
45.64,43543.72,35401.67,11.04,255.1
45.65,43554.09,35420.79,11.04,255.08
45.66,43564.93,35426.03,11.07,255.11
45.67,43582.72,35436.07,11.07,255.06
45.68,43585.66,35446.98,11.05,255.08
45.69,43588.61,35452.51,11.05,255.11
45.7,43598.98,35455.34,11.07,255.1
45.71,43617.24,35474.31,11.08,255.08
45.72,43615.24,35479.98,11.08,255.14
45.73,43628.08,35492.72,11.07,255.11
45.74,43640.92,35493.29,11.07,255.08
45.75,43633.98,35501.08,11.06,255.16
45.76,43664.6,35511.55,11.06,255.08
45.77,43672.81,35525.58,11.08,255.08
45.78,43672.97,35539.03,11.08,255.12
45.79,43690.75,35546.96,11.05,255.07
45.8,43688.76,35560.7,11.05,255.12
45.81,43704.55,35566.08,11.08,255.12
45.82,43712.76,35571.75,11.08,255.12
45.83,43720.34,35576.7,11.08,255.12
45.84,43735.96,35585.21,11.04,255.08
45.85,43743.53,35601.06,11.04,255.08
45.86,43754.39,35611.53,11.09,255.11
45.87,43765.06,35620.32,11.09,255.1
45.88,43770.49,35627.82,11.1,255.11
45.89,43778.38,35638.44,11.1,255.11
45.9,43788.74,35641.85,11.08,255.1
45.91,43802.07,35665.77,11.12,255.11
45.92,43809.96,35671.15,11.12,255.11
45.93,43822.79,35674.71,11.07,255.08
45.94,43823.29,35676.83,11.07,255.12
45.95,43836.11,35683.75,11.07,255.1
45.96,43849.43,35697.48,11.12,255.11
45.97,43862.25,35711.22,11.12,255.08
45.98,43862.76,35716.75,11.12,255.12
45.99,43875.58,35727.51,11.11,255.1
46,43878.55,35732.61,11.11,255.12
46.01,43899.26,35748.89,11.12,255.1
46.02,43909.61,35761.92,11.1,255.08
46.03,43915.05,35764.46,11.1,255.1
46.04,43922.94,35768.59,11.11,255.1
46.05,43930.83,35776.09,11.11,255.1
46.06,43944.16,35786.56,11.13,255.11
46.07,43952.06,35794.34,11.13,255.11
46.08,43959.95,35819.28,11.11,255.11
46.09,43970.3,35821.39,11.11,255.1
46.1,43975.74,35829.61,11.14,255.11
46.11,43991.53,35840.81,11.09,255.11
46.12,44004.34,35851.42,11.09,255.08
46.13,44004.86,35859.21,11.09,255.12
46.14,44017.67,35867.42,11.14,255.1
46.15,44023.11,35873.09,11.14,255.11
46.16,44043.8,35883.71,11.12,255.08
46.17,44056.61,35897.45,11.14,255.06
46.18,44057.14,35907.2,11.14,255.1
46.19,44065.03,35907.35,11.14,255.1
46.2,44077.83,35918.4,11.14,255.07
46.21,44086.04,35931.85,11.15,255.07
46.22,44094.15,35937.8,11.15,255.11
46.23,44102.05,35943.18,11.15,255.11
46.24,44117.3,35953.66,11.15,255.07
46.25,44117.84,35958.9,11.16,255.11
46.26,44130.95,35972.49,11.16,255.08
46.27,44146.42,35985.37,11.13,255.08
46.28,44154.63,35987.78,11.14,255.08
46.29,44162.52,35998.83,11.14,255.08
46.3,44172.87,36007.18,11.15,255.07
46.31,44173.1,36007.04,11.15,255.11
46.32,44196.55,36018.52,11.15,255.07
46.33,44206.89,36030.82,11.15,255.06
46.34,44212.33,36039.61,11.16,255.07
46.35,44212.88,36039.18,11.16,255.11
46.36,44223.22,36061.14,11.15,255.1
46.37,44243.91,36068.63,11.17,255.07
46.38,44256.69,36085.5,11.17,255.04
46.39,44254.8,36085.64,11.14,255.1
46.4,44270.03,36090.45,11.14,255.06
46.41,44273.03,36101.36,11.14,255.08
46.42,44288.82,36115.09,11.19,255.08
46.43,44301.6,36128.11,11.19,255.06
46.44,44304.61,36127.82,11.19,255.08
46.45,44307.61,36141.71,11.18,255.11
46.46,44317.95,36139.59,11.18,255.1
46.47,44338.62,36163.38,11.16,255.07
46.48,44344.07,36157.57,11.17,255.08
46.49,44351.97,36173.71,11.17,255.08
46.5,44364.75,36179.52,11.17,255.06
46.51,44367.76,36187.16,11.19,255.08
46.52,44383.54,36203.17,11.15,255.08
46.53,44396.32,36211.81,11.15,255.06
46.54,44406.65,36217.19,11.2,255.04
46.55,44412.1,36222.57,11.2,255.06
46.56,44422.44,36236.17,11.19,255.04
46.57,44433.34,36244.09,11.19,255.07
46.58,44439.11,36260.38,11.19,255.08
46.59,44446.69,36254.14,11.19,255.08
46.6,44457.34,36263.07,11.19,255.07
46.61,44464.92,36271.14,11.19,255.07
46.62,44473.39,36289.4,11.18,255.11
46.63,44491.35,36294.64,11.18,255.06
46.64,44503.8,36303.14,11.18,255.03
46.65,44507.13,36308.38,11.19,255.06
46.66,44505.28,36313.91,11.19,255.11
46.67,44530.81,36327.64,11.23,255.06
46.68,44531.4,36337.54,11.23,255.1
46.69,44546.6,36343.21,11.2,255.06
46.7,44552.06,36348.74,11.2,255.07
46.71,44564.82,36356.52,11.19,255.04
46.72,44575.74,36375.5,11.2,255.07
46.73,44581.2,36378.19,11.2,255.08
46.74,44593.96,36383.28,11.21,255.06
46.75,44606.71,36391.64,11.21,255.03
46.76,44609.74,36402.69,11.23,255.06
46.77,44620.66,36418.26,11.23,255.08
46.78,44638.28,36420.66,11.23,255.03
46.79,44638.88,36432.72,11.23,255.07
46.8,44649.21,36431.71,11.22,255.06
46.81,44664.39,36439.93,11.22,255.01
46.82,44677.74,36453.39,11.17,255.03
46.83,44690.5,36464.43,11.21,255
46.84,44693.53,36467.27,11.21,255.03
46.85,44698.99,36480.58,11.21,255.04
46.86,44704.46,36485.81,11.21,255.06
46.87,44725.1,36499.26,11.24,255.03
46.88,44732.99,36502.1,11.24,255.03
46.89,44740.88,36510.03,11.22,255.03
46.9,44743.92,36510.46,11.22,255.06
46.91,44754.24,36525.88,11.23,255.04
46.92,44774.88,36539.91,11.23,255.01
46.93,44770.64,36545.29,11.23,255.08
46.94,44790.66,36547.69,11.26,255.01
46.95,44793.7,36558.88,11.26,255.04
46.96,44801.6,36563.98,11.25,255.04
46.97,44824.65,36588.19,11.25,255
46.98,44830.44,36585.36,11.23,255.01
46.99,44840.44,36591.46,11.23,255
47,44846.22,36598.81,11.25,255.01
47.01,44853.8,36599.24,11.25,255.01
47.02,44869.58,36615.67,11.25,255.01
47.03,44877.47,36620.91,11.26,255.01
47.04,44875.99,36631.1,11.26,255.07
47.05,44890.83,36644.55,11.26,255.03
47.06,44901.46,36647.96,11.27,255.01
47.07,44914.83,36660.7,11.24,255.03
47.08,44929.66,36669.2,11.24,254.99
47.09,44933.03,36671.89,11.27,255.01
47.1,44940.92,36685.34,11.27,255.01
47.11,44948.81,36685.05,11.25,255.01
47.12,44959.76,36695.38,11.27,255.04
47.13,44974.91,36706.29,11.27,255
47.14,44982.8,36717.63,11.27,255
47.15,44993.11,36722.58,11.25,254.99
47.16,44993.75,36727.96,11.25,255.03
47.17,45014.37,36746.51,11.26,255
47.18,45022.26,36749.92,11.24,255
47.19,45027.73,36752.46,11.24,255.01
47.2,45038.04,36763.08,11.28,255
47.21,45045.93,36765.34,11.28,255
47.22,45059.3,36779.22,11.27,255.01
47.23,45072.02,36787.87,11.27,254.99
47.24,45075.08,36795.22,11.27,255.01
47.25,45087.8,36800.6,11.27,254.99
47.26,45098.11,36805.98,11.28,254.97
47.27,45116.3,36821.69,11.31,254.96
47.28,45121.78,36830.34,11.31,254.97
47.29,45122.44,36835.01,11.27,255.01
47.3,45132.74,36843.22,11.27,255
47.31,45140.63,36852.29,11.32,255
47.32,45158.82,36870.99,11.28,254.99
47.33,45164.31,36865.32,11.28,255
47.34,45172.2,36870.99,11.28,255
47.35,45177.68,36884.16,11.27,255.01
47.36,45187.98,36884.44,11.27,255
47.37,45201.36,36905.25,11.27,255.01
47.38,45207.15,36905.68,11.29,255.03
47.39,45205.1,36919.13,11.29,255.08
47.4,45227.75,36921.39,11.33,255
47.41,45228.11,36927.05,11.33,255.04
47.42,45246.3,36937.96,11.35,255.03
47.43,45249.7,36943.34,11.35,255.06
47.44,45262.4,36953.96,11.31,255.03
47.45,45260.67,36962.46,11.31,255.08
47.46,45270.97,36964.87,11.32,255.07
47.47,45296.37,36975.2,11.3,255.01
47.48,45287.44,36989.51,11.3,255.11
47.49,45302.54,36989.37,11.32,255.07
47.5,45308.03,37008.06,11.32,255.08
47.51,45320.73,37010.89,11.31,255.06
47.52,45338.92,37021.66,11.3,255.04
47.53,45346.81,37026.61,11.3,255.04
47.54,45349.9,37037.51,11.3,255.07
47.55,45355.4,37038.23,11.32,255.08
47.56,45360.89,37048.99,11.32,255.1
47.57,45376.68,37061.58,11.32,255.1
47.58,45389.37,37069.95,11.28,255.07
47.59,45390.07,37080.85,11.28,255.11
47.6,45402.76,37086.37,11.32,255.08
47.61,45408.25,37089.21,11.32,255.1
47.62,45421.64,37102.8,11.34,255.11
47.63,45431.93,37111.3,11.34,255.1
47.64,45442.23,37119.38,11.3,255.08
47.65,45442.93,37127.16,11.3,255.12
47.66,45455.62,37131.97,11.34,255.1
47.67,45473.8,37142.73,11.34,255.08
47.68,45476.9,37150.8,11.34,255.11
47.69,45489.59,37161.28,11.35,255.08
47.7,45497.48,37172.61,11.35,255.08
47.71,45505.37,37177.85,11.36,255.08
47.72,45516.37,37183.23,11.36,255.11
47.73,45531.45,37195.82,11.35,255.07
47.74,45541.73,37204.47,11.35,255.06
47.75,45549.63,37207.16,11.37,255.06
47.76,45552.73,37215.52,11.37,255.08
47.77,45568.52,37234.36,11.32,255.08
47.78,45581.51,37231.38,11.33,255.06
47.79,45586.7,37247.66,11.33,255.07
47.8,45597.3,37249.78,11.35,255.06
47.81,45602.49,37255.88,11.35,255.07
47.82,45608.31,37266.21,11.35,255.08
47.83,45631.26,37276.97,11.34,255.04
47.84,45638.84,37282.64,11.36,255.04
47.85,45647.05,37290.28,11.36,255.04
47.86,45652.55,37299.35,11.38,255.06
47.87,45660.44,37303.87,11.38,255.06
47.88,45673.84,37317.32,11.39,255.07
47.89,45681.73,37325.4,11.37,255.07
47.9,45687.24,37333.47,11.37,255.08
47.91,45695.13,37338.85,11.38,255.08
47.92,45712.57,37349.61,11.38,255.03
47.93,45725.97,37363.36,11.35,255.04
47.94,45726.71,37362.5,11.35,255.08
47.95,45741.76,37371.29,11.34,255.04
47.96,45749.65,37373.83,11.34,255.04
47.97,45757.54,37384.3,11.37,255.04
47.98,45773.33,37405.69,11.35,255.04
47.99,45774.07,37400.45,11.35,255.08
48,45779.58,37419.42,11.4,255.1
48.01,45797,37417.31,11.4,255.04
48.02,45804.9,37427.35,11.4,255.04
48.03,45820.68,37443.93,11.39,255.04
48.04,45830.96,37446.19,11.37,255.03
48.05,45826.94,37457.09,11.37,255.1
48.06,45839.6,37468.43,11.36,255.07
48.07,45842.73,37473.67,11.36,255.1
48.08,45860.9,37481.31,11.38,255.08
48.09,45875.93,37486.69,11.39,255.04
48.1,45883.82,37494.33,11.39,255.04
48.11,45891.71,37503.26,11.39,255.04
48.12,45897.23,37516,11.38,255.06
48.13,45922.53,37525.22,11.37,255
48.14,45923.6,37527.48,11.37,255.04
48.15,45931.18,37530.45,11.41,255.04
48.16,45932.26,37551.83,11.41,255.08
48.17,45944.59,37551.84,11.38,255.06
48.18,45962.75,37568.26,11.43,255.04
48.19,45975.71,37570.52,11.43,255.01
48.2,45983.28,37578.45,11.43,255.01
48.21,45984.37,37581.29,11.39,255.06
48.22,45997.01,37599.84,11.39,255.03
48.23,46008.04,37602.95,11.42,255.06
48.24,46013.56,37607.91,11.38,255.07
48.25,46026.2,37616.12,11.38,255.04
48.26,46034.1,37618.53,11.38,255.04
48.27,46044.36,37626.6,11.38,255.03
48.28,46060.15,37634.81,11.43,255.03
48.29,46068.04,37653.65,11.4,255.03
48.3,46066.45,37650.96,11.4,255.08
48.31,46083.82,37662.29,11.4,255.03
48.32,46091.71,37662.43,11.42,255.03
48.33,46107.5,37682.66,11.45,255.03
48.34,46117.76,37683.24,11.45,255.01
48.35,46120.91,37688.19,11.44,255.04
48.36,46131.18,37702.22,11.44,255.03
48.37,46131.96,37707.17,11.41,255.07
48.38,46152.48,37721.48,11.43,255.04
48.39,46158.01,37729.55,11.43,255.06
48.4,46165.9,37740.03,11.43,255.06
48.41,46171.43,37748.1,11.42,255.07
48.42,46181.69,37745.41,11.42,255.06
48.43,46197.47,37761.69,11.46,255.06
48.44,46203,37769.77,11.44,255.07
48.45,46211.21,37772.31,11.44,255.07
48.46,46214.06,37780.53,11.44,255.1
48.47,46219.91,37786.05,11.44,255.11
48.48,46240.42,37802.05,11.43,255.08
48.49,46240.91,37810.27,11.43,255.12
48.5,46249.12,37826.7,11.43,255.12
48.51,46266.15,37832.22,11.43,255.07
48.52,46264.91,37831.94,11.45,255.12
48.53,46283.06,37845.67,11.46,255.11
48.54,46295.68,37850.48,11.46,255.08
48.55,46303.57,37864.22,11.46,255.08
48.56,46304.38,37872.01,11.46,255.12
48.57,46317,37886.04,11.43,255.1
48.58,46332.78,37888.73,11.43,255.1
48.59,46343.04,37904.72,11.47,255.08
48.6,46348.57,37906.98,11.47,255.1
48.61,46351.75,37918.03,11.45,255.12
48.62,46362,37922.98,11.45,255.11
48.63,46377.79,37936.43,11.48,255.11
48.64,46390.4,37944.94,11.48,255.08
48.65,46395.94,37952.72,11.48,255.1
48.66,46403.83,37964.2,11.46,255.1
48.67,46409.37,37974.53,11.46,255.11
48.68,46432.22,37982.89,11.5,255.07
48.69,46433.05,37995.91,11.5,255.11
48.7,46443.3,37995.63,11.46,255.1
48.71,46444.13,38004.42,11.46,255.14
48.72,46461.44,38014.61,11.45,255.08
48.73,46479.58,38028.2,11.47,255.07
48.74,46482.77,38033.15,11.47,255.1
48.75,46497.72,38041.51,11.48,255.06
48.76,46503.26,38052.27,11.48,255.07
48.77,46506.45,38060.06,11.48,255.1
48.78,46526.94,38070.82,11.46,255.07
48.79,46534.83,38084.99,11.49,255.07
48.8,46545.08,38082.15,11.49,255.06
48.81,46545.92,38089.65,11.51,255.1
48.82,46560.86,38103.1,11.51,255.06
48.83,46569.6,38122.51,11.48,255.1
48.84,46582.19,38127.61,11.44,255.07
48.85,46597.13,38130.3,11.44,255.03
48.86,46595.95,38134.83,11.44,255.08
48.87,46608.22,38154.52,11.45,255.06
48.88,46621.66,38165.28,11.48,255.07
48.89,46634.56,38173.21,11.48,255.04
48.9,46640.11,38178.58,11.53,255.06
48.91,46652.69,38186.94,11.53,255.03
48.92,46660.58,38197.13,11.49,255.03
48.93,46671.68,38208.18,11.51,255.06
48.94,46681.92,38213.42,11.51,255.04
48.95,46685.12,38224.18,11.51,255.07
48.96,46700.05,38229.56,11.54,255.03
48.97,46705.59,38235.37,11.54,255.04
48.98,46723.72,38243.3,11.5,255.03
48.99,46726.93,38254.35,11.54,255.06
49,46734.82,38266.8,11.54,255.06
49.01,46742.71,38275.3,11.53,255.06
49.02,46759.98,38283.66,11.53,255
49.03,46766.39,38297.25,11.52,255.06
49.04,46778.97,38304.61,11.52,255.03
49.05,46782.18,38304.32,11.5,255.06
49.06,46797.09,38315.66,11.5,255.01
49.07,46807.33,38331.51,11.53,255
49.08,46820.77,38336.9,11.52,255.01
49.09,46831,38347.8,11.52,255
49.1,46831.87,38356.16,11.52,255.04
49.11,46846.78,38361.83,11.52,255
49.12,46850,38363.52,11.51,255.03
49.13,46872.8,38382.92,11.51,254.99
49.14,46873.67,38390.85,11.54,255.03
49.15,46876.89,38396.66,11.54,255.06
49.16,46887.12,38402.33,11.53,255.04
49.17,46897.35,38407.14,11.53,255.03
49.18,46913.14,38422.85,11.51,255.03
49.19,46916.36,38434.04,11.52,255.06
49.2,46935.93,38439.42,11.52,254.99
49.21,46936.81,38447.21,11.53,255.03
49.22,46949.37,38452.73,11.53,255
49.23,46963.14,38469.02,11.53,255.01
49.24,46963.71,38466.19,11.53,255.06
49.25,46981.26,38490.26,11.53,255
49.26,46984.48,38490.4,11.53,255.03
49.27,46992.06,38488.28,11.55,255.03
49.28,47014.84,38512.07,11.53,254.99
49.29,47020.71,38517.88,11.53,255
49.3,47018.96,38522.69,11.54,255.06
49.31,47031.83,38533.59,11.54,255.03
49.32,47051.07,38536.57,11.57,254.96
49.33,47060.17,38557.23,11.57,255
49.34,47061.07,38559.78,11.55,255.04
49.35,47071.3,38568.28,11.55,255.03
49.36,47074.53,38570.83,11.53,255.06
49.37,47084.75,38574.38,11.53,255.04
49.38,47099.63,38588.12,11.54,255
49.39,47110.76,38601.14,11.56,255.03
49.4,47123.3,38601.28,11.56,255
49.41,47128.87,38617.28,11.56,255.01
49.42,47132.11,38620.26,11.56,255.04
49.43,47144.65,38633.57,11.56,255.01
49.44,47162.76,38644.05,11.56,255
49.45,47168.33,38646.6,11.55,255.01
49.46,47176.22,38651.98,11.55,255.01
49.47,47188.76,38665.57,11.55,254.99
49.48,47187.35,38670.67,11.55,255.04
49.49,47210.11,38681.28,11.59,255
49.5,47215.68,38692.19,11.59,255.01
49.51,47221.25,38691.9,11.59,255.03
49.52,47233.79,38703.09,11.59,255
49.53,47239.35,38711.02,11.57,255.01
49.54,47255.14,38730,11.58,255.01
49.55,47258.39,38730.14,11.58,255.04
49.56,47268.6,38731.97,11.6,255.03
49.57,47278.81,38740.47,11.6,255.01
49.58,47291.35,38754.07,11.61,254.99
49.59,47304.81,38769.79,11.58,255
49.6,47305.74,38772.62,11.58,255.04
49.61,47322.91,38775.74,11.58,254.99
49.62,47326.17,38788.47,11.6,255.01
49.63,47334.06,38796.83,11.6,255.01
49.64,47347.52,38808.17,11.58,255.03
49.65,47358.05,38818.79,11.61,255.01
49.66,47365.62,38821.48,11.61,255.01
49.67,47371.52,38829.69,11.62,255.03
49.68,47383.72,38829.69,11.62,255
49.69,47397.51,38845.55,11.59,255.01
49.7,47403.08,38855.88,11.58,255.03
49.71,47410.98,38863.96,11.58,255.03
49.72,47418.87,38864.1,11.58,255.03
49.73,47429.08,38872.45,11.62,255.01
49.74,47444.86,38885.48,11.61,255.01
49.75,47450.44,38896.67,11.61,255.03
49.76,47460.64,38896.24,11.57,255.01
49.77,47466.22,38909.84,11.57,255.03
49.78,47478.74,38918.63,11.59,255
49.79,47492.21,38925.98,11.59,255.01
49.8,47495.48,38936.74,11.59,255.04
49.81,47505.68,38950.48,11.59,255.03
49.82,47511.27,38950.77,11.62,255.04
49.83,47519.16,38963.79,11.62,255.04
49.84,47534.94,38971.86,11.64,255.04
49.85,47540.53,38975.27,11.6,255.06
49.86,47553.04,38980.37,11.6,255.03
49.87,47556.31,39001.31,11.62,255.06
49.88,47566.51,38996.08,11.62,255.04
49.89,47591.53,39008.96,11.61,254.99
49.9,47594.8,39022.55,11.61,255.01
49.91,47595.78,39028.08,11.62,255.06
49.92,47612.9,39028.08,11.62,255
49.93,47616.17,39038.55,11.61,255.03
49.94,47622.74,39049.89,11.62,255.08
49.95,47642.16,39062.77,11.62,255.01
49.96,47645.44,39063.77,11.62,255.04
49.97,47653.65,39074.25,11.62,255.04
49.98,47661.22,39082.89,11.63,255.04
49.99,47677.01,39090.68,11.63,255.04
50,47682.91,39101.15,11.62,255.06
50.01,47690.49,39108.65,11.62,255.06
50.02,47705.61,39113.89,11.59,255.01
50.03,47703.98,39116.87,11.59,255.07
50.04,47726.98,39130.6,11.65,255.03
50.05,47737.17,39132.58,11.63,255.01
50.06,47740.46,39149.01,11.63,255.04
50.07,47746.06,39151.55,11.65,255.06
50.08,47756.25,39157.36,11.65,255.04
50.09,47769.74,39173.36,11.66,255.06
50.1,47779.93,39183.84,11.66,255.04
50.11,47790.12,39184.13,11.64,255.03
50.12,47795.71,39195.18,11.64,255.04
50.13,47803.61,39203.11,11.64,255.04
50.14,47826.28,39208.49,11.63,255
50.15,47827.28,39227.89,11.63,255.04
50.16,47837.47,39228.04,11.63,255.03
50.17,47840.77,39238.37,11.63,255.06
50.18,47850.96,39240.63,11.65,255.04
50.19,47869.04,39262.3,11.65,255.03
50.2,47874.64,39264.84,11.65,255.04
50.21,47887.12,39264.84,11.65,255.01
50.22,47885.84,39275.75,11.67,255.07
50.23,47898.32,39289.34,11.67,255.04
50.24,47911.81,39292.18,11.65,255.06
50.25,47921.99,39302.94,11.68,255.04
50.26,47929.89,39307.75,11.68,255.04
50.27,47935.49,39319.37,11.66,255.06
50.28,47947.96,39327.16,11.66,255.03
50.29,47961.46,39338.21,11.64,255.04
50.3,47971.64,39351.66,11.64,255.03
50.31,47979.53,39348.97,11.64,255.03
50.32,47987.42,39356.61,11.64,255.03
50.33,47995.32,39359.58,11.68,255.03
50.34,48006.52,39383.37,11.71,255.06
50.35,48014.42,39391.87,11.71,255.06
50.36,48022.31,39397.11,11.7,255.06
50.37,48032.49,39400.08,11.7,255.04
50.38,48040.38,39407.3,11.7,255.04
50.39,48058.77,39424.45,11.67,255.03
50.4,48064.06,39429.54,11.68,255.04
50.41,48074.55,39438.04,11.68,255.03
50.42,48079.84,39445.26,11.66,255.04
50.43,48090.34,39450.78,11.66,255.03
50.44,48103.84,39462.12,11.66,255.04
50.45,48111.41,39469.75,11.7,255.04
50.46,48112.77,39472.87,11.7,255.08
50.47,48124.92,39486.04,11.7,255.06
50.48,48137.69,39488.44,11.69,255.03
50.49,48151.19,39507.43,11.66,255.04
50.5,48159.09,39512.52,11.66,255.04
50.51,48164.38,39515.35,11.69,255.06
50.52,48174.87,39529.09,11.69,255.04
50.53,48184.73,39531.49,11.7,255.03
50.54,48196.27,39547.92,11.72,255.06
50.55,48201.88,39555.71,11.72,255.07
50.56,48216.61,39561.52,11.72,255.03
50.57,48219.95,39567.04,11.7,255.06
50.58,48223.28,39574.83,11.7,255.08
50.59,48245.9,39593.37,11.72,255.04
50.6,48246.96,39590.25,11.73,255.08
50.61,48257.13,39599.04,11.73,255.07
50.62,48269.58,39609.37,11.72,255.04
50.63,48277.47,39620.42,11.72,255.04
50.64,48288.7,39631.04,11.74,255.07
50.65,48296.6,39636.71,11.74,255.07
50.66,48306.77,39642.09,11.7,255.06
50.67,48314.66,39650.31,11.7,255.06
50.68,48322.55,39663.48,11.69,255.06
50.69,48345.16,39671.97,11.75,255.01
50.7,48341.68,39679.9,11.75,255.08
50.71,48354.12,39684.85,11.75,255.06
50.72,48362.02,39690.95,11.75,255.06
50.73,48372.18,39706.67,11.71,255.04
50.74,48385.7,39717.57,11.72,255.06
50.75,48393.59,39725.64,11.72,255.06
50.76,48394.67,39730.02,11.72,255.1
50.77,48407.1,39741.21,11.74,255.07
50.78,48412.72,39746.88,11.74,255.08
50.79,48430.78,39760.62,11.74,255.07
50.8,48440.95,39768.69,11.73,255.06
50.81,48442.03,39769.12,11.73,255.1
50.82,48456.73,39783.15,11.71,255.06
50.83,48466.89,39787.24,11.71,255.04
50.84,48480.41,39800.69,11.75,255.06
50.85,48486.03,39808.47,11.75,255.07
50.86,48487.12,39814.14,11.73,255.11
50.87,48504.09,39825.19,11.73,255.06
50.88,48514.25,39830.29,11.73,255.04
50.89,48534.57,39838.36,11.75,255.01
50.9,48531.13,39851.81,11.75,255.08
50.91,48541.29,39868.1,11.75,255.07
50.92,48542.38,39865.55,11.75,255.11
50.93,48557.07,39873.33,11.75,255.07
50.94,48564.97,39876.88,11.75,255.07
50.95,48583.02,39900.66,11.79,255.06
50.96,48579.91,39900.81,11.79,255.12
50.97,48594.28,39913.98,11.78,255.08
50.98,48600.22,39914.12,11.78,255.1
50.99,48610.38,39924.59,11.78,255.08
51,48626.17,39938.04,11.83,255.08
51.01,48631.8,39944.14,11.83,255.1
51.02,48644.21,39951.93,11.8,255.07
51.03,48652.11,39962.55,11.8,255.07
51.04,48662.26,39964.81,11.74,255.06
51.05,48671.27,39984.08,11.74,255.1
51.06,48683.68,39989.17,11.76,255.07
51.07,48684.8,40000.51,11.76,255.11
51.08,48697.21,40008.86,11.78,255.08
